Input Sentences,Output Sentences,Grammatical Error
टीवी कपल ने बेटे की पहली झलक भी शेयर है।,टीवी कपल ने बेटे की पहली झलक भी शेयर की है।,1
पुणे यूनिवर्सिटी का अजीबोगरीब सिर्फ शाकाहारी छात्रों को ही मिलेगा गोल्ड मेडल,"पुणे यूनिवर्सिटी का अजीबोगरीब फैसला, सिर्फ शाकाहारी छात्रों को ही मिलेगा गोल्ड मेडल",1
"'यहां बताए गए किसी भी रोग के उक्त उपचारों में चिरायता का सेवन कितनी मात्रा में और किस तरह करना है, इसके लिए आयुर्वेदि कचिकित्सक से सलाह अवश्य लें'।","'यहां बताए गए किसी भी रोग के उक्त उपचारों में चिरायता का सेवन कितनी मात्रा में और किस तरह करना है, इसके लिए आयुर्वेदिक चिकित्सक से सलाह अवश्य लें'।",1
कैप्सन-हम्माल मोहल्ला में मौके पर पहुंचकर अधिकारी समझाईश देते हुए व मौके पर लार्वा मिले को मटकों लोगों ने फोड़ दिया।,कैप्सन-हम्माल मोहल्ला में मौके पर पहुंचकर अधिकारी समझाईश देते हुए व मौके पर लार्वा मिले मटकों को लोगों ने फोड़ दिया।,1
पिछले सप्ताह जलाए थे हिंदुओं के 8 घर,पिछले सप्ताह जलाए थे हिंदुओं के 8 घर,0
"-सुभाष चौक में कुछ युवकों ने टायर जला दिया, जिसे बाद में पुलिस जवानों ने पानी डालकर बुझाया।","-सुभाष चौक में कुछ युवकों ने टायर जला दिया, जिसे बाद में पुलिस जवानों ने पानी डालकर बुझाया।",0
फेक न्यूज प्रसारित करने वालों पर होगी कार्रवाई.. एसडीओ,फेक न्यूज प्रसारित करने वालों पर होगी कार्रवाई.. एसडीओ,0
विश्वनाथ मंदिर में शुरू हुई केदारेश्वर कुी पूजा,विश्वनाथ मंदिर में शुरू हुई केदारेश्वर की पूजा,1
करने संतोष के लिए बस इतना भर ही है कि रविवार को हुए मैच में भारत ने दक्षिण अफ़्रीका को हरा दिया और इस तरह भारत आखिरी स्थान पर पहुँचने से बच गया.,संतोष करने के लिए बस इतना भर ही है कि रविवार को हुए मैच में भारत ने दक्षिण अफ़्रीका को हरा दिया और इस तरह भारत आखिरी स्थान पर पहुँचने से बच गया.,1
आठ साल नियमित मान सभी लाभ के आदेश,आठ साल नियमित मान सभी लाभ के आदेश,0
"टायर कंपनी Goodyear ने किया ऑटोमोटिव लुब्रिकेंट्स बाजार माें प्रवेश, एश्योरेंस इंटरनेशनल के साथ मिलाया हाथ","टायर कंपनी Goodyear ने किया ऑटोमोटिव लुब्रिकेंट्स बाजार में प्रवेश, एश्योरेंस इंटरनेशनल के साथ मिलाया हाथ",1
महात्मा गांधी के महिलाओं के प्रति िचार,महात्मा गांधी के महिलाओं के प्रति विचार,1
कांग्रेस सरकारों के बहरे कानों 70 साल तक,कांग्रेस सरकारों के बहरे कानों ने 70 साल तक,1
हिंदी न्यूज़ उत्तर प्रदेश लखनऊ सड़क दुर्घटना से आवागमन बाधित,हिंदी न्यूज़ उत्तर प्रदेश लखनऊ सड़क दुर्घटना से आवागमन बाधित,0
दूसरी अर्थव्यवस्थाआें से बेहतर कर रहा भारत,दूसरी अर्थव्यवस्थाआें से बेहतर कर रहा भारत,0
और जादूगर सब मूसा के सामने सजदे में गिर पड़े (120),और जादूगर सब मूसा के सामने सजदे में गिर पड़े (120),0
"सवाल: हम फ़र्स्टपोस्ट हिंदी के लिए इंटरव्यू ले रहे हैं, क्या आप इसे जानते और पढ़ते हैं?","सवाल: हम फ़र्स्टपोस्ट हिंदी के लिए आपका इंटरव्यू ले रहे हैं, क्या आप इसे जानते और पढ़ते हैं?",1
जेल में बंद सतलोक आाम संचालक रामपाल की मुश्किलें कम होने नाम नही ले रही है। रामपाल अब एक... पढ़े,जेल में बंद सतलोक आाम संचालक रामपाल की मुश्किलें कम होने का नाम नही ले रही है। रामपाल अब एक... पढ़े,1
आपको बता दें कि टी-20 फॉर्मेट में ऐसा पहली बार होगा जब तीन टीमों के बीच त्रिकोणीय सीरीज खेला जाएगा.,आपको बता दें कि टी-20 फॉर्मेट में ऐसा पहली बार होगा जब तीन टीमों के बीच त्रिकोणीय सीरीज खेला जाएगा.,0
"लुधियनाा में Oxygen की मांग 65 फीसद घटी, प्रशासन ने इंडस्ट्री को फिर शुरू की सप्लाई","लुधियाना में Oxygen की मांग 65 फीसद घटी, प्रशासन ने इंडस्ट्री को फिर शुरू की सप्लाई",1
"बाजार में कारोबा र के इस दौरान ल्यूपिन, भारती एयरटेल, टाटा स्टील, सिप्ला, एनटीपीसी और हिंडाल्को जैसे दिग्गज शेयरों में तेजी आई है।","बाजार में कारोबार के इस दौरान ल्यूपिन, भारती एयरटेल, टाटा स्टील, सिप्ला, एनटीपीसी और हिंडाल्को जैसे दिग्गज शेयरों में तेजी आई है।",1
बैंक अकाउंट बंद होने की स्थिति में पॉलिसी खत्म हो जाएगी.,बैंक अकाउंट बंद होने की स्थिति में पॉलिसी खत्म हो जाएगी.,0
अखिल भारतीय विद्यार्थी परिषद ने निजी स्कूलों द्वारा अभी हाल ही में ट्यूशन फीस से अतिरिक्त फीस वसूलने को लेकर निकाले गए फरमान का विरोध किया है।,अखिल भारतीय विद्यार्थी परिषद ने निजी स्कूलों द्वारा अभी हाल ही में ट्यूशन फीस से अतिरिक्त फीस वसूलने को लेकर निकाले गए फरमान का विरोध किया है।,0
अध्ययन सुमन ने कहा- बॉलीवुड में गुटबंदी के कारण मुझे 14 फिल्मों से किया गया बाहर,अध्ययन सुमन ने कहा- बॉलीवुड में गुटबंदी के कारण मुझे 14 फिल्मों से किया गया बाहर,0
नई दिल्ली: भारलत-अफ्रीका सम्मेलन के कारण राष्ट्रीय राजधानी में विकट यातायात जाम रहा जिसके कारण कल दो महिलाओं कोे सार्वजनिक परिवहनों में अपने बच्चों को जन्म देना पड़ा। 20 वर्षीय महिला ने दक्षिण-पूर्वी दिल्ली के,नई दिल्ली: भारत-अफ्रीका सम्मेलन के कारण राष्ट्रीय राजधानी में विकट यातायात जाम रहा जिसके कारण कल दो महिलाओं कोे सार्वजनिक परिवहनों में अपने बच्चों को जन्म देना पड़ा। 20 वर्षीय महिला ने दक्षिण-पूर्वी दिल्ली के,1
श्रीकांत वर्मा मार्ग में अंधेरा,श्रीकांत वर्मा मार्ग में छाया अंधेरा,1
"नगर निगम : निर्वाचन आयोग नहीं, सब जज के कोर्ट में गुहार लगायेंगी रजनी","नगर निगम : निर्वाचन आयोग नहीं, सब जज के कोर्ट में गुहार लगायेंगी रजनी",0
"अहमदाबाद मेडिकल एसोसिएशन की अध्यक्ष डॉ मोना देसाई ने कहा, ‘समस्या मरीज़ों में जागरूकता की नहीं थी. चूंकि अस्पतालों में मृत्यु दर अधिक थी, इसलिए मरीज़ इन अस्पतालों में जाने से डरते थे’.","अहमदाबाद मेडिकल एसोसिएशन की अध्यक्ष डॉ मोना देसाई ने कहा, ‘समस्या मरीज़ों में जागरूकता की नहीं थी. चूंकि अस्पतालों में मृत्यु दर अधिक थी, इसलिए मरीज़ इन अस्पतालों में जाने से डरते थे’.",0
"""'लाठी"" सन्दिग्ध शब्द है जिनके एक से ज्यादा होते अर्थ है।","""'लाठी"" सन्दिग्ध शब्द है जिनके एक से ज्यादा अर्थ होते है।",1
और बुल । ऊर्जा असंगतता के कारण इस संबंध में यह संबंध विकसित नहीं होगा। एक साथ दो ऐसे अहंकारों की कल्पना करना मुश्किल है।,भेड़ और बुल । ऊर्जा असंगतता के कारण इस संबंध में यह संबंध विकसित नहीं होगा। एक साथ दो ऐसे अहंकारों की कल्पना करना मुश्किल है।,1
"मूलांक 5 वालों के लिए आज का दिन काफी बिजी रहेगा, शाम तक आपको कोई अच्छी खबर सुनने को मिल सकती है","मूलांक 5 वालों के लिए आज का दिन काफी बिजी रहेगा, शाम तक आपको कोई अच्छी खबर सुनने को मिल सकती है",0
बेरीनाग के लोगों ने सुलक्याड़ी बैंड-मंतोली निर्माण की मांग पर एसडीएम को ज्ञापन दिया। उन्होंने शीघ्र सड़क निर्माण शुरू न होने पर आंदोलन की चेतावनी दी है।,बेरीनाग के लोगों ने सुलक्याड़ी बैंड-मंतोली सड़क निर्माण की मांग पर एसडीएम को ज्ञापन दिया। उन्होंने शीघ्र सड़क निर्माण शुरू न होने पर आंदोलन की चेतावनी दी है।,1
कुल्लू में ब्रह्म गंगा में बाढ़ के बाद के ाहलात.,कुल्लू में ब्रह्म गंगा में बाढ़ के बाद के हालात.,1
"अगर कैन्वस फ्रेम से बाहर निकल रहा है या एक-समान नहीं है, तो उससे इस तरह से फिर से अरेंज करें, ताकि वो फ्रेम े अंदर अच्छी तरह से फिट आए।","अगर कैन्वस फ्रेम से बाहर निकल रहा है या एक-समान नहीं है, तो उससे इस तरह से फिर से अरेंज करें, ताकि वो फ्रेम के अंदर अच्छी तरह से फिट आए।",1
पीएम मोदी के साथ फिलिस्तीन के प्रधानमंत्री रामी हमदल्लाह मौजूद हैं.,पीएम मोदी के साथ फिलिस्तीन के प्रधानमंत्री रामी हमदल्लाह मौजूद हैं.,0
बैंक और बाजार में उमडी़ भीड़,बैंक और बाजार में उमड़ी भीड़,1
ेड़ भी होने लगे हैं खत्म,पेड़ भी होने लगे हैं खत्म,1
वाराणसी व कानपुर मेट्रो लिए के दिया बजट,वाराणसी व कानपुर मेट्रो के लिए दिया बजट,1
"रंजिश के चलते दलितों के साथ मारपीट, कई घायल, पुलिस ने किया 14 लोगों के खिलाफ मामला दर्ज.","चुनावी रंजिश के चलते दलितों के साथ मारपीट, कई घायल, पुलिस ने किया 14 लोगों के खिलाफ मामला दर्ज.",1
Home » दुनिय » पाक के पूर्व पीएम शौकत अजीज का नाम पैराडाइज पेपर्स में शामिल,Home » दुनिया » पाक के पूर्व पीएम शौकत अजीज का नाम पैराडाइज पेपर्स में शामिल,1
0 मतगणना पर रोक लगाने के साथ ही मतगणना स्थल को गनधारी पुलिस जवानों के हवाले करने व मतपत्रों को सीज करने का फरमान एकलपीठ ने जारी किया था।,0 मतगणना पर रोक लगाने के साथ ही मतगणना स्थल को गनधारी पुलिस जवानों के हवाले करने व मतपत्रों को सीज करने का फरमान एकलपीठ ने जारी किया था।,0
"प्रेग्नेंसी की खबरों के बीच देर रात अस्‍पताल पहुंची प्रियंका, मां मधु चोपड़ा ने बताया सच","प्रेग्नेंसी की खबरों के बीच देर रात अस्‍पताल पहुंची प्रियंका, मां मधु चोपड़ा ने बताया सच",0
लौहार इंकार कर देता। एक दिन लौहरा को गुस्सा आया और उसने खरगोश के दांत तोड़ दिए। फिर फिर क्या।,लौहार इंकार कर देता। एक दिन लौहार को गुस्सा आया और उसने खरगोश के दांत तोड़ दिए। फिर फिर क्या।,1
ये तस्वीरें प्रियंका पुरानी हैं तजो अब फिर से वायरल हो रही हैं। जिनमें प्रियंका कुछ इस तरह अपनी इंगेजमेंट रिंग फ्लॉन्ट करती नजर आ रही हैं।,ये तस्वीरें पुरानी हैं तजो अब फिर से वायरल हो रही हैं। जिनमें प्रियंका कुछ इस तरह अपनी इंगेजमेंट रिंग फ्लॉन्ट करती नजर आ रही हैं।,1
1- प्रथम चरण में प्रक्रिया,1- प्रथम चरण में प्रक्रिया,0
1925 लेक्चरार र्ती किए जाएंगे,1925 लेक्चरार भर्ती किए जाएंगे,1
"हालात : शहर की पांच पार्किंग पेड, सेक्टर-20 औ र14 का ठेका दिया","हालात : शहर की पांच पार्किंग पेड, सेक्टर-20 और 14 का ठेका दिया",1
"'पीएम मोदी मेरे बेटे जैसे, क्या हुआ जो मैंने उसको जन्म नहीं दिया', टाइम मैगजीन में नाम आने पर बोलीं शाहीन बाग की दादी बिल्किस","'पीएम मोदी मेरे बेटे जैसे, क्या हुआ जो मैंने उसको जन्म नहीं दिया', टाइम मैगजीन में नाम आने पर बोलीं शाहीन बाग की दादी बिल्किस",0
"-अनियमित तरीके से नियुक्ति करने, झूठा एफिडेविट देने का एफआई आरोप, रजिस्ट्रार ने की मैनेजर के खिलाफ एफआई दर्ज कराने की संस्तुति","-अनियमित तरीके से नियुक्ति करने, झूठा एफिडेविट देने का आरोप, रजिस्ट्रार ने की मैनेजर के खिलाफ एफआई दर्ज कराने की संस्तुति",1
"इस बीच पीड़िता के चाचा ने आरोप लगाया है कि जब वे एफआईआर दर्ज कराने पुलिस स्टेशन गए, तो पुलिस ने शिकाय0त दर्ज कराने के लिए 50,000 रुपये रिश्वत की मांग की.","इस बीच पीड़िता के चाचा ने आरोप लगाया है कि जब वे एफआईआर दर्ज कराने पुलिस स्टेशन गए, तो पुलिस ने शिकायत दर्ज कराने के लिए 50,000 रुपये रिश्वत की मांग की.",1
"अस्पताल के संचालक डॉ खान कहते हैं, ""बच्चा और उसके परिजनों को समझा दिया गया और वे संतुष्ट भी थे. फिर मगर एक स्थानीय नेता ने इन्हें भड़का दिया.","अस्पताल के संचालक डॉ खान कहते हैं, ""बच्चा और उसके परिजनों को समझा दिया गया और वे संतुष्ट भी थे. मगर फिर एक स्थानीय नेता ने इन्हें भड़का दिया.",1
हिंदी न्यूज़ › उत्तर प्रदेश › लखीमपुरखीरी › लखीमपुर में सामूहिक गिरफ्तारी देने कोतवाी पहुंच गए किसान,हिंदी न्यूज़ › उत्तर प्रदेश › लखीमपुरखीरी › लखीमपुर में सामूहिक गिरफ्तारी देने कोतवाली पहुंच गए किसान,1
कोई मुंह खोलने को ैयार नहीं,कोई मुंह खोलने को तैयार नहीं,1
बांका। पिछले दो दशक से झाड़-झंखाड़ बना शहर के बीचोंबीच अवस्थित अनुमंडल कार्यालय परिसर के ातलाब का रूप निखरेगा। इंडियन ऑयल करीब एक करोड़ रुपये की लागत से इसका रूप संवारेगा।,बांका। पिछले दो दशक से झाड़-झंखाड़ बना शहर के बीचोंबीच अवस्थित अनुमंडल कार्यालय परिसर के तालाब का रूप निखरेगा। इंडियन ऑयल करीब एक करोड़ रुपये की लागत से इसका रूप संवारेगा।,1
22 नवंबर 1990 को ग्वालियर मध्य प्रदेश को में हुआ कार्तिक आर्यन का जन्म।,22 नवंबर 1990 को ग्वालियर मध्य प्रदेश में हुआ कार्तिक आर्यन का जन्म।,1
"हिंदी न्यूज़ › पंजाब › हरसिमरत कौर बादल कोरोना पॉजिटिव, संपर्क में आए लोगों से टेस्ट कराने की अपील","हिंदी न्यूज़ › पंजाब › हरसिमरत कौर बादल कोरोना पॉजिटिव, संपर्क में आए लोगों से टेस्ट कराने की अपील",0
आयोग के अधिकारी बताते हैं कि निजी विश्वविद्यालयों से पांच सुझाव मिले हैं। इन प्रस्तावों को विधानसभा में रखा जाएग जबकि कुछ विश्वविद्यालयों को एलओआई जारी किया जाना है। दस विश्वविद्यलाय प्रक्रियाधीन है।,आयोग के अधिकारी बताते हैं कि निजी विश्वविद्यालयों से पांच सुझाव मिले हैं। इन प्रस्तावों को विधानसभा में रखा जाएग जबकि कुछ विश्वविद्यालयों को एलओआई जारी किया जाना है। दस विश्वविद्यालय प्रक्रियाधीन है।,1
यम द्वितीयापर पूजे गए भगवान श्री चित्रगुप्त,यम द्वितीया पर पूजे गए भगवान श्री चित्रगुप्त,1
निशानेबाजी में भारत का यह दूसरा पदक है। चीन के गत चैम्पियन यांग हाओरान ने 249.1 के स्कोर के साथ स्वर्ण पदक पदक जीता।,निशानेबाजी में भारत का यह दूसरा पदक है। चीन के गत चैम्पियन यांग हाओरान ने 249.1 के स्कोर के साथ स्वर्ण पदक जीता।,1
हिंदी न्यूज़ उत्तराखंड बागेश्वर मां के दूध से होता है शिशु का शारीरिक और मानसिक विकास,हिंदी न्यूज़ उत्तराखंड बागेश्वर मां के दूध से होता है शिशु का शारीरिक और मानसिक विकास,0
एक जांबाज़ और फुर्तीले शिकारी जैसा होगा स्पॉट,एक जांबाज़ और फुर्तीले शिकारी जैसा होगा स्पॉट,0
संयुक्त किसान मोर्चा के आह्वान पर ट्रेन रोको अभियान धरने तक सिमट गया।,संयुक्त किसान मोर्चा के आह्वान पर ट्रेन रोको अभियान धरने तक सिमट गया।,0
"ट्विटर पर सुपरस्टा र शाहरुख खान के फॉलोअरों की संख्या बढ़कर 3.9 करोड़ हो  गई है, इस पर शाहरुख ने अपने... पढ़ें","ट्विटर पर सुपरस्टार शाहरुख खान के फॉलोअरों की संख्या बढ़कर 3.9 करोड़ हो  गई है, इस पर शाहरुख ने अपने... पढ़ें",1
सेलेब्रिटीज के घरों को करा गया सील,सेलेब्रिटीज के घरों को करा गया सील,0
"महाराष्ट्र: जलगांवक में हेलिकॉप्टर दुर्घटनाग्रस्त, एक पायलट की मौत और एक शख्स घायल","महाराष्ट्र: जलगांव में हेलिकॉप्टर दुर्घटनाग्रस्त, एक पायलट की मौत और एक शख्स घायल",1
हिंदी न्यूज़ उत्तर प्रदेश हापुड़ घरेलू गैस सिलेंडर पर  162 औशर कामर्शियल पर 256 रूपये गिरे,हिंदी न्यूज़ उत्तर प्रदेश हापुड़ घरेलू गैस सिलेंडर पर  162 और कामर्शियल पर 256 रूपये गिरे,1
बता दें कि शाहरुख और गौरी ने 25 अक्टूबर 1991 को शादी की थी। इनकी शादी को 19 साल हो गए हैं और दोनों आज भी एक दूसरे को बेहद ्यार करते हैं।,बता दें कि शाहरुख और गौरी ने 25 अक्टूबर 1991 को शादी की थी। इनकी शादी को 19 साल हो गए हैं और दोनों आज भी एक दूसरे को बेहद प्यार करते हैं।,1
पिछले माह ही लौटा था अवकाश से,पिछले माह ही लौटा था अवकाश से,0
12 मार्च को फ्राांस के राष्ट्रपति के साथ आएंगे पीएम मोदी - फोटो : अमर उजाला,12 मार्च को फ्रांस के राष्ट्रपति के साथ आएंगे पीएम मोदी - फोटो : अमर उजाला,1
"सोमवती अमावस्या का विशेष महत्व है। जो अमावस्या सोमवार ो पड़ती है, उसे सोमवती अमावस्या कहा जाता है। यह बात आचार्य नंद लाल शास्त्री ने कही है।","सोमवती अमावस्या का विशेष महत्व है। जो अमावस्या सोमवार को पड़ती है, उसे सोमवती अमावस्या कहा जाता है। यह बात आचार्य नंद लाल शास्त्री ने कही है।",1
फेसबुक अकाउंट के जरिए सा तवीं की छात्रा को बनाया 'कॉलगर्ल',फेसबुक अकाउंट के जरिए सातवीं की छात्रा को बनाया 'कॉलगर्ल',1
"नियुक्ति सचिवालय के सामने कॉम्पलैक्स से बेचे गए फर्जी नियुक्ति पत्र,","सचिवालय के सामने कॉम्पलैक्स से बेचे गए फर्जी नियुक्ति पत्र,",1
"केजरीवाल की हेल्पलाइन पर एक दिन 4 हजार कॉल, पकड़े गये 53 भ्रष्टाचारी!","केजरीवाल की हेल्पलाइन पर एक दिन 4 हजार कॉल, पकड़े गये 53 भ्रष्टाचारी!",0
- हर जिले में बनेंगे चार-चार आदर्श केंद्र,- हर जिले में बनेंगे चार-चार आदर्श केंद्र,0
झारखंड: को देखते हुए परीक्षाएं टाली गईं,झारखंड: बंद को देखते हुए परीक्षाएं टाली गईं,1
सरकार ने तो गरीबों से मुँह मोड़ ही लिया है पर समाज भी मोड़ रहा है वो बहुत खतरनाक,सरकार ने तो गरीबों से मुँह मोड़ ही लिया है पर समाज भी मोड़ रहा है वो बहुत खतरनाक है,1
"20 बिंदुओं पर बनी बात, सरकार करेंगे से करेंगे मुलाकात","20 बिंदुओं पर बनी बात, सरकार से करेंगे मुलाकात",1
या कभी कभी जायकेदार पूरियाँ,या कभी कभी जायकेदार पूरियाँ,0
"कागज बनाया से बनाया डिजाइन, फिर उसे मिट्टी पर उकेरा","कागज से बनाया डिजाइन, फिर उसे मिट्टी पर उकेरा",1
मध्य प्रदेश के बीना से सामने आए वीडियो में एक साल की बेटी पैरों से कुचलती महिला जयंती बाई।,मध्य प्रदेश के बीना से सामने आए वीडियो में एक साल की बेटी को पैरों से कुचलती महिला जयंती बाई।,1
चिल्ड्रेन हॉस्पिटल में पकड़े गए स्मैकिए,चिल्ड्रेन हॉस्पिटल में पकड़े गए स्मैकिए,0
पदमाती पर भाजयुमो ने जताया विरोध,पदमावती पर भाजयुमो ने जताया विरोध,1
"आज से टीकाकरण, नगर के 4 तथा ग्रामीण में 6 केंद्रों पर लगेांगे टीके","आज से टीकाकरण, नगर के 4 तथा ग्रामीण में 6 केंद्रों पर लगेंगे टीके",1
"- गृह विभाग - शहर के अपराध वाले चिन्कहित कर, सार्वजनिक, पार्किंग सहित अन्य जगहों पर सीसीटीवी कैमरे लगाएगा।","- गृह विभाग - शहर के अपराध वाले चिन्हित कर, सार्वजनिक, पार्किंग सहित अन्य जगहों पर सीसीटीवी कैमरे लगाएगा।",1
"'नियम — और शर्त' चेकबॉक्स पर क्लिक करें और अंत में, 'सबमिट' पर क्लिक करें.","— 'नियम और शर्त' चेकबॉक्स पर क्लिक करें और अंत में, 'सबमिट' पर क्लिक करें.",1
आजआरोपी को करेंगे न्यायालय में पेश,आज आरोपी को करेंगे न्यायालय में पेश,1
"शहीद अब अपने अध्यात्म से देश और इस्लाम कीा रक्षा कर रहे हैं"" वरिष्ठ नेता","शहीद अब अपने अध्यात्म से देश और इस्लाम की रक्षा कर रहे हैं"" वरिष्ठ नेता",1
"हाल ही में Instant Messaging App Whatsapp ने UPI Payment Service लांच की है अब Phone Pay, Paytm, और Google Pay की तरह Whatsapp से भी पेमेंट...Read More","हाल ही में Instant Messaging App Whatsapp ने UPI Payment Service लांच की है अब Phone Pay, Paytm, और Google Pay की तरह Whatsapp से भी पेमेंट...Read More",0
"सराफा, टेकरी और सदर बाजार में नहीं हुई मार्किंग, देर शाम एसपी ने किया फ्लैग मार्च","सराफा, टेकरी और सदर बाजार में नहीं हुई मार्किंग, देर शाम एसपी ने किया फ्लैग मार्च",0
जीत के लिए न्यूजीलैंड को अब बनाने होंगे 48 गेंदों में रन 87,जीत के लिए न्यूजीलैंड को अब बनाने होंगे 48 गेंदों में 87 रन,1
"जी  स्टूडियो और आईकैंडी फिल्म्स की ओर से आधिकारिक प्रवक्ता ने कहा, ‘फिल्म  की शूटिंग पूरी हो गई है और यह पोस्ट-प्रोडक्शन का रूप लेने के लिए तैयार  है।’","जी  स्टूडियो और आईकैंडी फिल्म्स की ओर से आधिकारिक प्रवक्ता ने कहा, ‘फिल्म  की शूटिंग पूरी हो गई है और यह पोस्ट-प्रोडक्शन का रूप लेने के लिए तैयार  है।’",0
नेहा की गुमशुदगी की दर्ज थी थाने में-थाना प्रभारी,नेहा की गुमशुदगी दर्ज थी थाने में-थाना प्रभारी,1
जारी रहेगी गेहूं व कपास की मुक्त निर्यात नीति,जारी रहेगी गेहूं व कपास की मुक्त निर्यात नीति,0
गाजीपुर: को किसानों दी नई तकनीकी की जानकारी,गाजीपुर: किसानों को दी नई तकनीकी की जानकारी,1
"इंग्लैंड को एक और आउट झटका, क्रिस वोक्स आउट","इंग्लैंड को एक और झटका, क्रिस वोक्स आउट",1
की निगम बस सगझ निजी में कर रहे सफर,निगम की बस सगझ निजी में कर रहे सफर,1
कोरोना महामारी को देखते हुए केवल कंफर्म टिकट वाले रेल यात्री ही इन ट्रेनों में सफर कर पाएंगे. यात्रियों को कोरोना प्रोटोकॉल का भी पूरी तरह से ध्यान रखना होगा.,कोरोना महामारी को देखते हुए केवल कंफर्म टिकट वाले रेल यात्री ही इन ट्रेनों में सफर कर पाएंगे. यात्रियों को कोरोना प्रोटोकॉल का भी पूरी तरह से ध्यान रखना होगा.,0
मामले में राज्य महिला आयोग की सदस्य ऊषा विद्यार्थी ने कहा है कि बर्खास्तगी का फैसला सही नहीं है। अधिकारी ही अधिकारी के खिलाफ जांच करेंगे तो धांधली और एकपक्षीय कार्रवाई होगी।,मामले में राज्य महिला आयोग की सदस्य ऊषा विद्यार्थी ने कहा है कि बर्खास्तगी का फैसला सही नहीं है। अधिकारी ही अधिकारी के खिलाफ जांच करेंगे तो धांधली और एकपक्षीय कार्रवाई होगी।,0
प्राचार्य के कोरोना पॉजिटिव होने के बाद विभावि 14 तक बंद,प्राचार्य के कोरोना पॉजिटिव होने के बाद विभावि 14 तक बंद,0
रक्षा मंत्री रात 8.40 बजे की फ्लाइट से दिल्ली लौटीं। एयरपोर्ट सूत्रों ने कहा कि  रक्षा मंत्री ने एयरपोर्ट अधिकारियों से उनको छोड़ने आने के िलए भी मना कर दिया था।,रक्षा मंत्री रात 8.40 बजे की फ्लाइट से दिल्ली लौटीं। एयरपोर्ट सूत्रों ने कहा कि  रक्षा मंत्री ने एयरपोर्ट अधिकारियों से उनको छोड़ने आने के लिए भी मना कर दिया था।,1
भारत में कोरोना संक्रमण से स्थिति नाजुक बनी हुई है. बीच इस भारत के स्वास्थ्य मंत्री हर्षवर्धन ने अमेरिकी स्वास्थ्य मंत्री से कोरोना संकट पर बातचीत की.,भारत में कोरोना संक्रमण से स्थिति नाजुक बनी हुई है. इस बीच भारत के स्वास्थ्य मंत्री हर्षवर्धन ने अमेरिकी स्वास्थ्य मंत्री से कोरोना संकट पर बातचीत की.,1
प्रेरक संघ हरियाणा के संयोजक करण सिंह ने कहा कि शिक्षा प्रेरकों के सामने अब करो या मरो की ्सथिति है। इसलिए प्रेरक अधिक से अधिक संख्या में पंचकूला पहुंचें।,प्रेरक संघ हरियाणा के संयोजक करण सिंह ने कहा कि शिक्षा प्रेरकों के सामने अब करो या मरो की स्थिति है। इसलिए प्रेरक अधिक से अधिक संख्या में पंचकूला पहुंचें।,1
गुलाटी अपनी सैलरी का करीब 90 फीसदी हिस्सा दान कर दते हैं। वह 20 स्कूल और 1 हॉस्पिटल चला भी रहे हैं।,गुलाटी अपनी सैलरी का करीब 90 फीसदी हिस्सा दान कर दते हैं। वह 20 स्कूल और 1 हॉस्पिटल भी चला रहे हैं।,1
