Input Sentences,Output Sentences
অনুষ্ঠানে অন্যদের মধ্যে উপস্থিত ছিলেন প্রধানমন্ত্রীর কার্যালয়ের মুখ্যসচিব আবুল কালাম আজাদ।,অনুষ্ঠানে অন্যদের মধ্যে উপস্থিত ছিলেন প্রধানমন্ত্রীর কার্যালয়ের মুখ্যসচিব আবুল কালাম আজাদ।
বিজেপিবিরোধী ঐক্য গঠনে অন্য দলের মুখ্যমন্ত্রীদের জোট চান মমতা ব্যানার্জি,বিজেপিবিরোধী ঐক্য গঠনে অন্য দলের মুখ্যমন্ত্রীদের জোট চান মমতা ব্যানার্জি
"বিবেক বিক্রয় করে বানাতেন বাক্যের খোঁয়াড়,","বিবেক বিক্রয় করে বানাতেন বাক্যের খোঁয়াড়,"
তবুও নীল চোখ খুঁজে বেড়ায়,তবুও নীল চোখ খুঁজে বেড়ায়
মাহবুবুল আজাদ বলেছেন: একরাশ মুগ্ধতা দিয়ে গেলেন।,মাহবুবুল আজাদ বলেছেন: একরাশ মুগ্ধতা দিয়ে গেলেন।
"বাবলু মালের মায়ের দাবি, প্রথম পক্ষের স্ত্রীর কাছেই থাকতেন বাবলু।","বাবলু মালের মায়ের দাবি, প্রথম পক্ষের স্ত্রীর কাছেই থাকতেন বাবলু।"
নিয়োগ দেবে গ্রাম বিকাশ কেন্দ্র,নিয়োগ দেবে গ্রাম বিকাশ কেন্দ্র
সীমান্তের শূন্যরেখায় ক্যাম্প করে অবস্থানরত রোহিঙ্গাদের সরে যেতে ভয়-ভীতি দেখানো মিয়ানমার সৈন্যরা ফাঁকা গুলি ছুড়েছে।,সীমান্তের শূন্যরেখায় ক্যাম্প করে অবস্থানরত রোহিঙ্গাদের সরে যেতে ভয়-ভীতি দেখানো মিয়ানমার সৈন্যরা ফাঁকা গুলি ছুড়েছে।
"সহজ কথাটুক, সহজে বলতে চাই,","সহজ কথাটুক, সহজে বলতে চাই,"
"""আপনার এই আচরণের জন্য আপনাকে এক দিনের কারাদণ্ড দেয়া হলো ফার্নাদেজ!""","""আপনার এই আচরণের জন্য আপনাকে এক দিনের কারাদণ্ড দেয়া হলো ফার্নাদেজ!"""
নটরডেম শিক্ষার্থী মেহরাবের লাশ উদ্ধার,নটরডেম শিক্ষার্থী মেহরাবের লাশ উদ্ধার
চলে গেলেন আর্জেন্টিনার বিশ্বকাপজয়ী তারকা,চলে গেলেন আর্জেন্টিনার বিশ্বকাপজয়ী তারকা
"গন্ডিতে সমন্বয়তা লাভ করিতে সক্ষম হয়, সেই মুহূর্তেই তুমি","গন্ডিতে সমন্বয়তা লাভ করিতে সক্ষম হয়, সেই মুহূর্তেই তুমি"
"২৪ শে আগস্ট, ২০০৭  দুপুর ১:২৩","২৪ শে আগস্ট, ২০০৭  দুপুর ১:২৩"
এইবার আমি বুঝে যাই তিনি কি বলবেন।,এইবার আমি বুঝে যাই তিনি কি বলবেন।
বেতনভুক্ত শিক্ষক তার আপন হওয়ার ধারে কাছেও যেতে পারবে না।,বেতনভুক্ত শিক্ষক তার আপন হওয়ার ধারে কাছেও যেতে পারবে না।
আর আমরা হুন্ডিতে ডলার পাঠিয়ে খুশি।,আর আমরা হুন্ডিতে ডলার পাঠিয়ে খুশি।
ছানার পানিতে অনেক পুষ্টি রয়েছে। ছবি : সংগৃহীত,ছানার পানিতে অনেক পুষ্টি রয়েছে। ছবি : সংগৃহীত
সিলেট জেলা প্রশাসন প্রাতিষ্ঠানিক কোয়ারেন্টাইনের ব্যবস্থা করলেও নির্ধারিত হোটেলে নিরাপত্তার দায়িত্বে রয়েছে সিলেট মহানগর পুলিশ।,সিলেট জেলা প্রশাসন প্রাতিষ্ঠানিক কোয়ারেন্টাইনের ব্যবস্থা করলেও নির্ধারিত হোটেলে নিরাপত্তার দায়িত্বে রয়েছে সিলেট মহানগর পুলিশ।
ইবিতে মোটরসাইকেল দুর্ঘটনায় আহত তিন শিক্ষার্থী,ইবিতে মোটরসাইকেল দুর্ঘটনায় আহত তিন শিক্ষার্থী
ভাবতে ভাবতে বাঁশতলাকে বিদায় বলে জুমগাঁওয়ের পথ ধরি।,ভাবতে ভাবতে বাঁশতলাকে বিদায় বলে জুমগাঁওয়ের পথ ধরি।
"১৪ ই ডিসেম্বর, ২০১৯  সন্ধ্যা  ৬:০২","১৪ ই ডিসেম্বর, ২০১৯  সন্ধ্যা  ৬:০২"
বিপ্লবে গান বাঁধা খুব ভালো বিধান,বিপ্লবে গান বাঁধা খুব ভালো বিধান
বিজ্ঞাপন ছাড়াই বাংলাদেশে সম্প্রচারে ফিরেছে জি বাংলা,বিজ্ঞাপন ছাড়াই বাংলাদেশে সম্প্রচারে ফিরেছে জি বাংলা
ইমন ভাই কিন্ত ব্লাকের লিরিসিস্ট।তার লিরিক আমার কাছে বেশ ভালো লাগে।,ইমন ভাই কিন্ত ব্লাকের লিরিসিস্ট।তার লিরিক আমার কাছে বেশ ভালো লাগে।
কোচবিহারের জেল থেকে পালাল তিন বাংলাদেশি,কোচবিহারের জেল থেকে পালাল তিন বাংলাদেশি
চট্টগ্রামের বিলস কার্যালয়ে সংবাদ সম্মেলনে বক্তারা। ছবি : এনটিভি,চট্টগ্রামের বিলস কার্যালয়ে সংবাদ সম্মেলনে বক্তারা। ছবি : এনটিভি
আমিঃ এর জন্য আবার চোখ বন্ধ করতে হবে?,আমিঃ এর জন্য আবার চোখ বন্ধ করতে হবে?
"০১ লা এপ্রিল, ২০২০  বিকাল ৪:৩৫","০১ লা এপ্রিল, ২০২০  বিকাল ৪:৩৫"
"৫ অগাস্ট, ২০১৯, সেই রাজ্য থেকে সংবিধানের বিশেষ ধারা ৩৭০ বিলোপ করা হয়েছে।","৫ অগাস্ট, ২০১৯, সেই রাজ্য থেকে সংবিধানের বিশেষ ধারা ৩৭০ বিলোপ করা হয়েছে।"
বেরসিক প্রিন্সেস রু'র জন্য সে আর চোখের জল ফেলবে না।,বেরসিক প্রিন্সেস রু'র জন্য সে আর চোখের জল ফেলবে না।
"১৫ই মার্চ ১৯৮৮, মালদ্বীপ ও ফিজির মধ্যে কূটনৈতিক সম্পর্ক প্রতিষ্ঠিত হয়।","১৫ই মার্চ ১৯৮৮, মালদ্বীপ ও ফিজির মধ্যে কূটনৈতিক সম্পর্ক প্রতিষ্ঠিত হয়।"
নতুন স্কেলে শিক্ষকদের বেতন : কথা দিলে কথা রাখতে হয়,নতুন স্কেলে শিক্ষকদের বেতন : কথা দিলে কথা রাখতে হয়
রাজধানীতে ছুরিকাঘাতে এক ব্যক্তি নিহত,রাজধানীতে ছুরিকাঘাতে এক ব্যক্তি নিহত
"০৬ ই ফেব্রুয়ারি, ২০১৪  দুপুর ১:২০","০৬ ই ফেব্রুয়ারি, ২০১৪  দুপুর ১:২০"
ঘটনা ঘটেছে। ময়মনসিংহের ঈশ্বরগঞ্জে ধর্ষণের শিকার হয়েছে শিশু। নেত্রকোনার,ঘটনা ঘটেছে। ময়মনসিংহের ঈশ্বরগঞ্জে ধর্ষণের শিকার হয়েছে শিশু। নেত্রকোনার
সেশনজট ও রাজনীতিমুক্ত হিসেবে সুনাম অর্জন,সেশনজট ও রাজনীতিমুক্ত হিসেবে সুনাম অর্জন
"আপডেট: ২২ জুলাই, ২০১৯, ২০:৪৮","আপডেট: ২২ জুলাই, ২০১৯, ২০:৪৮"
ছাতা মাথায় হেঁটে যাচ্ছে ভ্রম,ছাতা মাথায় হেঁটে যাচ্ছে ভ্রম
ঠ্যঠা মফিজ বলেছেন: খুব ভালো লাগলো একসাথে অনেকগুলো ভালো ভালো পোস্ট পড়া যাবে ।,ঠ্যঠা মফিজ বলেছেন: খুব ভালো লাগলো একসাথে অনেকগুলো ভালো ভালো পোস্ট পড়া যাবে ।
"আজ যখন আমি তোমার ,আমার স্পর্শে তুমি চোখ বন্ধ করে হারিয়ে যাওনা।","আজ যখন আমি তোমার ,আমার স্পর্শে তুমি চোখ বন্ধ করে হারিয়ে যাওনা।"
সফটওয়্যারটি ডাউনলোড করার জন্য এখানে ক্লিক করুন।,সফটওয়্যারটি ডাউনলোড করার জন্য এখানে ক্লিক করুন।
"১৮ ই নভেম্বর, ২০২০  দুপুর ১২:৪৭","১৮ ই নভেম্বর, ২০২০  দুপুর ১২:৪৭"
বলে পুনঃতদন্ত করতে হিমশিম খেতে হচ্ছে আমাদের।',বলে পুনঃতদন্ত করতে হিমশিম খেতে হচ্ছে আমাদের।'
"১৫ জনের মধ্যে বেছে বেছে একজন ক্রিকেটারকে শুভেচ্ছাবার্তা মোদীর, ক্রিকেটে রাজনীতির অভিযোগ!","১৫ জনের মধ্যে বেছে বেছে একজন ক্রিকেটারকে শুভেচ্ছাবার্তা মোদীর, ক্রিকেটে রাজনীতির অভিযোগ!"
প্রাক্তন স্ত্রী সুজানের সঙ্গে সিনেমা দেখতে গেলেন হৃত্বিক রোশন,প্রাক্তন স্ত্রী সুজানের সঙ্গে সিনেমা দেখতে গেলেন হৃত্বিক রোশন
ঝরে পড়া শিক্ষার্থীর সংখ্যা এখনও নিশ্চিত না:  শিক্ষামন্ত্রী,ঝরে পড়া শিক্ষার্থীর সংখ্যা এখনও নিশ্চিত না:  শিক্ষামন্ত্রী
"মৌটুসি নাহার : বার্তা সম্পাদক,  দৈনিকশিক্ষাডটকম।","মৌটুসি নাহার : বার্তা সম্পাদক,  দৈনিকশিক্ষাডটকম।"
দুর্নীতির অভিযোগে সাংসদ ফারুকের ব্যক্তিগত সহকারী বরখাস্ত,দুর্নীতির অভিযোগে সাংসদ ফারুকের ব্যক্তিগত সহকারী বরখাস্ত
পদকপ্রাপ্ত পুলিশ কর্মকর্তারা। ছবি: সংগৃহীত,পদকপ্রাপ্ত পুলিশ কর্মকর্তারা। ছবি: সংগৃহীত
জন্যও তেমনই একজন মানুষ ছিলেন তিনি। তিনি নিশ্চয়ই কল্যাণমূলক কিছু করেছেন তার লেখনীর,জন্যও তেমনই একজন মানুষ ছিলেন তিনি। তিনি নিশ্চয়ই কল্যাণমূলক কিছু করেছেন তার লেখনীর
"বিষয়বস্তু: পূর্ব ও মধ্য ইউরোপ, রাশিয়া, আইন, আন্তর্জাতিক সম্পর্ক, খাদ্য, সরকার","বিষয়বস্তু: পূর্ব ও মধ্য ইউরোপ, রাশিয়া, আইন, আন্তর্জাতিক সম্পর্ক, খাদ্য, সরকার"
ফিরে তাকাও না-গভীর ভাবনার বেড়াজালে তুমি বন্দি,ফিরে তাকাও না-গভীর ভাবনার বেড়াজালে তুমি বন্দি
"পর্যন্ত আন্দোলন চালিয়ে যাওয়ার ঘোষণা দেন সনজিত। তিনি বলেন, ধর্ষক","পর্যন্ত আন্দোলন চালিয়ে যাওয়ার ঘোষণা দেন সনজিত। তিনি বলেন, ধর্ষক"
"৯ম জাতীয় সম্মেলনঃ ১৩-১৪ জানুয়ারী, ২০১২","৯ম জাতীয় সম্মেলনঃ ১৩-১৪ জানুয়ারী, ২০১২"
"এ প্রজন্মের ছেলে মেয়ারা অবলীলায় বাবা, মা, ভাই, বন্ধুকে বলতে পারে।","এ প্রজন্মের ছেলে মেয়ারা অবলীলায় বাবা, মা, ভাই, বন্ধুকে বলতে পারে।"
আল ইস্কান্দার ও মগধ রাজ্য,আল ইস্কান্দার ও মগধ রাজ্য
এবির আমরা সালা দিয়া ঢাকা কিবা ইটালি হোটেল সবখানেই টিকতে পারি!,এবির আমরা সালা দিয়া ঢাকা কিবা ইটালি হোটেল সবখানেই টিকতে পারি!
"! চিন্তা নেই, সঠিক ফলই পাবেন!","! চিন্তা নেই, সঠিক ফলই পাবেন!"
সুস্থ আছেন রফিকুল ইসলাম মিয়া,সুস্থ আছেন রফিকুল ইসলাম মিয়া
"টিয়ারশেল, রাবার বুলেট দিয়ে গুরুতর আহত করে সব গুলাকে এরেস্ট করা যায় না!!","টিয়ারশেল, রাবার বুলেট দিয়ে গুরুতর আহত করে সব গুলাকে এরেস্ট করা যায় না!!"
এ নিয়ে ডিবিসি নিউজে সংবাদ প্রচারিত হলে তদন্তে নামে উপজেলা প্রসাশন।,এ নিয়ে ডিবিসি নিউজে সংবাদ প্রচারিত হলে তদন্তে নামে উপজেলা প্রসাশন।
"ইয়েমেনে বন্দি ৫ বাংলাদেশির মুক্তি, ফিরছেন দেশে","ইয়েমেনে বন্দি ৫ বাংলাদেশির মুক্তি, ফিরছেন দেশে"
বারাকপুর লোকসভায় ফের তৃণমূলে ভাঙ্গন,বারাকপুর লোকসভায় ফের তৃণমূলে ভাঙ্গন
খন্দকার আবু বকর বলতে বোঝাতে পারে:,খন্দকার আবু বকর বলতে বোঝাতে পারে:
মনিরা সুলতানা বলেছেন: অর্ক !!,মনিরা সুলতানা বলেছেন: অর্ক !!
প্রোটিন-এর গঠন তার ভূমিকা নির্ণয় করে।,প্রোটিন-এর গঠন তার ভূমিকা নির্ণয় করে।
ছাত্রলীগ ও উপাচার্য জটিলতার অবসান কাম্য,ছাত্রলীগ ও উপাচার্য জটিলতার অবসান কাম্য
"ঃ আমারতো রকেটের একাউন্টই নেই,  সেই ক্ষেত্রে টাকা আসবে কিভাবে ?","ঃ আমারতো রকেটের একাউন্টই নেই,  সেই ক্ষেত্রে টাকা আসবে কিভাবে ?"
"চিনের ঋণের বোঝা ও মুদ্রাস্ফীতির দাপট, দেউলিয়া হওয়ার পথে শ্রীলঙ্কা!","চিনের ঋণের বোঝা ও মুদ্রাস্ফীতির দাপট, দেউলিয়া হওয়ার পথে শ্রীলঙ্কা!"
বাদ পড়ে যেতে হলো আমাকে। এটা হলো আমার কথা।,বাদ পড়ে যেতে হলো আমাকে। এটা হলো আমার কথা।
কোরবানির পশু বিক্রির জন্য চালু হওয়া ডিজিটাল হাট থেকে গরু কিনলেন স্থানীয় সরকার মন্ত্রী,কোরবানির পশু বিক্রির জন্য চালু হওয়া ডিজিটাল হাট থেকে গরু কিনলেন স্থানীয় সরকার মন্ত্রী
নুসরাত হত্যা: ম্যাজিস্ট্রেটের নিষ্ক্রিয়তা তদন্তের নির্দেশ,নুসরাত হত্যা: ম্যাজিস্ট্রেটের নিষ্ক্রিয়তা তদন্তের নির্দেশ
চট্টগ্রামে আয়োজিত হতে যাচ্ছে গ্র্যান্ড ওয়েডিং ফেয়ার। ছবি : সংগৃহীত,চট্টগ্রামে আয়োজিত হতে যাচ্ছে গ্র্যান্ড ওয়েডিং ফেয়ার। ছবি : সংগৃহীত
কড়া জবাব দিতে সেনাকে পূর্ণ স্বাধীনতা দিয়েছি: মোদী,কড়া জবাব দিতে সেনাকে পূর্ণ স্বাধীনতা দিয়েছি: মোদী
বিষটান যারা দেয় শেষ বয়সে টের পারে কত ধানে কত চাল,বিষটান যারা দেয় শেষ বয়সে টের পারে কত ধানে কত চাল
ছেলেবেলার গাড়ি ফিরে পেলেন! উচ্ছ্বসিত বিগ বি,ছেলেবেলার গাড়ি ফিরে পেলেন! উচ্ছ্বসিত বিগ বি
হোন্ডা তে করেও যেতে পারেন জনপ্রতি ৮০০-১২০০ টাকা ৷,হোন্ডা তে করেও যেতে পারেন জনপ্রতি ৮০০-১২০০ টাকা ৷
সরাসরি সূর্যের আলোতে ছবি তুলবেন নাঃ,সরাসরি সূর্যের আলোতে ছবি তুলবেন নাঃ
মেসির মতো ১৯ বার জাগল করে দেখালেন জামাল,মেসির মতো ১৯ বার জাগল করে দেখালেন জামাল
কার্ডিফ ইন্টারন্যাশনাল স্কুলে দেশীয় অর্গানিক ফল উৎসব অনুষ্ঠিত,কার্ডিফ ইন্টারন্যাশনাল স্কুলে দেশীয় অর্গানিক ফল উৎসব অনুষ্ঠিত
"কোনও চিকিত্সাতেই সাড়া দিচ্ছেন না সৌমিত্র, ভরসা একমাত্র 'মিরাকেল'","কোনও চিকিত্সাতেই সাড়া দিচ্ছেন না সৌমিত্র, ভরসা একমাত্র 'মিরাকেল'"
তথ্য ও যোগাযোগ প্রযুক্তি প্রতিমন্ত্রী জুনাইদ আহমেদ পলক।,তথ্য ও যোগাযোগ প্রযুক্তি প্রতিমন্ত্রী জুনাইদ আহমেদ পলক।
"আজ গ্যালারিতে থাকবেন আনুশকা, মাঠে বিরাট","আজ গ্যালারিতে থাকবেন আনুশকা, মাঠে বিরাট"
"আপডেট: ২৭ ফেব্রুয়ারি, ২০১৫, ১৯:৫৩","আপডেট: ২৭ ফেব্রুয়ারি, ২০১৫, ১৯:৫৩"
আব্বু আম্মুর ২৭তম বিবাহ বার্ষিকী !!,আব্বু আম্মুর ২৭তম বিবাহ বার্ষিকী !!
"এত পরিবর্তনের মাঝে সারা জগত যা ছিল তাই রয়ে গেল, মাঝখান দিয়ে","এত পরিবর্তনের মাঝে সারা জগত যা ছিল তাই রয়ে গেল, মাঝখান দিয়ে"
বি: দ্র: টিউনটি এডিট করা হয়ছে তাই নিচের মন্তব্য দেখে বিভ্রান্ত হবেননা ।,বি: দ্র: টিউনটি এডিট করা হয়ছে তাই নিচের মন্তব্য দেখে বিভ্রান্ত হবেননা ।
"০৩ রা অক্টোবর, ২০০৯  রাত ১১:৩৬","০৩ রা অক্টোবর, ২০০৯  রাত ১১:৩৬"
"২০০৩ ক্রিকেট বিশ্বকাপ ফাইনাল অনুষ্ঠিত হয় ওয়ান্ডেরার্স স্টেডিয়াম, জোহানেসবার্গ, দক্ষিণ আফ্রিকাতে।","২০০৩ ক্রিকেট বিশ্বকাপ ফাইনাল অনুষ্ঠিত হয় ওয়ান্ডেরার্স স্টেডিয়াম, জোহানেসবার্গ, দক্ষিণ আফ্রিকাতে।"
"১৫ ই মে, ২০১৫  রাত ৯:২৭","১৫ ই মে, ২০১৫  রাত ৯:২৭"
"হিন্দু বিরোধী মন্তব্য নিয়ে বিতর্কের পরই নিখোঁজ জনপ্রিয় ব়্যাপার, উদ্বিগ্ন অনুরাগীরা","হিন্দু বিরোধী মন্তব্য নিয়ে বিতর্কের পরই নিখোঁজ জনপ্রিয় ব়্যাপার, উদ্বিগ্ন অনুরাগীরা"
১৭ মে ২০ । ১২:২৭,১৭ মে ২০ । ১২:২৭
"পরীক্ষায় মেলেনি করোনার অস্তিত্ব, জাহাজ ছাড়ার অনুমতি পেয়েছেন তারা- বিবিসি","পরীক্ষায় মেলেনি করোনার অস্তিত্ব, জাহাজ ছাড়ার অনুমতি পেয়েছেন তারা- বিবিসি"
"০২ রা জানুয়ারি, ২০১৯  সকাল ৯:১৯","০২ রা জানুয়ারি, ২০১৯  সকাল ৯:১৯"
"চোখে ধুলো দিতেই এই পদক্ষেপ, দাবি ওয়াকিবহাল মহলের৷","চোখে ধুলো দিতেই এই পদক্ষেপ, দাবি ওয়াকিবহাল মহলের৷"
চারপাশের দিকে কিছুই কি তাকিয়ে দেখেনা !!!!!!!! ????,চারপাশের দিকে কিছুই কি তাকিয়ে দেখেনা !!!!!!!! ????
সানিয়া মির্জা হতে চান শ্রদ্ধা,সানিয়া মির্জা হতে চান শ্রদ্ধা
সূঁচরাজার রাজসংসার অচল হয়ে পড়লো।,সূঁচরাজার রাজসংসার অচল হয়ে পড়লো।
"লেখক : মুহাম্মদ আবদুল কাহহার, শিক্ষক ও কলাম লেখক।","লেখক : মুহাম্মদ আবদুল কাহহার, শিক্ষক ও কলাম লেখক।"
তথ্যমন্ত্রী: যারা পদ্মা সেতু চায় না তারাই গুজবের হোতা,তথ্যমন্ত্রী: যারা পদ্মা সেতু চায় না তারাই গুজবের হোতা
বঙ্গবন্ধুর ভাস্কর্য ভাঙচুরের প্রতিবাদে রাজপথে বিচারকরা,বঙ্গবন্ধুর ভাস্কর্য ভাঙচুরের প্রতিবাদে রাজপথে বিচারকরা
"০১ লা অক্টোবর, ২০১৭  রাত ১:৩০","০১ লা অক্টোবর, ২০১৭  রাত ১:৩০"
"১৯ শে সেপ্টেম্বর, ২০১৭  রাত ৮:১৮","১৯ শে সেপ্টেম্বর, ২০১৭  রাত ৮:১৮"
কি কন! আমার তো খুবই ভালো লাগে!,কি কন! আমার তো খুবই ভালো লাগে!
"১৭ ই জুলাই, ২০১৮  রাত ১০:৪৮","১৭ ই জুলাই, ২০১৮  রাত ১০:৪৮"
ঈদে মানুষ বাড়ি যাওয়ায় মশা কামড়াতে পারেনি: হাইকোর্ট,ঈদে মানুষ বাড়ি যাওয়ায় মশা কামড়াতে পারেনি: হাইকোর্ট
-আরে না গেলে কেমনে জানবি বোকাচোদা! রাসেলরে নিয়া অক্ষুণি যা।,-আরে না গেলে কেমনে জানবি বোকাচোদা! রাসেলরে নিয়া অক্ষুণি যা।
প্রতিটি অসুবিধার একটি অনুরূপ সুবিধা রয়েছে।,প্রতিটি অসুবিধার একটি অনুরূপ সুবিধা রয়েছে।
কীভাবে? ভুত তো মরে ভুত হয়ে যাবার কথা ।,কীভাবে? ভুত তো মরে ভুত হয়ে যাবার কথা ।
কেউ যদি তোমাকে ডাকে কোন আলোচনায় প্রশংসায়,কেউ যদি তোমাকে ডাকে কোন আলোচনায় প্রশংসায়
"হুঙ্কার সমাবেশ করার অনুমতি না পাওয়া প্রসঙ্গে কী বললেন জিগনেশ মেভানি, শুনুন","হুঙ্কার সমাবেশ করার অনুমতি না পাওয়া প্রসঙ্গে কী বললেন জিগনেশ মেভানি, শুনুন"
রবিবার ডুয়েটের এক প্রেস বিজ্ঞপ্তিতে এ তথ্য জানানো হয়েছে।,রবিবার ডুয়েটের এক প্রেস বিজ্ঞপ্তিতে এ তথ্য জানানো হয়েছে।
"আপডেট : ২১ অক্টোবর, ২০২১ ১১:০৪","আপডেট : ২১ অক্টোবর, ২০২১ ১১:০৪"
বাকিদেরকে স্থানীয়ভাবে চিকিৎসা দেওয়া হয়েছে বলে ওসি মইন উদ্দিন জানান। তাদের পরিচয় জানা যায়নি।,বাকিদেরকে স্থানীয়ভাবে চিকিৎসা দেওয়া হয়েছে বলে ওসি মইন উদ্দিন জানান। তাদের পরিচয় জানা যায়নি।
লাভপুরে জোট প্রার্থী মফিজুল করিমকে হুমকির অভিযোগ। প্রতিবাদে আমোদপুর থানায় অবস্থান- বিক্ষোভ দেখায় সিপিএম।,লাভপুরে জোট প্রার্থী মফিজুল করিমকে হুমকির অভিযোগ। প্রতিবাদে আমোদপুর থানায় অবস্থান- বিক্ষোভ দেখায় সিপিএম।
সংক্রমণের আশঙ্কায় করোনায় মৃত বাবার শেষকৃত্যে যোগ দিতে নারাজ ছেলে,সংক্রমণের আশঙ্কায় করোনায় মৃত বাবার শেষকৃত্যে যোগ দিতে নারাজ ছেলে
'ভোট দিয়ে কী হবে?' প্রশ্ন কাশ্মীরি যুবদের৷,'ভোট দিয়ে কী হবে?' প্রশ্ন কাশ্মীরি যুবদের৷
তিনি। তাই তার অনুসারীরা মনে করছেন প্রতিদ্বন্দ্বী অন্য প্রার্থীদের তুলনায়,তিনি। তাই তার অনুসারীরা মনে করছেন প্রতিদ্বন্দ্বী অন্য প্রার্থীদের তুলনায়
"সর্বশেষ এডিট : ১২ ই আগস্ট, ২০১৫  রাত ১০:৪৩","সর্বশেষ এডিট : ১২ ই আগস্ট, ২০১৫  রাত ১০:৪৩"
সেই শীলা কয়েক হাত সামনেই বসা! এক দৃষ্টিতে ওরই দিকে তাকিয়ে!!!,সেই শীলা কয়েক হাত সামনেই বসা! এক দৃষ্টিতে ওরই দিকে তাকিয়ে!!!
একটা চোখ দিয়ে অনবরত জল পড়ছে।,একটা চোখ দিয়ে অনবরত জল পড়ছে।
"নিজস্ব প্রতিনিধি, জম্মু: মোদি ফিরতেই জঙ্গি হামলার সাক্ষী ভূস্বর্গ।","নিজস্ব প্রতিনিধি, জম্মু: মোদি ফিরতেই জঙ্গি হামলার সাক্ষী ভূস্বর্গ।"
"আপডেট: ২৯ ফেব্রুয়ারি, ২০১৬, ২৩:৩২","আপডেট: ২৯ ফেব্রুয়ারি, ২০১৬, ২৩:৩২"
"০২ রা অক্টোবর, ২০১৫  সকাল ১১:২৫","০২ রা অক্টোবর, ২০১৫  সকাল ১১:২৫"
আমিনুল হবে না আমিনুর হবে।,আমিনুল হবে না আমিনুর হবে।
"""আপনার মত পৃথিবীতে আছে কোন সুখী?","""আপনার মত পৃথিবীতে আছে কোন সুখী?"
এছাড়া মামলায় ৩০-৪০ জনের নাম উল্লেখ করে এবং অজ্ঞাত কয়েকশ জনকে আসামি করা হয়েছে।,এছাড়া মামলায় ৩০-৪০ জনের নাম উল্লেখ করে এবং অজ্ঞাত কয়েকশ জনকে আসামি করা হয়েছে।
শোয়েব মালিকের পথেই হাঁটছেন হাসান আলি,শোয়েব মালিকের পথেই হাঁটছেন হাসান আলি
"আপডেট : ২৮ নভেম্বর, ২০২১ ১১:৪১","আপডেট : ২৮ নভেম্বর, ২০২১ ১১:৪১"
জিদান বার্সেলোনা এনরিকে স্প্যানিশ ফুটবল রিয়াল মাদ্রিদ লা লিগা,জিদান বার্সেলোনা এনরিকে স্প্যানিশ ফুটবল রিয়াল মাদ্রিদ লা লিগা
সেতুর অভাবে দুর্ভোগ ১০ গ্রামের,সেতুর অভাবে দুর্ভোগ ১০ গ্রামের
পেয়ারা বাগানে মিলল গৃহবধূর মৃতদেহ,পেয়ারা বাগানে মিলল গৃহবধূর মৃতদেহ
"লকডাউনের মধ্যে ঊর্বশীর বিকিনি ছবি, 'ফিট' অভিনেত্রীকে দেখে মুগ্ধ ভক্তরা","লকডাউনের মধ্যে ঊর্বশীর বিকিনি ছবি, 'ফিট' অভিনেত্রীকে দেখে মুগ্ধ ভক্তরা"
"যা, যা রে আপনে মান্দিরাভা","যা, যা রে আপনে মান্দিরাভা"
কাজী শুভ। যার সঙ্গীত জীবনটা শুরু হয়েছিলো একটু ব্যতিক্রম ভাবেই। ক্যারিয়ারের শুরুতে তবলার,কাজী শুভ। যার সঙ্গীত জীবনটা শুরু হয়েছিলো একটু ব্যতিক্রম ভাবেই। ক্যারিয়ারের শুরুতে তবলার
নেতাকর্মী উপস্থিত ছিলেন। কর্মসূচিতে ধর্ষকের সর্বোচ্চ শাস্তি না হওয়া,নেতাকর্মী উপস্থিত ছিলেন। কর্মসূচিতে ধর্ষকের সর্বোচ্চ শাস্তি না হওয়া
"কোনো সময় ডিস অফ হবে না,২জি ও ৩জি","কোনো সময় ডিস অফ হবে না,২জি ও ৩জি"
ধর্ষণের পর গলায় ফাঁস লাগিয়ে হত্যা করা হয় মিষ্টিকে,ধর্ষণের পর গলায় ফাঁস লাগিয়ে হত্যা করা হয় মিষ্টিকে
সখিপুর উপজেলার তালতলা চত্তর থেকে আধ কিলোমিটার উত্তর হয়ে ৮ কিলোমিটার পশ্চিমে বহেড়াতৈল ইউনিয়ন পরিষদ।,সখিপুর উপজেলার তালতলা চত্তর থেকে আধ কিলোমিটার উত্তর হয়ে ৮ কিলোমিটার পশ্চিমে বহেড়াতৈল ইউনিয়ন পরিষদ।
স্বাধীনতার আঁচলে মাথা রেখে কারা চালায় দেশ ধ্বংসের কূটচাল?,স্বাধীনতার আঁচলে মাথা রেখে কারা চালায় দেশ ধ্বংসের কূটচাল?
রাজনীতি স্থগিত রাখা হোক। ঢাকা বিশ্ববিদ্যালয় ছাত্র ইউনিয়ন বা ডাকসুর,রাজনীতি স্থগিত রাখা হোক। ঢাকা বিশ্ববিদ্যালয় ছাত্র ইউনিয়ন বা ডাকসুর
"১১ ই অক্টোবর, ২০১৮  বিকাল ৪:৪৪","১১ ই অক্টোবর, ২০১৮  বিকাল ৪:৪৪"
"১৫ ই জুলাই, ২০২০  বিকাল ৩:০৯","১৫ ই জুলাই, ২০২০  বিকাল ৩:০৯"
আখেরি মোনাজাতে শেষ হলো বিশ্ব ইজতেমা,আখেরি মোনাজাতে শেষ হলো বিশ্ব ইজতেমা
