Input Sentences,Output Sentences,Grammatical Error
কোচবিহারের জেল থেকে পালাল তিন বাংলাদেশি,কোচবিহারের জেল থেকে পালাল তিন বাংলাদেশি,0
চট্টগ্রামের বিলস কার্যালয়ে সংবাদ সম্মেলনে ববক্তারা। ছবি : এনটিভি,চট্টগ্রামের বিলস কার্যালয়ে সংবাদ সম্মেলনে বক্তারা। ছবি : এনটিভি,1
আমিঃ এর জন্য আবার বন্ধ করতে হবে?,আমিঃ এর জন্য আবার চোখ বন্ধ করতে হবে?,1
"০১ লা এপ্রিল, বিকাল ২০২০ ৪:৩৫","০১ লা এপ্রিল, ২০২০  বিকাল ৪:৩৫",1
"৫ অগাস্ট, ২০১৯, সেই রাজ্য থেকে সংবিধানের বিশেষ ধারা ৩৭০ বিলোপ করা হয়েছে।","৫ অগাস্ট, ২০১৯, সেই রাজ্য থেকে সংবিধানের বিশেষ ধারা ৩৭০ বিলোপ করা হয়েছে।",0
বেরসিক প্রিন্সসে রু'র জন্য সে আর চোখের জল ফেলবে না।,বেরসিক প্রিন্সেস রু'র জন্য সে আর চোখের জল ফেলবে না।,1
"১৫ই মার্চ ১৯৮৮, মালদ্বীপ ও ফিজির মধ্যে কূটনৈতিক সম্পর্ক প্রতিষ্ঠিত হয়।","১৫ই মার্চ ১৯৮৮, মালদ্বীপ ও ফিজির মধ্যে কূটনৈতিক সম্পর্ক প্রতিষ্ঠিত হয়।",0
নতুন স্কেলে শিক্ষকদের বেতন : কথা দিলেে কথা রাখতে হয়,নতুন স্কেলে শিক্ষকদের বেতন : কথা দিলে কথা রাখতে হয়,1
রাজধানীতে ছুরিকাঘাতে এক ব্যক্তি নিহত,রাজধানীতে ছুরিকাঘাতে এক ব্যক্তি নিহত,0
"০৬ ই ফেব্রুয়ারি, ০৬ ২০১৪ দুপুর ১:২০","০৬ ই ফেব্রুয়ারি, ২০১৪  দুপুর ১:২০",1
ঘটনা ঘটেছে। ময়মনসিংহের ঈশ্বরগঞ্জে ধর্ষণের শিকার হয়েছে শিশু। নেত্রকোনার,ঘটনা ঘটেছে। ময়মনসিংহের ঈশ্বরগঞ্জে ধর্ষণের শিকার হয়েছে শিশু। নেত্রকোনার,0
রাজনীতিমুক্ত সেশনজট ও রাজনীতিমুক্ত হিসেবে সুনাম অর্জন,সেশনজট ও রাজনীতিমুক্ত হিসেবে সুনাম অর্জন,1
"আপডেট: ২২ জুলাই, ২০১৯, জুলাই, ২০:৪৮","আপডেট: ২২ জুলাই, ২০১৯, ২০:৪৮",1
ছাতা মাথায় মাথায় হেঁটে যাচ্ছে ভ্রম,ছাতা মাথায় হেঁটে যাচ্ছে ভ্রম,1
ঠ্যঠা মফিজ বলেছেন: খুব ভালো লাগলো একসাথে অনেকগুলো ভালো ভালো পোস্ট পড়া যাবে ।,ঠ্যঠা মফিজ বলেছেন: খুব ভালো লাগলো একসাথে অনেকগুলো ভালো ভালো পোস্ট পড়া যাবে ।,0
"আজ যখন আমি তোমর ,আমার স্পর্শে তুমি চোখ বন্ধ করে হারিয়ে যাওনা।","আজ যখন আমি তোমার ,আমার স্পর্শে তুমি চোখ বন্ধ করে হারিয়ে যাওনা।",1
সফটওয়্যারটি ডাউনলোড করার জ্য এখানে ক্লিক করুন।,সফটওয়্যারটি ডাউনলোড করার জন্য এখানে ক্লিক করুন।,1
"১৮ ই নভেম্বর, ২০২০ ১২:৪৭ দুপুর","১৮ ই নভেম্বর, ২০২০  দুপুর ১২:৪৭",1
বলে পুনঃতদন্ত করতেহ িমশিম খেতে হচ্ছে আমাদের।',বলে পুনঃতদন্ত করতে হিমশিম খেতে হচ্ছে আমাদের।',1
"১৫ জনের মধ্যে বেছে বেছে একজন ক্রিকেটারকে শুভেচ্ছাবার্তা মোদীর, ক্রিকেটে রাজনীতির অভিযোগ!","১৫ জনের মধ্যে বেছে বেছে একজন ক্রিকেটারকে শুভেচ্ছাবার্তা মোদীর, ক্রিকেটে রাজনীতির অভিযোগ!",0
প্রাক্তন স্ত্রী সুজানের সঙ্গে সিনেমা দেখতে গেলেন হৃত্বিক,প্রাক্তন স্ত্রী সুজানের সঙ্গে সিনেমা দেখতে গেলেন হৃত্বিক রোশন,1
ঝরে পড়া শিক্ষার্থীর সংখ্যা এনখও নিশ্চিত না:  শিক্ষামন্ত্রী,ঝরে পড়া শিক্ষার্থীর সংখ্যা এখনও নিশ্চিত না:  শিক্ষামন্ত্রী,1
"মৌটুসি নাহার : বার্তা সম্পাদক,  দৈনিকশিক্ষাডটরকম।","মৌটুসি নাহার : বার্তা সম্পাদক,  দৈনিকশিক্ষাডটকম।",1
দুর্নীতির অভিযোগে সাংসদ ফারুকের ব্যক্তিগত সহকারী বরখাস্ত,দুর্নীতির অভিযোগে সাংসদ ফারুকের ব্যক্তিগত সহকারী বরখাস্ত,0
পদকপ্রাপ্ত কর্মকর্তারা। ছবি: সংগৃহীত,পদকপ্রাপ্ত পুলিশ কর্মকর্তারা। ছবি: সংগৃহীত,1
জন্যও তেমনই একজন মানুষ ছিলেন তিনি। তিনি নিশ্চয়ই কল্যাণমূলক কিছু করেছেন তার লেখনীর,জন্যও তেমনই একজন মানুষ ছিলেন তিনি। তিনি নিশ্চয়ই কল্যাণমূলক কিছু করেছেন তার লেখনীর,0
"বিষয়বস্তু: পূর্ব ও মধ্য ইউরোপ, রাশিয়া, আইন, আন্তর্জাতিক সম্পর্ক, খাদ্য, সরকার","বিষয়বস্তু: পূর্ব ও মধ্য ইউরোপ, রাশিয়া, আইন, আন্তর্জাতিক সম্পর্ক, খাদ্য, সরকার",0
ফিরে তাকাও না-গভীর ভাবনার বেড়াজালে তুমি বন্দি,ফিরে তাকাও না-গভীর ভাবনার বেড়াজালে তুমি বন্দি,0
"পর্যন্ত আন্দোলন চালিয়ে যাওয়ার ঘোষণা দেন সনজিত। তিনি বলেন, ধর্ষক","পর্যন্ত আন্দোলন চালিয়ে যাওয়ার ঘোষণা দেন সনজিত। তিনি বলেন, ধর্ষক",0
"৯ম জাতীয় সম্মেলনঃ ১৩-১৪ জানুয়ারী, ২০১২","৯ম জাতীয় সম্মেলনঃ ১৩-১৪ জানুয়ারী, ২০১২",0
"এ প্রজন্মের ছেলে মেয়ারা অবলীলায় বাবা, মা, ভাই, বন্ধুকে বলতে পারে।","এ প্রজন্মের ছেলে মেয়ারা অবলীলায় বাবা, মা, ভাই, বন্ধুকে বলতে পারে।",0
আজল ইস্কান্দার ও মগধ রাজ্য,আল ইস্কান্দার ও মগধ রাজ্য,1
এবির আমরা সালা দিয়া ঢাকা কিবা ইটালি হোটেল সবখানেই টিকতে পারি!,এবির আমরা সালা দিয়া ঢাকা কিবা ইটালি হোটেল সবখানেই টিকতে পারি!,0
"চিন্তা ! নেই, সঠিক ফলই পাবেন!","! চিন্তা নেই, সঠিক ফলই পাবেন!",1
সুস্থ আছেন রফিকুল ইসলাম মুিয়া,সুস্থ আছেন রফিকুল ইসলাম মিয়া,1
"টিয়ারশেল, রাবার বুলেট দিয়ে গুরুতর আহত করে সব গুলাকে রএেস্ট করা যায় না!!","টিয়ারশেল, রাবার বুলেট দিয়ে গুরুতর আহত করে সব গুলাকে এরেস্ট করা যায় না!!",1
 নিয়ে ডিবিসি নিউজে সংবাদ প্রচারিত হলে তদন্তে নামে উপজেলা প্রসাশন।,এ নিয়ে ডিবিসি নিউজে সংবাদ প্রচারিত হলে তদন্তে নামে উপজেলা প্রসাশন।,1
"ইয়েমেনে বন্দি ৫ মুক্তি, ফিরছেন দেশে","ইয়েমেনে বন্দি ৫ বাংলাদেশির মুক্তি, ফিরছেন দেশে",1
বারাকপুর লোকসভায় তৃণমূলে ভাঙ্গন,বারাকপুর লোকসভায় ফের তৃণমূলে ভাঙ্গন,1
আবু খন্দকার বকর বলতে বোঝাতে পারে:,খন্দকার আবু বকর বলতে বোঝাতে পারে:,1
মনিরা সুলতানা বলেছেন: অর্ক !!,মনিরা সুলতানা বলেছেন: অর্ক !!,0
প্রোটিন-এর গঠন তার ভূমিকা নির্ণয় করে।,প্রোটিন-এর গঠন তার ভূমিকা নির্ণয় করে।,0
ছাত্রলীগ ও উপাচার্য জটিলতার অবসান কাম্য,ছাত্রলীগ ও উপাচার্য জটিলতার অবসান কাম্য,0
"ঃ আমারতো রকেটের নেই, সেই ক্ষেত্রে টাকা আসবে কিভাবে ?","ঃ আমারতো রকেটের একাউন্টই নেই,  সেই ক্ষেত্রে টাকা আসবে কিভাবে ?",1
"চিনের ঋণের বোঝা ও মুদ্রাস্ফীতির দাপট, দেউলিয়া হওয়ার পথে শ্রীলঙ্কা!","চিনের ঋণের বোঝা ও মুদ্রাস্ফীতির দাপট, দেউলিয়া হওয়ার পথে শ্রীলঙ্কা!",0
বাদ পড়ে যেতে হলো আমাকে। এটা আমার কথা।,বাদ পড়ে যেতে হলো আমাকে। এটা হলো আমার কথা।,1
কোরবানির পশু বিক্রির জন্য চালু ডিজিটাল হওয়া হাট থেকে গরু কিনলেন স্থানীয় সরকার মন্ত্রী,কোরবানির পশু বিক্রির জন্য চালু হওয়া ডিজিটাল হাট থেকে গরু কিনলেন স্থানীয় সরকার মন্ত্রী,1
নুসরাত হত্যা: ম্যাজিস্ট্রেটের নিষ্ক্রিয়তা তদন্তের তদন্তের নির্দেশ,নুসরাত হত্যা: ম্যাজিস্ট্রেটের নিষ্ক্রিয়তা তদন্তের নির্দেশ,1
চট্টগ্রামে আয়োজিত হতে যাচ্ছে গ্র্যান্ড ওয়েডিং ফেয়ার। ছবি সংগৃহীত :,চট্টগ্রামে আয়োজিত হতে যাচ্ছে গ্র্যান্ড ওয়েডিং ফেয়ার। ছবি : সংগৃহীত,1
কড়া জবাব দিতে সেনাকে পূর্ণ স্বাধীনতা দিয়েছি: মোদী,কড়া জবাব দিতে সেনাকে পূর্ণ স্বাধীনতা দিয়েছি: মোদী,0
বিষটান যারা দেয় শেষ বয়সে পারে টের কত ধানে কত চাল,বিষটান যারা দেয় শেষ বয়সে টের পারে কত ধানে কত চাল,1
েলেবেলার গাড়ি ফিরে পেলেন! উচ্ছ্বসিত বিগ বি,ছেলেবেলার গাড়ি ফিরে পেলেন! উচ্ছ্বসিত বিগ বি,1
যেতে হোন্ডা তে করেও যেতে পারেন জনপ্রতি ৮০০-১২০০ টাকা ৷,হোন্ডা তে করেও যেতে পারেন জনপ্রতি ৮০০-১২০০ টাকা ৷,1
সরাসরি সূর্যের আলোতে ছবি তুলবেন নাঃ,সরাসরি সূর্যের আলোতে ছবি তুলবেন নাঃ,0
মেসির মতো ১৯ বার জাগল করে দেখালেন জামাল,মেসির মতো ১৯ বার জাগল করে দেখালেন জামাল,0
কার্ডিফ ইন্টারন্যাশনাল সকুলে দেশীয় অর্গানিক ফল উৎসব অনুষ্ঠিত,কার্ডিফ ইন্টারন্যাশনাল স্কুলে দেশীয় অর্গানিক ফল উৎসব অনুষ্ঠিত,1
"কোনও চিকিত্সাতেই সাড়া দিচ্ছেন না সৌমিত্র, ভরসা একমাত্র 'মিরাকেল'","কোনও চিকিত্সাতেই সাড়া দিচ্ছেন না সৌমিত্র, ভরসা একমাত্র 'মিরাকেল'",0
তথ্য ও যোগাযোগ প্রযুক্তি প্রতিমন্ত্রী জুনাইদ পলক।,তথ্য ও যোগাযোগ প্রযুক্তি প্রতিমন্ত্রী জুনাইদ আহমেদ পলক।,1
"আজ গ্যিালারিতে থাকবেন আনুশকা, মাঠে বিরাট","আজ গ্যালারিতে থাকবেন আনুশকা, মাঠে বিরাট",1
"আপডেট: ২৭ ফেব্রুয়ারি, ২০১৫, ১:৯৫৩","আপডেট: ২৭ ফেব্রুয়ারি, ২০১৫, ১৯:৫৩",1
আব্বু আম্মুর ২৭তম বিবাহ বার্ষিকী !!,আব্বু আম্মুর ২৭তম বিবাহ বার্ষিকী !!,0
"এত পরিবর্তনের পরিবর্তনের মাঝে সারা জগত যা ছিল তাই রয়ে গেল, মাঝখান দিয়ে","এত পরিবর্তনের মাঝে সারা জগত যা ছিল তাই রয়ে গেল, মাঝখান দিয়ে",1
বি: দ্র: টিউনটি এডিট করা হয়ছে রতাই নিচের মন্তব্য দেখে বিভ্রান্ত হবেননা ।,বি: দ্র: টিউনটি এডিট করা হয়ছে তাই নিচের মন্তব্য দেখে বিভ্রান্ত হবেননা ।,1
"০৩ রা অক্টোবর, ২০০৯  রাত ১১:৩৬","০৩ রা অক্টোবর, ২০০৯  রাত ১১:৩৬",0
"২০০৩ ক্রিকেট বিশ্বকাপ ফাইনাল অনুষ্ঠিযত হয় ওয়ান্ডেরার্স স্টেডিয়াম, জোহানেসবার্গ, দক্ষিণ আফ্রিকাতে।","২০০৩ ক্রিকেট বিশ্বকাপ ফাইনাল অনুষ্ঠিত হয় ওয়ান্ডেরার্স স্টেডিয়াম, জোহানেসবার্গ, দক্ষিণ আফ্রিকাতে।",1
"১৫ মে, ই মে, ২০১৫ রাত ৯:২৭","১৫ ই মে, ২০১৫  রাত ৯:২৭",1
"হিন্দু বিরোধী মন্তব্য নিয়ে বিতর্কের পরই নিখোঁজ জনপ্রি ব়্যাপার, উদ্বিগ্ন অনুরাগীরা","হিন্দু বিরোধী মন্তব্য নিয়ে বিতর্কের পরই নিখোঁজ জনপ্রিয় ব়্যাপার, উদ্বিগ্ন অনুরাগীরা",1
১৭ মে ২০ । ১২২৭,১৭ মে ২০ । ১২:২৭,1
"পরীক্ষায় মেলেনি ছাড়ার করোনার অস্তিত্ব, জাহাজ ছাড়ার অনুমতি পেয়েছেন তারা- বিবিসি","পরীক্ষায় মেলেনি করোনার অস্তিত্ব, জাহাজ ছাড়ার অনুমতি পেয়েছেন তারা- বিবিসি",1
"০২ রা জানুয়ারি, ২০১৯  সকাল ৯:১৯","০২ রা জানুয়ারি, ২০১৯  সকাল ৯:১৯",0
"চোখে ধুলো দিতেই ধুলো এই পদক্ষেপ, দাবি ওয়াকিবহাল মহলের৷","চোখে ধুলো দিতেই এই পদক্ষেপ, দাবি ওয়াকিবহাল মহলের৷",1
চারপাশের দিকে কিছুই কি তাকিয়ে দেখনা !!!!!!!! ????,চারপাশের দিকে কিছুই কি তাকিয়ে দেখেনা !!!!!!!! ????,1
সানিয়া মির্জা হতে চান শরদ্ধা,সানিয়া মির্জা হতে চান শ্রদ্ধা,1
সূঁচরাজার  রাজসংসার অচল হয়ে পড়লো।,সূঁচরাজার রাজসংসার অচল হয়ে পড়লো।,1
"লেখক : মুহাম্মদ আবদুল কাহহার, শিক্ষক ও কলাম লেখক।","লেখক : মুহাম্মদ আবদুল কাহহার, শিক্ষক ও কলাম লেখক।",0
তথ্যমন্ত্রী: যারা পদ্মা সেতু চায় না তারাই গুজবের হোতা,তথ্যমন্ত্রী: যারা পদ্মা সেতু চায় না তারাই গুজবের হোতা,0
বঙ্গবন্ধুর ভাস্কর্য ভাঙচুরের প্রতিবাদে রাজপথে বিচারকরা,বঙ্গবন্ধুর ভাস্কর্য ভাঙচুরের প্রতিবাদে রাজপথে বিচারকরা,0
"০১ লা অক্টোবর, ২০১৭  রাত ১:৩০","০১ লা অক্টোবর, ২০১৭  রাত ১:৩০",0
"১৯ রাত শে সেপ্টেম্বর, ২০১৭ রাত ৮:১৮","১৯ শে সেপ্টেম্বর, ২০১৭  রাত ৮:১৮",1
কি কন! আমানর তো খুবই ভালো লাগে!,কি কন! আমার তো খুবই ভালো লাগে!,1
"১৭ ই জুলাই, ২০১৮ জুলাই, রাত ১০:৪৮","১৭ ই জুলাই, ২০১৮  রাত ১০:৪৮",1
ঈদে মানুষ বাড়ি যাওয়ায় মশা কামড়াতে পারেনি: হাইকোর্ট,ঈদে মানুষ বাড়ি যাওয়ায় মশা কামড়াতে পারেনি: হাইকোর্ট,0
-আরে না গেলে কেমনে জানবি বোকাচোদা! রাসেলরে নিয়া অক্ষুণি যা।,-আরে না গেলে কেমনে জানবি বোকাচোদা! রাসেলরে নিয়া অক্ষুণি যা।,0
প্রতিটি অসুবিধার একটি অনুরূপ সুবিধা রয়েছে।,প্রতিটি অসুবিধার একটি অনুরূপ সুবিধা রয়েছে।,0
কীভাবে? ভুত তো মরে ভুত হয়ে যাবার কথা ।,কীভাবে? ভুত তো মরে ভুত হয়ে যাবার কথা ।,0
কেউ তোমাকে ডাকে কোন আলোচনায় প্রশংসায়,কেউ যদি তোমাকে ডাকে কোন আলোচনায় প্রশংসায়,1
"হুঙ্কার সমাবেশ করার না পাওয়া প্রসঙ্গে কী বললেন জিগনেশ মেভানি, শুনুন","হুঙ্কার সমাবেশ করার অনুমতি না পাওয়া প্রসঙ্গে কী বললেন জিগনেশ মেভানি, শুনুন",1
রবিবার ডুয়েটের এক প্রেস বিজ্ঞপ্তিতে এ তথ্য জানানো হয়েছে।,রবিবার ডুয়েটের এক প্রেস বিজ্ঞপ্তিতে এ তথ্য জানানো হয়েছে।,0
"আপডেট : ২১ অক্টোবর, ২০২১ ১১:্০৪","আপডেট : ২১ অক্টোবর, ২০২১ ১১:০৪",1
বাকিদেরকে স্থানীয়ভাবে চিকিৎসা দেওয়া হয়েছে বলে ওসি মইন উদ্দিন জানান। তাদের পরিচৎয় জানা যায়নি।,বাকিদেরকে স্থানীয়ভাবে চিকিৎসা দেওয়া হয়েছে বলে ওসি মইন উদ্দিন জানান। তাদের পরিচয় জানা যায়নি।,1
লাভপুরে জোট প্রার্থী মফিজুল করিমকে হুমকির অভিযোগ। প্রতিবাদে আমোদপুর থানায় অবস্থান- বিক্ষোভ দেখ ায় সিপিএম।,লাভপুরে জোট প্রার্থী মফিজুল করিমকে হুমকির অভিযোগ। প্রতিবাদে আমোদপুর থানায় অবস্থান- বিক্ষোভ দেখায় সিপিএম।,1
সংক্রমণের আশঙ্কায় করোনায় মৃত বাবার শেষকৃ্তযে যোগ দিতে নারাজ ছেলে,সংক্রমণের আশঙ্কায় করোনায় মৃত বাবার শেষকৃত্যে যোগ দিতে নারাজ ছেলে,1
'ভোট দিয়ে কী প্রশ্ন কাশ্মীরি যুবদের৷,'ভোট দিয়ে কী হবে?' প্রশ্ন কাশ্মীরি যুবদের৷,1
তিনি। তাই তার অনুসারীরা মনে করছেন প্রতিদ্বন্দ্বী অন্য প্রার্থীদের তুলনায়,তিনি। তাই তার অনুসারীরা মনে করছেন প্রতিদ্বন্দ্বী অন্য প্রার্থীদের তুলনায়,0
"সর্বশেষ এডিট : ১২ ই আগস্ট, ২০১৫  রাত ১০:৪৩","সর্বশেষ এডিট : ১২ ই আগস্ট, ২০১৫  রাত ১০:৪৩",0
সেই শীলা কয়েক হাত সামনেই বসা! এক দৃষ্টিতে ওেরই দিকে তাকিয়ে!!!,সেই শীলা কয়েক হাত সামনেই বসা! এক দৃষ্টিতে ওরই দিকে তাকিয়ে!!!,1
একটা চোখ িদয়ে অনবরত জল পড়ছে।,একটা চোখ দিয়ে অনবরত জল পড়ছে।,1
"নিজস্ব প্রতিিনধি, জম্মু: মোদি ফিরতেই জঙ্গি হামলার সাক্ষী ভূস্বর্গ।","নিজস্ব প্রতিনিধি, জম্মু: মোদি ফিরতেই জঙ্গি হামলার সাক্ষী ভূস্বর্গ।",1
"আপডেট: ২৯ ফেব্রুয়রাি, ২০১৬, ২৩:৩২","আপডেট: ২৯ ফেব্রুয়ারি, ২০১৬, ২৩:৩২",1
"০২ রা অক্টোবর, ২০১৫  সকাল ১১:৫","০২ রা অক্টোবর, ২০১৫  সকাল ১১:২৫",1
আমিনুল হবে না আমিনুর হে।,আমিনুল হবে না আমিনুর হবে।,1
"""আপনার মত পৃথিবীতে আছে কনো সুখী?","""আপনার মত পৃথিবীতে আছে কোন সুখী?",1
এছাড়া মামলায় ৩০-৪০ জনের নাম উল্লেখ করে এবং অজ্ঞাত কয়েকশ জনকে আসামি করা হয়েছে।,এছাড়া মামলায় ৩০-৪০ জনের নাম উল্লেখ করে এবং অজ্ঞাত কয়েকশ জনকে আসামি করা হয়েছে।,0
শোয়েব মালিকে পথেই হাঁটছেন হাসান আলি,শোয়েব মালিকের পথেই হাঁটছেন হাসান আলি,1
"আপডেট : নভেম্বর, ২৮ ২০২১ ১১:৪১","আপডেট : ২৮ নভেম্বর, ২০২১ ১১:৪১",1
জিদান বার্সেলোনা এনরিকে স্প্যানিশ ফুটবল মাদ্রিদ রিয়াল লা লিগা,জিদান বার্সেলোনা এনরিকে স্প্যানিশ ফুটবল রিয়াল মাদ্রিদ লা লিগা,1
সেতুর অভাবে দুর্ভোগ ১০ গ্রামের,সেতুর অভাবে দুর্ভোগ ১০ গ্রামের,0
পেয়ারা বাগানে মিলল গৃহবধূর মৃতদেহ,পেয়ারা বাগানে মিলল গৃহবধূর মৃতদেহ,0
লকডাউনের মধ্যে ঊর্বশীর বিকিনি 'ফিট' অভিনেত্রীকে দেখে মুগ্ধ ভক্তরা,"লকডাউনের মধ্যে ঊর্বশীর বিকিনি ছবি, 'ফিট' অভিনেত্রীকে দেখে মুগ্ধ ভক্তরা",1
"যা, যা আপনে মান্দিরাভা","যা, যা রে আপনে মান্দিরাভা",1
কাজী শুভ। যার সঙ্গীত জীবনটা শুরু হয়েছিলো একটু ব্যতিক্রম ভাবেই। ক্যারিয়ারের শুরুতে তবলার,কাজী শুভ। যার সঙ্গীত জীবনটা শুরু হয়েছিলো একটু ব্যতিক্রম ভাবেই। ক্যারিয়ারের শুরুতে তবলার,0
নেতাকর্মী উপস্থিত ছিেন। কর্মসূচিতে ধর্ষকের সর্বোচ্চ শাস্তি না হওয়া,নেতাকর্মী উপস্থিত ছিলেন। কর্মসূচিতে ধর্ষকের সর্বোচ্চ শাস্তি না হওয়া,1
"কোনো সময় অফ ডিস হবে না,২জি ও ৩জি","কোনো সময় ডিস অফ হবে না,২জি ও ৩জি",1
ধরগ্ষণের পর গলায় ফাঁস লাগিয়ে হত্যা করা হয় মিষ্টিকে,ধর্ষণের পর গলায় ফাঁস লাগিয়ে হত্যা করা হয় মিষ্টিকে,1
সখিপুর উপজেলার তালতলা চত্তর থেকে আধ কিলোমিার উত্তর হয়ে ৮ কিলোমিটার পশ্চিমে বহেড়াতৈল ইউনিয়ন পরিষদ।,সখিপুর উপজেলার তালতলা চত্তর থেকে আধ কিলোমিটার উত্তর হয়ে ৮ কিলোমিটার পশ্চিমে বহেড়াতৈল ইউনিয়ন পরিষদ।,1
স্বাধীনতার মাথা আঁচলে মাথা রেখে কারা চালায় দেশ ধ্বংসের কূটচাল?,স্বাধীনতার আঁচলে মাথা রেখে কারা চালায় দেশ ধ্বংসের কূটচাল?,1
রাজনীতি স্থগিত রাখা হোক। ঢাকা বিশ্ববিদ্যালয় ছাত্র ইউনিয়ন বা ডাকসুর,রাজনীতি স্থগিত রাখা হোক। ঢাকা বিশ্ববিদ্যালয় ছাত্র ইউনিয়ন বা ডাকসুর,0
"১১ ই অক্টোবর, বিকাল ২০১৮ ৪:৪৪","১১ ই অক্টোবর, ২০১৮  বিকাল ৪:৪৪",1
"১৫ ই জুলাই, ২০২০  বিকাল ৩:০৯","১৫ ই জুলাই, ২০২০  বিকাল ৩:০৯",0
আখেরি মোনাজাতে শেষ হলো বিশ্ব ইজতেমা,আখেরি মোনাজাতে শেষ হলো বিশ্ব ইজতেমা,0
"প্রকাশ : ১৮ মে ২০২১, ১৮:০৫ আপডেট : ১৮ মে ২০২১, ১৭:৫৮","প্রকাশ : ১৮ মে ২০২১, ১৮:০৫ আপডেট : ১৮ মে ২০২১, ১৭:৫৮",0
রাজানকে এক বনে নির্বাসন দেওয়া হলো।,রাজাকে এক বনে নির্বাসন দেওয়া হলো।,1
তাকে জললের ভেতর দেখি অনেক নীলের ভেতর দেখি,তাকে জলের ভেতর দেখি অনেক নীলের ভেতর দেখি,1
আরও পড়ুন:  উগ্রপন্থী খুঁজতে হানা এবার মহুলের বাড়ি,আরও পড়ুন:  উগ্রপন্থী খুঁজতে হানা এবার মহুলের বাড়ি,0
অন্যথাুয় তুমি রয়ে যাবে উন্মাদের ভীড়ে,অন্যথায় তুমি রয়ে যাবে উন্মাদের ভীড়ে,1
তবে ওই তিনজন ছাড়া আর কতজনকে এবং কবে জিজ্ঞাসাবাদ করা হবে তা নিশ্চিত করেননি।,তবে ওই তিনজন ছাড়া আর কতজনকে এবং কবে জিজ্ঞাসাবাদ করা হবে তা নিশ্চিত করেননি।,0
"০৪ ঠা এপরিল, ২০০৯  রাত ১২:৪৬","০৪ ঠা এপ্রিল, ২০০৯  রাত ১২:৪৬",1
: তোর দেয়া অত্যাচারের কষ্ট কষ্ট পেতে,: তোর দেয়া অত্যাচারের কষ্ট পেতে,1
"ট্রাম্পের পরিকল্পনার প্রতি ইঙ্গিত করে মালকি বলেন, ফিলিস্তিনিরা কোনোমতেই ওই পরিকল্পনা মেনে নেবে না।","ট্রাম্পের পরিকল্পনার প্রতি ইঙ্গিত করে মালকি বলেন, ফিলিস্তিনিরা কোনোমতেই ওই পরিকল্পনা মেনে নেবে না।",0
াঁত আছে বলে কুকুরের পায়ে,দাঁত আছে বলে কুকুরের পায়ে,1
ই-কমার্স প্রতিষ্ঠানের অর্থ আত্মসাতের ঘটনার বিচার বিভাগীয় তদন্ত চেয়ে রিট,ই-কমার্স প্রতিষ্ঠানের অর্থ আত্মসাতের ঘটনার বিচার বিভাগীয় তদন্ত চেয়ে রিট,0
প্রধানমন্ত্রী শেখ হাসিনা জনপ্রিয় অভিনেত্রী পারভীন সুলতানা দিতির মৃত্যুতে আজ গভীর শোক প্রকাশ,প্রধানমন্ত্রী শেখ হাসিনা জনপ্রিয় অভিনেত্রী পারভীন সুলতানা দিতির মৃত্যুতে আজ গভীর শোক প্রকাশ,0
"১৬ ই মে, ২০১৩ দুপুর","১৬ ই মে, ২০১৩  দুপুর ২:৪৯",1
আর তাই এ বিষয়ে কোনো বিতর্ক বা বিভ্রান্তি রাখার প্রয়োজন দেখেন কোহলি।,আর তাই এ বিষয়ে কোনো বিতর্ক বা বিভ্রান্তি রাখার প্রয়োজন দেখেন না কোহলি।,1
নতুনত্বের মধ্য অনুষ্ঠিত দিয়ে হলো নকিয়া ওয়ার্ল্ড,নতুনত্বের মধ্য দিয়ে অনুষ্ঠিত হলো নকিয়া ওয়ার্ল্ড,1
"চমৎকার দিকনির্দেশনা পেয়েছি। তা হলো, তৃতীয় শ্রেণি পর্যন্ত কোনো পরীক্ষা","চমৎকার দিকনির্দেশনা পেয়েছি। তা হলো, তৃতীয় শ্রেণি পর্যন্ত কোনো পরীক্ষা",0
"আরও পড়ুন-  আগামিকালহ াওড়া থেকে ছাড়ছে নয়া দিল্লিগামী ট্রেন, আজই শুরু অনলাইন টিকিট বুকিং","আরও পড়ুন-  আগামিকাল হাওড়া থেকে ছাড়ছে নয়া দিল্লিগামী ট্রেন, আজই শুরু অনলাইন টিকিট বুকিং",1
"শিক্ষা উপমন্ত্রীর প্রশ্ন, সুজন-এরউত্তর","শিক্ষা উপমন্ত্রীর প্রশ্ন, সুজন-এর উত্তর",1
সাথেই থাকুন । ভালো থকাুন । শুভেচ্ছান্তে ।,সাথেই থাকুন । ভালো থাকুন । শুভেচ্ছান্তে ।,1
"২৪ শে জুন, ২০১৬ ২০১৬ রাত ৮:৩৯","২৪ শে জুন, ২০১৬  রাত ৮:৩৯",1
আছি তোমার সঙ্গে আছি মিশে যেমনটি থাকো মোর,তোমার সঙ্গে আছি মিশে যেমনটি থাকো মোর,1
বলিরেখা কমাতে সাহায্য করে দই। ছবি : সংগৃহীত,বলিরেখা কমাতে সাহায্য করে দই। ছবি : সংগৃহীত,0
"২০২১ আপডেট : ২৭ আগস্ট, ২০২১ ১৬:০৪","আপডেট : ২৭ আগস্ট, ২০২১ ১৬:০৪",1
আমার একটি আবদার রাখলে খবুই খুশি হতাম।,আমার একটি আবদার রাখলে খুবই খুশি হতাম।,1
