Input Sentences,Output Sentences,Grammatical Error
സൗദിയിൽ കോവിഡ് രോഗികളുടെ എണ്ണം ഇരുന്നൂറിന് താഴെയത്തി,സൗദിയിൽ കോവിഡ് രോഗികളുടെ എണ്ണം ഇരുന്നൂറിന് താഴെയത്തി,0
വിജിത് ഉഴമലയ്ക്കൽ എഴുതിയ ഫേസ്ബുക് പോസ്റ്റിൽ നിന്നും ശേഖരിച്ചത്,വിജിത് ഉഴമലയ്ക്കൽ എഴുതിയ ഫേസ്ബുക് പോസ്റ്റിൽ നിന്നും ശേഖരിച്ചത്,0
ആ രണ്ടു വേർപിരിയലുകളും നൽകിയത് ചെറിയ ആഘാതങ്ങളല്ല; കൃഷ്ണ,ആ രണ്ടു വേർപിരിയലുകളും നൽകിയത് ചെറിയ ആഘാതങ്ങളല്ല; ശാന്തി കൃഷ്ണ,1
കൊച്ചിയിലെ റിസോർട്ടിൽ മകനൊപ്പം അവധി ആഘോഷിച്ച് നടി നവ്യ നായർ,കൊച്ചിയിലെ റിസോർട്ടിൽ മകനൊപ്പം അവധി ആഘോഷിച്ച് നടി നവ്യ നായർ,0
"വിദ്യാർഥിനിയുടെ സുരക്ഷ മുൻനിർത്തി, നിന്നു ആൾക്കൂട്ടത്തിനിടയിൽ രക്ഷിച്ചെടുക്കാൻ കൂടിയാണ് പൊലീസ് ശ്രമിച്ചതെന്ന് സിറ്റി പൊലീസ് കമ്മി","വിദ്യാർഥിനിയുടെ സുരക്ഷ മുൻനിർത്തി, ആൾക്കൂട്ടത്തിനിടയിൽ നിന്നു രക്ഷിച്ചെടുക്കാൻ കൂടിയാണ് പൊലീസ് ശ്രമിച്ചതെന്ന് സിറ്റി പൊലീസ് കമ്മി",1
വിജിലൻസും സിബിഐ വിജിലൻസും പ്രത്യേക കോടതിയും സ്വീകരിച്ച അതേ നിലപാടാണ് കേരള ഹൈക്കോടതിയും ചൂണ്ടിക്കാട്ടിയിരിക്കുന്നത്,വിജിലൻസും സിബിഐ പ്രത്യേക കോടതിയും സ്വീകരിച്ച അതേ നിലപാടാണ് കേരള ഹൈക്കോടതിയും ചൂണ്ടിക്കാട്ടിയിരിക്കുന്നത്,1
ആലത്തൂരിൽ ബിജുവിനെ തോൽപ്പിക്കാൻ രമ്യയ്ക്ക് സാധിക്കില്ലെന്ന് സർവേ,ആലത്തൂരിൽ ബിജുവിനെ തോൽപ്പിക്കാൻ രമ്യയ്ക്ക് സാധിക്കില്ലെന്ന് സർവേ,0
കുരുക്ക് മുറുകുന്നു? കൊടകര കേസിൽ ബിജെപി തൃശൂർ ജില്ലാ പ്രസിഡന്റിനെ ചോദ്യം ചെയ്യും,കുരുക്ക് മുറുകുന്നു? കൊടകര കുഴൽപ്പണ കേസിൽ ബിജെപി തൃശൂർ ജില്ലാ പ്രസിഡന്റിനെ ചോദ്യം ചെയ്യും,1
'സുന്ദരി' പരാമർശം: ബിജെപി നേതാവിന് മറുപടിയുമായി പ്രിങയ്ക,'സുന്ദരി' പരാമർശം: ബിജെപി നേതാവിന് മറുപടിയുമായി പ്രിയങ്ക,1
നടിയെ അക്രമിച്ച കേസ്: വിചാരണ പൂർത്തിയാക്കാൻ കൂടുതൽ സമയം തേടിയിരിക്കുന്നു,നടിയെ അക്രമിച്ച കേസ്: വിചാരണ പൂർത്തിയാക്കാൻ കൂടുതൽ സമയം തേടിയിരിക്കുന്നു,0
പന്ത്രണ്ടാമത്തെ സ്റ്റേഷൻ: യേശു ക്രൂശിൽ മരിച്ചുവീഴുന്നു,പന്ത്രണ്ടാമത്തെ സ്റ്റേഷൻ: യേശു ക്രൂശിൽ മരിച്ചുവീഴുന്നു,0
പ്രവാസി മലയാളികളെ കണ്ണീരിലാഴ്ത്തി  അയർലണ്ഴട് മലയാളി സണ്ണി എബ്രാഹം ഇളംകുളത്ത് നിര്യാതനായി,പ്രവാസി മലയാളികളെ കണ്ണീരിലാഴ്ത്തി  അയർലണ്ട് മലയാളി സണ്ണി എബ്രാഹം ഇളംകുളത്ത് നിര്യാതനായി,1
ആദ്യം ജയിച്ചതിന്റെ മത്സരം ആത്മവിശ്വാസവുമായാണ് ടീം ഇന്ത്യ ഇറങ്ങുന്നത്,ആദ്യം മത്സരം ജയിച്ചതിന്റെ ആത്മവിശ്വാസവുമായാണ് ടീം ഇന്ത്യ ഇറങ്ങുന്നത്,1
അസാധു നോട്ട് നിക്ഷേപം: അമിത് ഷാ ഡയറക്ടറായുള്ള ഒന്നാം ബാങ്കിന് സ്ഥാനം,അസാധു നോട്ട് നിക്ഷേപം: അമിത് ഷാ ഡയറക്ടറായുള്ള ബാങ്കിന് ഒന്നാം സ്ഥാനം,1
വന്യമൃഗ അക്രമ മരണങ്ങൾക്ക് വനം വകുപ്പിനെതിരെകൊലക്കുറ്റം ചുമത്തണം:ഇ ൻഫാം,വന്യമൃഗ അക്രമ മരണങ്ങൾക്ക് വനം വകുപ്പിനെതിരെകൊലക്കുറ്റം ചുമത്തണം: ഇൻഫാം,1
"ഏതെങ്കിലും ഫലവും സരസഫലങ്ങൾ - കൂടുതൽ, മെച്ചപ്പെട്ട;","ഏതെങ്കിലും ഫലവും സരസഫലങ്ങൾ - കൂടുതൽ, മെച്ചപ്പെട്ട;",0
തികഞ്ഞ ആത്മവിശ്വാസമുണ്ടെന്നും ഇത്തരം ആരോപണങ്ങൾ കേരളത്തിൽ വിലപ്പോവില്ലെന്നും,തികഞ്ഞ ആത്മവിശ്വാസമുണ്ടെന്നും ഇത്തരം ആരോപണങ്ങൾ കേരളത്തിൽ വിലപ്പോവില്ലെന്നും,0
പ്രവാസികളെ നാട്ടിലെത്തിക്കാൻ സ്വീകരിക്കണം - റുവൈസ് കെഎംസിസി,പ്രവാസികളെ നാട്ടിലെത്തിക്കാൻ നടപടി സ്വീകരിക്കണം - റുവൈസ് കെഎംസിസി,1
മുഖ്യമന്ത്രിയും സ്ഥാനമേറ്റ മറ്റ് മന്ത്രിമരാും സത്യപ്രതിജ്ഞാ വേദിയിൽ,മുഖ്യമന്ത്രിയും സ്ഥാനമേറ്റ മറ്റ് മന്ത്രിമാരും സത്യപ്രതിജ്ഞാ വേദിയിൽ,1
ഇന്ത്യയുടെ അഭിമാനം; അഭിനന്ദൻ വർദ്ധമാന് ഗ്രൂപ്പ് ക്യാപ്റ്റനായി സ്ഥാനക്കയറ്റം,ഇന്ത്യയുടെ അഭിമാനം; അഭിനന്ദൻ വർദ്ധമാന് ഗ്രൂപ്പ് ക്യാപ്റ്റനായി സ്ഥാനക്കയറ്റം,0
ആശുപത്രിക്കായി ഏറ്റെടുത്ത സ്ഥലം കുഴിച്ചിടാനുള്ള മാലിന്യം ഇടമാക്കി ദേവസ്വം,ആശുപത്രിക്കായി ഏറ്റെടുത്ത സ്ഥലം മാലിന്യം കുഴിച്ചിടാനുള്ള ഇടമാക്കി ദേവസ്വം,1
പുരോഗമനമുഖം മൂടിയണിയാൻ വേണ്ടിയുള്ള മോദിയുടെ കള്ളവും പൊളിയുന്നു: വിവാഹിതരായ സ്ത്രീകൾ പാസ്പോർട്ടിൽ പേരുമാറ്റണം എന്നൊരു നിയമം മുൻപും ഉണ്ടായിരുന്നില്ല,പുരോഗമനമുഖം മൂടിയണിയാൻ വേണ്ടിയുള്ള മോദിയുടെ കള്ളവും പൊളിയുന്നു: വിവാഹിതരായ സ്ത്രീകൾ പാസ്പോർട്ടിൽ പേരുമാറ്റണം എന്നൊരു നിയമം മുൻപും ഉണ്ടായിരുന്നില്ല,0
വിസ മാറാതെ തന്നെ ജോലി മാറാം; കൊറോണയിൽ വിറങ്ങലിച്ചിരിക്കുന്ന വിദേശികൾക്ക് കൂടുതൽ കൂടുതൽ ഇളവുകളുമായി യുഎഇ,വിസ മാറാതെ തന്നെ ജോലി മാറാം; കൊറോണയിൽ വിറങ്ങലിച്ചിരിക്കുന്ന വിദേശികൾക്ക് കൂടുതൽ ഇളവുകളുമായി യുഎഇ,1
ഐഫോൺ ഫാക്ടറി തകർത്തത് 'വെറുതെയല്ല'; കൊടുത്തില്ലെന്ന് കൂലി കൊടുത്തില്ലെന്ന് സമ്മതിച്ച് കമ്പനി; മുതിർന്ന ഉദ്യോഗസ്ഥരെ തെറിപ്പിച്ചു,ഐഫോൺ ഫാക്ടറി തകർത്തത് 'വെറുതെയല്ല'; കൂലി കൊടുത്തില്ലെന്ന് സമ്മതിച്ച് കമ്പനി; മുതിർന്ന ഉദ്യോഗസ്ഥരെ തെറിപ്പിച്ചു,1
ദിലീപ് ഈ കാണിച്ചുകൂട്ടുന്നതെല്ലാം മകൾ ദിലീപ് മീനാക്ഷിക്ക് വേണ്ടിയാണ്! ഏതറ്റം വരെയും പോകും!!,ദിലീപ് ഈ കാണിച്ചുകൂട്ടുന്നതെല്ലാം മകൾ മീനാക്ഷിക്ക് വേണ്ടിയാണ്! ഏതറ്റം വരെയും പോകും!!,1
മലയാള സിനിമയിലെ തീപ്പൊരി നായകനെതിരെ സിനിമയിലെ സോഷ്യൽമീഡിയ,മലയാള സിനിമയിലെ തീപ്പൊരി നായകനെതിരെ സോഷ്യൽമീഡിയ,1
ഒരു സ്ത്രീയും വാക്കത്തിവെച്ച് ഉറങ്ങണ്ടി വരില്ല എന്ന് മുഖ്യമന്ത്രി; ഇന്നു തോക്ക് വെച്ച് കിടന്നുറങ്ങേണ്ട സ്ഥിതിയെന്ന് രമേശ് ചെന്നിത്തല,ഒരു സ്ത്രീയും വാക്കത്തിവെച്ച് ഉറങ്ങണ്ടി വരില്ല എന്ന് മുഖ്യമന്ത്രി; ഇന്നു തോക്ക് വെച്ച് കിടന്നുറങ്ങേണ്ട സ്ഥിതിയെന്ന് രമേശ് ചെന്നിത്തല,0
എല്ലാ ഡോക്ടറുടെ കുട്ടികൾക്കും സ്വത്തിൽ അവകാശം,എല്ലാ കുട്ടികൾക്കും ഡോക്ടറുടെ സ്വത്തിൽ അവകാശം,1
സുപ്രീംകോടതി അസോസിയേഷൻ അടിയന്തര സഹായമായി,സുപ്രീംകോടതി ബാർ അസോസിയേഷൻ അടിയന്തര സഹായമായി,1
"ഇതിനിടെ നടിയെ ആക്രമിച്ച കേസിലെ പ്രതികളായ വിഷ്ണുവിനേയും, വിപിൻ ലാലിനേയും പൊലീസ് ക്സറ്റഡിയിൽ വിട്ടു","ഇതിനിടെ നടിയെ ആക്രമിച്ച കേസിലെ പ്രതികളായ വിഷ്ണുവിനേയും, വിപിൻ ലാലിനേയും പൊലീസ് കസ്റ്റഡിയിൽ വിട്ടു",1
മാണിയുടെ പടം വച്ചാലും ചിത്രം ചിഹ്നമാക്കിയാലും പാലായിൽ ജയിക്കും,മാണിയുടെ പടം വച്ചാലും അദ്ദേഹത്തിന്റെ ചിത്രം ചിഹ്നമാക്കിയാലും പാലായിൽ ജയിക്കും,1
"സ്ത്രീകളിലെ ഗർഭാശയദളികകളുടെ കാരണങ്ങളെക്കുറിച്ച് നമ്മൾ വിശേഷാൽ സംസാരിക്കാറുണ്ടെങ്കിൽ, പിന്നെ ഒരു വധത്തിൽ അവർ സമാനമായ രോഗത്തിലേക്ക് നയിക്കുന്നു:","സ്ത്രീകളിലെ ഗർഭാശയദളികകളുടെ കാരണങ്ങളെക്കുറിച്ച് നമ്മൾ വിശേഷാൽ സംസാരിക്കാറുണ്ടെങ്കിൽ, പിന്നെ ഒരു വിധത്തിൽ അവർ സമാനമായ രോഗത്തിലേക്ക് നയിക്കുന്നു:",1
അറസ്റ്റ് അദ്യഘട്ടവിജയം; തങ്ങളുടെ സഹോദരിക്ക് നീതികിട്ടിയെന്ന് കന്യാസ്തീകൾ,അറസ്റ്റ് അദ്യഘട്ടവിജയം; തങ്ങളുടെ സഹോദരിക്ക് നീതികിട്ടിയെന്ന് കന്യാസ്തീകൾ,0
എെന്റെ അമ്മാവന് എന്തു നൽകാൻ - ഹോബികളെ ഓർക്കുക,എന്റെ അമ്മാവന് എന്തു നൽകാൻ - ഹോബികളെ ഓർക്കുക,1
"സച്ചിന്റെ മകളെ സച്ചിന്റെ പ്രണയിച്ചതിന് കാരണമുണ്ട്, വെളിപ്പെടുത്തലുകളുമായ് വീണ്ടും 'കാമുകൻ'!","സച്ചിന്റെ മകളെ പ്രണയിച്ചതിന് കാരണമുണ്ട്, വെളിപ്പെടുത്തലുകളുമായ് വീണ്ടും 'കാമുകൻ'!",1
"'വർക്ക് ഫ്രം ഹോം' അത്ര സുഖമുള്ള ഏർപ്പാടല്ല, കാണാം രസകരമായ ഒരു ആനിമേറ്റഡ് വീഡിയോ","'വർക്ക് ഫ്രം ഹോം' അത്ര സുഖമുള്ള ഏർപ്പാടല്ല, കാണാം രസകരമായ ഒരു ആനിമേറ്റഡ് വീഡിയോ",0
ഗുരുതര കോവിഡ് രോഗികൾക്ക് സോറിയാസിസ് മരുന്ന് നൽകുന്നതിന് അനുമതി,ഗുരുതര കോവിഡ് രോഗികൾക്ക് സോറിയാസിസ് മരുന്ന് നൽകുന്നതിന് അനുമതി,0
രാജ്യത്തെ സി ഇ ഒമാരുടെ പ്രതിഫലം ശരാശരി ഒമാരുടെ രണ്ടുകോടി,രാജ്യത്തെ സി ഇ ഒമാരുടെ പ്രതിഫലം ശരാശരി രണ്ടുകോടി,1
തിരുവത്രയിൽ യുവാക്കൾ തമ്മിൽ സംഘർഷം; ഒാൾക്ക് കുത്തേറ്റു,തിരുവത്രയിൽ യുവാക്കൾ തമ്മിൽ സംഘർഷം; ഒരാൾക്ക് കുത്തേറ്റു,1
"യുവതിയെ തലയ്ക്കടിച്ച് കൊലപ്പെടുത്തപി, ഇതര സംസ്ഥാന തൊഴിലാളി പിടിയിൽ","യുവതിയെ തലയ്ക്കടിച്ച് കൊലപ്പെടുത്തി, ഇതര സംസ്ഥാന തൊഴിലാളി പിടിയിൽ",1
നിപ്പാ മുക്തം: ഡബിൾ ഇൻക്യുബേഷൻ പൂർത്തിയായി,നിപ്പാ മുക്തം: ഡബിൾ ഇൻക്യുബേഷൻ പൂർത്തിയായി,0
ഹാദിയ കേസ്: സാമൂഹ്യ മാധ്യമങ്ങൾ വഴി തെറ്റായ പ്രചാരണങ്ങൾ നടക്കുന്നുവെന്ന് എംസി ജോസഫൈൻ,ഹാദിയ കേസ്: സാമൂഹ്യ മാധ്യമങ്ങൾ വഴി തെറ്റായ പ്രചാരണങ്ങൾ നടക്കുന്നുവെന്ന് എംസി ജോസഫൈൻ,0
"ഉപരാഷ്ട്രപതിക്കും അബദ്ധം പറ്റി, ശരീരഭാരം മരുന്നിന് കുറക്കാനുള്ള പകരം ഒഴിഞ്ഞ പെട്ടി","ഉപരാഷ്ട്രപതിക്കും അബദ്ധം പറ്റി, ശരീരഭാരം കുറക്കാനുള്ള മരുന്നിന് പകരം ഒഴിഞ്ഞ പെട്ടി",1
ഏതുസമയത്തും ഏതു ബില്ലും അടക്കാം - സംവിധാനത്തിനഅ് അന്തിമ രൂപരേഖയായി,ഏതുസമയത്തും ഏതു ബില്ലും അടക്കാം - സംവിധാനത്തിന് അന്തിമ രൂപരേഖയായി,1
"കൊവിഡ് റാണി പരാമർശം; 'പറഞ്ഞതിൽ ഉറച്ചുനിൽക്കുന്നു, കൊവിഡ് പ്രതിരോധത്തിൽ സർക്കാരിന് വിജയിക്കാനായില്ല'","കൊവിഡ് റാണി പരാമർശം; 'പറഞ്ഞതിൽ ഉറച്ചുനിൽക്കുന്നു, കൊവിഡ് പ്രതിരോധത്തിൽ സർക്കാരിന് വിജയിക്കാനായില്ല'",0
സൗദിയിൽ പ്രവാസി മലയാളിയെ തൂങ്ങി മരിച്ച നിലയിൽ കണ്ടെത്തി,സൗദിയിൽ പ്രവാസി മലയാളിയെ തൂങ്ങി മരിച്ച നിലയിൽ കണ്ടെത്തി,0
ഇ ശ്രീധരൻ ബിജെപിിയൽ ചേരും: വിജയയാത്രയിൽ പങ്കെടുക്കുമെന്ന് കെ സുരേന്ദ്രൻ,ഇ ശ്രീധരൻ ബിജെപിയിൽ ചേരും: വിജയയാത്രയിൽ പങ്കെടുക്കുമെന്ന് കെ സുരേന്ദ്രൻ,1
മകന്റെ കൊലയാളിയുടെ വധശിക്ഷ നടപ്പാക്കരുതെന്നു മാതാപിതാക്കൾ,മകന്റെ കൊലയാളിയുടെ വധശിക്ഷ നടപ്പാക്കരുതെന്നു മാതാപിതാക്കൾ,0
കേന്ദ്രബജറ്റ് തൊഴിലാളിവിരുദ്ധം ; ഇന്ന് രാജ്യവ്യാപക പ്രതിഷേധം,കേന്ദ്രബജറ്റ് തൊഴിലാളിവിരുദ്ധം ; ഇന്ന് ബിഎംഎസിന്റെ രാജ്യവ്യാപക പ്രതിഷേധം,1
സൂമിനെ വെല്ലുവിളിച്്ച ജിയോ മീറ്റ് വരുന്നു; ബീറ്റ പതിപ്പ് പരീക്ഷിച്ചു തുടങ്ങി,സൂമിനെ വെല്ലുവിളിച്ച് ജിയോ മീറ്റ് വരുന്നു; ബീറ്റ പതിപ്പ് പരീക്ഷിച്ചു തുടങ്ങി,1
- കെ പി എ മജീദ്,- കെ പി എ മജീദ്,0
"ദൂരം, കലോറി എന്നിവയ്ക്ക് ഏറ്റവും കൃതയമായ പെഡോമീറ്ററുകൾ","ദൂരം, കലോറി എന്നിവയ്ക്ക് ഏറ്റവും കൃത്യമായ പെഡോമീറ്ററുകൾ",1
കോടതികളിലെ മാധ്യമവിലക്ക്: കേസ് പരിഗണിക്കുന്നത് ഒരു മാസത്തേക്ക് മാറ്റി,കോടതികളിലെ മാധ്യമവിലക്ക്: കേസ് പരിഗണിക്കുന്നത് ഒരു മാസത്തേക്ക് മാറ്റി,0
പിണറായിയിലെ സഹോദരങ്ങളുടെ മരണം: പൊലീസ് അന്വേഷണമാരംഭിച്ചു,പിണറായിയിലെ സഹോദരങ്ങളുടെ മരണം: പൊലീസ് അന്വേഷണമാരംഭിച്ചു,0
ഉയർന്ന താപനിലയും കാറ്റും തീ കൂടുതൽ പടരാൻ കാരണമായി,ഉയർന്ന താപനിലയും കാറ്റും തീ കൂടുതൽ ഇടങ്ങളിലേക്ക് പടരാൻ കാരണമായി,1
"പറന്നുയരുന്നതിനിടെ വിമാനത്തിന്റെ ടയർ ഊരിത്തെറിച്ചു, പിന്നീട്സംഭവിച്ചത് ഇങ്ങനെ, വീഡിയോ !","പറന്നുയരുന്നതിനിടെ വിമാനത്തിന്റെ ടയർ ഊരിത്തെറിച്ചു, പിന്നീട് സംഭവിച്ചത് ഇങ്ങനെ, വീഡിയോ !",1
പുതുവഴി തേടി ഉപഭോക്താക്കൾ; എടിഎമ്മിൽ കറുന്നവരുടെ എണ്ണം കുറയുന്നു,പുതുവഴി തേടി ഉപഭോക്താക്കൾ; എടിഎമ്മിൽ കയറുന്നവരുടെ എണ്ണം കുറയുന്നു,1
കേരളത്ിൽ ഡാമുകൾ തുറക്കുമെന്ന് ബൈബിളിൽ പറഞ്ഞിരുന്നതായി പെന്തകോസ്ത് പാസ്റ്റർ,കേരളത്തിൽ ഡാമുകൾ തുറക്കുമെന്ന് ബൈബിളിൽ പറഞ്ഞിരുന്നതായി പെന്തകോസ്ത് പാസ്റ്റർ,1
എന്താണ് ഹിമാനി തടാക സ്ഫോടന വെള്ളപ്പൊ്കം,എന്താണ് ഹിമാനി തടാക സ്ഫോടന വെള്ളപ്പൊക്കം,1
ബസ് സമരം : കോടതി തേടി വിശദീകരണം,ബസ് സമരം : കോടതി വിശദീകരണം തേടി,1
കേസ്ഇപ്പോൾ തന്നെ പരിഗണനയിൽ എന്ന് കോടതി,കേസ് ഇപ്പോൾ തന്നെ പരിഗണനയിൽ എന്ന് കോടതി,1
യൂത്ത് ഫോറംഖത്തർ ഭാരവാഹികൾ ഇന്ത്യൻ അംബാസഡറെ സന്ദർശിച്ചു,യൂത്ത് ഫോറംഖത്തർ ഭാരവാഹികൾ ഇന്ത്യൻ അംബാസഡറെ സന്ദർശിച്ചു,0
"മനുഷ്യന്റെ പല്ല് മാരകായുധമാണോ? ആണെന്ന് പോലീസ്, അല്ലെന്ന് ഹൈക്കോടതി","മനുഷ്യന്റെ പല്ല് മാരകായുധമാണോ? ആണെന്ന് പോലീസ്, അല്ലെന്ന് ഹൈക്കോടതി",0
അദ്ദേഹവുമായി ഒരു ടെിവിഷൻ നടത്തിയ അഭിമുഖത്തിൻ്റെ പ്രസക്ത ഭാഗങ്ങൾ ഇതാ,അദ്ദേഹവുമായി ഒരു ടെലിവിഷൻ നടത്തിയ അഭിമുഖത്തിൻ്റെ പ്രസക്ത ഭാഗങ്ങൾ ഇതാ,1
സദാചാര ഗുണ്ടയുടെ അക്രമണം ഏറ്റ ്അമ്മയും മകനും,സദാചാര ഗുണ്ടയുടെ അക്രമണം ഏറ്റ അമ്മയും മകനും,1
സാമ്പത്തിക പ്രതിസന്ധി; വയനാട്ടിൽ സ്വകാര്യ ബസ്സുടമ ജീവനൊടുക്കി,സാമ്പത്തിക പ്രതിസന്ധി; വയനാട്ടിൽ സ്വകാര്യ ബസ്സുടമ ജീവനൊടുക്കി,0
സംഘങ്ങൾക്ക് കൈത്തറി നൂൽ വിതരണം; ഉദ്ഘാടനം നാളെ,കൈത്തറി സംഘങ്ങൾക്ക് നൂൽ വിതരണം; ഉദ്ഘാടനം നാളെ,1
"യോഹന്നാൻ സ്നാപകൻ, യോഹന്നാൻ സുവിശേഷകൻ, യോഹന്നാൻ സ്നാപകൻ,","യോഹന്നാൻ സ്നാപകൻ, യോഹന്നാൻ സുവിശേഷകൻ, യോഹന്നാൻ സ്നാപകൻ,",0
ഹരിവരാസനം പുരസ്കാരം എംആർ വീരമണി രാജുവിന്; പുരസ്കാരം സമ്മാനിക്കുക ാമകര വിളക്ക് ദിവസം ശബരിമല സന്നിധാനത്ത് വച്ച്,ഹരിവരാസനം പുരസ്കാരം എംആർ വീരമണി രാജുവിന്; പുരസ്കാരം സമ്മാനിക്കുക മകര വിളക്ക് ദിവസം ശബരിമല സന്നിധാനത്ത് വച്ച്,1
യുഎഇ വനിതയുടെ ബാങ്ക് അക്കൗണ്ടിൽ നിന്ന് പണത്തട്ടിപ്പ് നടത്തിയ പിടിയിൽ പ്രവാസി,യുഎഇ വനിതയുടെ ബാങ്ക് അക്കൗണ്ടിൽ നിന്ന് പണത്തട്ടിപ്പ് നടത്തിയ പ്രവാസി പിടിയിൽ,1
വസൺഡേ സ്കൂൾ വാർഷികവും ഇടവക ദിനാഘോഷവും,സൺഡേ സ്കൂൾ വാർഷികവും ഇടവക ദിനാഘോഷവും,1
കന്യാസ്ത്ര ീകൾക്കു നേരേ ആക്രമണം: നടപടി വേണം -ഉമ്മൻചാണ്ടി,കന്യാസ്ത്രീകൾക്കു നേരേ ആക്രമണം: നടപടി വേണം -ഉമ്മൻചാണ്ടി,1
"പെൺകുട്ടികൾ പുര നിൽക്കുമ്പോൾ,നെഞ്ച് കത്തുന്ന അപ്പനും അമ്മയും കടവും കാവലും ഒക്കെ വാങ്ങിച്ചു ആകുന്ന രീതിയിൽ വിവാഹം കഴിപ്പിച്ചയക്കും,","പെൺകുട്ടികൾ പുര നിറഞ്ഞു നിൽക്കുമ്പോൾ,നെഞ്ച് കത്തുന്ന അപ്പനും അമ്മയും കടവും കാവലും ഒക്കെ വാങ്ങിച്ചു ആകുന്ന രീതിയിൽ വിവാഹം കഴിപ്പിച്ചയക്കും,",1
ഇനി ഇന്ത്യക്ക് നേടിത്തന്നതും മോദിയാണെന്ന് പറയുമോ?,ഇനി ഇന്ത്യക്ക് സ്വാതന്ത്യ്രം നേടിത്തന്നതും മോദിയാണെന്ന് പറയുമോ?,1
പാവങ്ങളെ സഹായിക്കുന്ന അദ്ദേഹത്തെ എന്തിന് ട്രോളണം? മായക്കൊട്ടാരം ഒരു ചിരി ചിത്രമാണെന്ന് സംവിധായകൻ കെ ബൈജു,പാവങ്ങളെ സഹായിക്കുന്ന അദ്ദേഹത്തെ എന്തിന് ട്രോളണം? മായക്കൊട്ടാരം ഒരു ചിരി ചിത്രമാണെന്ന് സംവിധായകൻ കെ എൻ ബൈജു,1
ഭക്ഷണ ശീലത്തിൽ മാറ്റങ്ങൾ കൊണ്ടുവരാൻ ആഗ്രഹിക്കുന്നുവോ?,ഭക്ഷണ ശീലത്തിൽ ആരോഗ്യകരമായ മാറ്റങ്ങൾ കൊണ്ടുവരാൻ ആഗ്രഹിക്കുന്നുവോ?,1
ഇത് എന്റെ എല്ലാ മലയാളി ആരാധകർക്കും വേണ്ടി; തന്റെ ലിറ്റിൽ ഹീറോയ്ക്ക് ഒപ്പം അവന്തിക,ഇത് എന്റെ എല്ലാ മലയാളി ആരാധകർക്കും വേണ്ടി; തന്റെ ലിറ്റിൽ ഹീറോയ്ക്ക് ഒപ്പം അവന്തിക,0
ബാത്ത് ഉള്ളിലെ മതിലുകൾക്കായിാ ഇൻസുലേഷൻ തരങ്ങൾ,ബാത്ത് ഉള്ളിലെ മതിലുകൾക്കായി ഇൻസുലേഷൻ തരങ്ങൾ,1
"ട്രി്പപിൾ ലോക്ക് ഡൗണിൽ കൂടുതൽ ഇളവുകളുമായി തൃശൂർ; മത്സ്യ, മാംസ വിപണന കേന്ദ്രങ്ങൾക്ക് ഇളവ്","ട്രിപ്പിൾ ലോക്ക് ഡൗണിൽ കൂടുതൽ ഇളവുകളുമായി തൃശൂർ; മത്സ്യ, മാംസ വിപണന കേന്ദ്രങ്ങൾക്ക് ഇളവ്",1
കുൽഭൂഷൻ ജാദവിന്റെ ദയാഹർജി!!! വ്യാജപ്രചരണം നടത്തരു്!!! പാകിസ്താനു മുന്നറിയിപ്പുമായി ഇന്ത്യ !!!,കുൽഭൂഷൻ ജാദവിന്റെ ദയാഹർജി!!! വ്യാജപ്രചരണം നടത്തരുത്!!! പാകിസ്താനു മുന്നറിയിപ്പുമായി ഇന്ത്യ !!!,1
പുതിയ വ്യക്തിത്വം എപ്പോൾ വേണമെങ്കിലും വര്ും,പുതിയ വ്യക്തിത്വം എപ്പോൾ വേണമെങ്കിലും വരും,1
രാജ്യത്തെ സാഹചര്യം ഏറെ ഗൗരവതരമെന്നും മമത,രാജ്യത്തെ സാഹചര്യം ഏറെ ഗൗരവതരമെന്നും മമത,0
"മേൽപ്പറഞ്ഞ മൂന്നു പേരും തെന്നിന്ത്യയിൽ തന്നെ ഏറ്റവുമധകിം ആരാധകരുള്ള നടൻമാർ,","മേൽപ്പറഞ്ഞ മൂന്നു പേരും തെന്നിന്ത്യയിൽ തന്നെ ഏറ്റവുമധികം ആരാധകരുള്ള നടൻമാർ,",1
"ഷാഹിദ ജലീലിനും,മുഹമ്മദ്അലിക്കും  കൾച്ചറൽ ഫോറം ഖത്തർ  യാത്രയയപ്പ് നൽകി","ഷാഹിദ ജലീലിനും,മുഹമ്മദ്അലിക്കും  കൾച്ചറൽ ഫോറം ഖത്തർ  യാത്രയയപ്പ് നൽകി",0
“അയാൾ നിങ്ങളുടെ ആതിഥ്യം സ്വീകരിക്കുന്നില്ലെങ്കിൽ അയാൾക്കുവേണ്ടി ഒരുകക്കിയ ഭക്ഷണം ആർക്കു ലഭിക്കും?”,“അയാൾ നിങ്ങളുടെ ആതിഥ്യം സ്വീകരിക്കുന്നില്ലെങ്കിൽ അയാൾക്കുവേണ്ടി ഒരുക്കിയ ഭക്ഷണം ആർക്കു ലഭിക്കും?”,1
ലോക എന്താണ് കേരള സഭ ?,എന്താണ് ലോക കേരള സഭ ?,1
അരിത ബാബുവിന്റെ വീട് ആക്രമിച്ച സഭവം: സിപിഎം ഗുണ്ടായിസമെന്ന് രമേശ് ചെന്നിത്തല,അരിത ബാബുവിന്റെ വീട് ആക്രമിച്ച സംഭവം: സിപിഎം ഗുണ്ടായിസമെന്ന് രമേശ് ചെന്നിത്തല,1
