Input Sentences,Output Sentences
"അത്തം, ചോതി, അനിഴം, ഉത്രാടം, തിരുവോണം, അവിട്ടം, ഉത്തൃട്ടാതി, രേവതി","അത്തം, ചോതി, അനിഴം, ഉത്രാടം, തിരുവോണം, അവിട്ടം, ഉത്തൃട്ടാതി, രേവതി"
ബഹിരാകാശ നിലയത്തിലേക്കു പോയ റഷ്യയുടെ റോക്കറ്റിന് സംഭവിച്ചത് ?,ബഹിരാകാശ നിലയത്തിലേക്കു പോയ റഷ്യയുടെ റോക്കറ്റിന് സംഭവിച്ചത് ?
റോഡിന് നടുവിൽ നിലച്ചുപോയ വാഹനം തള്ളുന്ന കാട്ടാന; വീഡിയോ,റോഡിന് നടുവിൽ നിലച്ചുപോയ വാഹനം തള്ളുന്ന കാട്ടാന; വീഡിയോ
'അലനും താഹയും നടത്തിയത് സിപിഎമ്മിനെ മറയാക്കിയ കവർ ഓപ്പറേഷൻ'; പാർട്ടിയ്ക്കുള്ളിൽ അമർഷം,'അലനും താഹയും നടത്തിയത് സിപിഎമ്മിനെ മറയാക്കിയ കവർ ഓപ്പറേഷൻ'; പാർട്ടിയ്ക്കുള്ളിൽ അമർഷം
പരിഗണിച്ചത് മൈസൂരു മുതൽ ശിവഗംഗ വരെ,പരിഗണിച്ചത് മൈസൂരു മുതൽ ശിവഗംഗ വരെ
"സ്പ്രിൻക്ലർ കരാർ മുഖ്യമന്ത്രി അറിയാതെ, നടപ്പാക്കിയത് ശിവശങ്കർ നേരിട്ടെന്ന് വിദഗ്ധ സമിതി","സ്പ്രിൻക്ലർ കരാർ മുഖ്യമന്ത്രി അറിയാതെ, നടപ്പാക്കിയത് ശിവശങ്കർ നേരിട്ടെന്ന് വിദഗ്ധ സമിതി"
പാർട്ടി തീരുമാനിക്കുന്ന ആളുകളാണ് റെഡ് വോളന്റിയറാകുന്നത്,പാർട്ടി തീരുമാനിക്കുന്ന ആളുകളാണ് റെഡ് വോളന്റിയറാകുന്നത്
സാക്ഷരതാ പ്രേരക്മാരെ  തദ്ദേശസ്ഥാപനങ്ങളിൽ  പുനർവിന്യസിക്കും -മന്ത്രി,സാക്ഷരതാ പ്രേരക്മാരെ  തദ്ദേശസ്ഥാപനങ്ങളിൽ  പുനർവിന്യസിക്കും -മന്ത്രി
ദുബായിൽ ച്യൂയിഗം ചവച്ചരച്ച് റോഡിൽ എറിഞ്ഞാൽ പിറകേ വരുന്നത് എട്ടിന്റെ പണി,ദുബായിൽ ച്യൂയിഗം ചവച്ചരച്ച് റോഡിൽ എറിഞ്ഞാൽ പിറകേ വരുന്നത് എട്ടിന്റെ പണി
"മോദിയെ അൺഫോളോ ചെയ്ത് വൈറ്റ് ഹൗസ്, അമ്പരപ്പ്! രാഹുൽ ഗാന്ധിയുടെ പ്രതികരണം ഇങ്ങനെ!","മോദിയെ അൺഫോളോ ചെയ്ത് വൈറ്റ് ഹൗസ്, അമ്പരപ്പ്! രാഹുൽ ഗാന്ധിയുടെ പ്രതികരണം ഇങ്ങനെ!"
തിരുവനന്തപുരം: കേരള സർവ്വകലാശാലയിലെ മലയാള മഹാനിഘണ്ടു മേധാവി,തിരുവനന്തപുരം: കേരള സർവ്വകലാശാലയിലെ മലയാള മഹാനിഘണ്ടു മേധാവി
കെഎസ്ആർടിസി തിരുവനന്തപുരം സെൻട്രൽ ഡിപ്പോ എഞ്ചിനീയറെ  സസ്പെൻഡ് ചെയ്തു,കെഎസ്ആർടിസി തിരുവനന്തപുരം സെൻട്രൽ ഡിപ്പോ എഞ്ചിനീയറെ  സസ്പെൻഡ് ചെയ്തു
വൃത്തികെട്ട അല്ലെങ്കിൽ പച്ചനിറത്തിലുള്ള പുറംതൊലി പുറത്ത്;,വൃത്തികെട്ട അല്ലെങ്കിൽ പച്ചനിറത്തിലുള്ള പുറംതൊലി പുറത്ത്;
തിരുവനന്തപുരത്ത് ഒരു പിഞ്ചു കുഞ്ഞിനെയും കണ്ണൂരിൽ വിദ്യാർത്ഥി അടക്കം മൂന്നുപേരെയുമാണ് തെരുവ് നായ ആക്രമിച്ചത്,തിരുവനന്തപുരത്ത് ഒരു പിഞ്ചു കുഞ്ഞിനെയും കണ്ണൂരിൽ വിദ്യാർത്ഥി അടക്കം മൂന്നുപേരെയുമാണ് തെരുവ് നായ ആക്രമിച്ചത്
"ഷുഹൈബ് വധം: പിടികൂടിയത് യഥാർത്ഥ പ്രതികളെ, പൊലീസിന് രാഷ്ട്രീയ ലക്ഷ്യമില്ലെന്ന് ഉത്തരമേഖല ഡിജിപി","ഷുഹൈബ് വധം: പിടികൂടിയത് യഥാർത്ഥ പ്രതികളെ, പൊലീസിന് രാഷ്ട്രീയ ലക്ഷ്യമില്ലെന്ന് ഉത്തരമേഖല ഡിജിപി"
കയ്യേറ്റത്തെ അനുകൂലിച്ച് ജില്ലാ കലക്ടർ റിപ്പോർട്ട് നൽകിയത് നേരത്തെ വിവാദമായിരുന്നു,കയ്യേറ്റത്തെ അനുകൂലിച്ച് ജില്ലാ കലക്ടർ റിപ്പോർട്ട് നൽകിയത് നേരത്തെ വിവാദമായിരുന്നു
കോൺഗ്രസിന്റെ പ്രധാനമന്ത്രി സ്ഥാനാർഥിയായി മൽസരിക്കാൻ തയാറെന്ന് രാഹുൽ ഗാന്ധി,കോൺഗ്രസിന്റെ പ്രധാനമന്ത്രി സ്ഥാനാർഥിയായി മൽസരിക്കാൻ തയാറെന്ന് രാഹുൽ ഗാന്ധി
താരങ്ങളെ കുറിച്ച് കേൾക്കുമ്പോൾ പേടിതോന്നുന്നുവെന്ന് മന്ത്രി,താരങ്ങളെ കുറിച്ച് കേൾക്കുമ്പോൾ പേടിതോന്നുന്നുവെന്ന് മന്ത്രി
പെരിന്തൽമണ്ണയിൽ യുവാവിനെ തട്ടിക്കൊണ്ടുപോയ സംഭവം: രണ്ടു പേർ കൂടി അറസ്റ്റിൽ,പെരിന്തൽമണ്ണയിൽ യുവാവിനെ തട്ടിക്കൊണ്ടുപോയ സംഭവം: രണ്ടു പേർ കൂടി അറസ്റ്റിൽ
മത്സ്യത്തൊഴിലാളികളുടെ മക്കൾക്ക് ലാപ്ടോപ്പുകൾ വിതരണം ചെയ്തു,മത്സ്യത്തൊഴിലാളികളുടെ മക്കൾക്ക് ലാപ്ടോപ്പുകൾ വിതരണം ചെയ്തു
ഇന്തോനേഷ്യ ഓപ്പൺ: ഇന്ത്യക്ക് വീണ്ടും നിരാശ,ഇന്തോനേഷ്യ ഓപ്പൺ: ഇന്ത്യക്ക് വീണ്ടും നിരാശ
കോയീ താസാ ഹവാ ചലീ ഹേ അഭീ,കോയീ താസാ ഹവാ ചലീ ഹേ അഭീ
വിവാഹമോചനം നേടാതെ മറ്റൊരാളെ വിവാഹം കഴിച്ചു; യുവതിക്ക് നല്ലനടപ്പും ഒരു ലക്ഷം രൂപയും ശിക്ഷ,വിവാഹമോചനം നേടാതെ മറ്റൊരാളെ വിവാഹം കഴിച്ചു; യുവതിക്ക് നല്ലനടപ്പും ഒരു ലക്ഷം രൂപയും ശിക്ഷ
"പിണറായി വിജയൻ തന്നെയായിരിക്കും അടുത്ത മുഖ്യമന്ത്രി, സംശയം വേണ്ടെന്ന് തോമസ് ഐസക്ക്","പിണറായി വിജയൻ തന്നെയായിരിക്കും അടുത്ത മുഖ്യമന്ത്രി, സംശയം വേണ്ടെന്ന് തോമസ് ഐസക്ക്"
"ഭാര്യ ഇറക്കിവിട്ടെന്ന് പറഞ്ഞ് തട്ടിയത് കോടികൾ; ഇഎംസിസി ഡയറക്ടർ ഒരു തട്ടിപ്പ് വീരൻ, കോടികൾ നഷ്ടപ്പെട്ടത് നിരവധി പേർക്ക്","ഭാര്യ ഇറക്കിവിട്ടെന്ന് പറഞ്ഞ് തട്ടിയത് കോടികൾ; ഇഎംസിസി ഡയറക്ടർ ഒരു തട്ടിപ്പ് വീരൻ, കോടികൾ നഷ്ടപ്പെട്ടത് നിരവധി പേർക്ക്"
സൈന്യം വധിച്ച ഭീകരരുടെ മൃതദേഹങ്ങൾ പരിശോധിക്കുന്നതിനിടെയാണ് അപ്രതീക്ഷിതമായി മരിച്ചെന്ന് കരുതിയ ഒരു ഭീകരൻ ചാടിയെഴുന്നേറ്റ് വെടിയുതിർത്തത്,സൈന്യം വധിച്ച ഭീകരരുടെ മൃതദേഹങ്ങൾ പരിശോധിക്കുന്നതിനിടെയാണ് അപ്രതീക്ഷിതമായി മരിച്ചെന്ന് കരുതിയ ഒരു ഭീകരൻ ചാടിയെഴുന്നേറ്റ് വെടിയുതിർത്തത്
വിഷയത്തിൽ യൂത്ത് അകാലി ദളിന്റെ നേതൃത്വത്തിലും മറ്റും പഞ്ചാബിൽ,വിഷയത്തിൽ യൂത്ത് അകാലി ദളിന്റെ നേതൃത്വത്തിലും മറ്റും പഞ്ചാബിൽ
ഒരു ഡെബ്ട്ടർ എന്നെ മൈക്ക് ചെയ്യാൻ കഴിയുമോ?,ഒരു ഡെബ്ട്ടർ എന്നെ മൈക്ക് ചെയ്യാൻ കഴിയുമോ?
മദ്യം കുടിപ്പിച്ച് ഭർത്താവും കൂട്ടരും ചേർന്ന് യുവതിയെ ബലാത്സംഗം ചെയ്തു,മദ്യം കുടിപ്പിച്ച് ഭർത്താവും കൂട്ടരും ചേർന്ന് യുവതിയെ ബലാത്സംഗം ചെയ്തു
അഞ്ചരക്കണ്ടി പാളയം പൊനക്കൽ ശ്മശാന കൈയേറ്റം: ബിജെപി പഞ്ചായത്ത് ഓഫിസിനു മുൻപിൽ പ്രതിഷേധ ധർണ നടത്തി,അഞ്ചരക്കണ്ടി പാളയം പൊനക്കൽ ശ്മശാന കൈയേറ്റം: ബിജെപി പഞ്ചായത്ത് ഓഫിസിനു മുൻപിൽ പ്രതിഷേധ ധർണ നടത്തി
'കണ്ണീരൊപ്പാൻ കണ്ണനോടൊപ്പം' ദുരിതബാധിതർക്കായി പ്രാർഥിച്ച് ശ്രീകൃഷ്ണജയന്തി ആഘോഷം,'കണ്ണീരൊപ്പാൻ കണ്ണനോടൊപ്പം' ദുരിതബാധിതർക്കായി പ്രാർഥിച്ച് ശ്രീകൃഷ്ണജയന്തി ആഘോഷം
രാമേശ്വരം വഴി ധനുഷ്ക്കോടിയും കണ്ട് മടങ്ങാമെന്ന് ചിന്തിച്ച്,രാമേശ്വരം വഴി ധനുഷ്ക്കോടിയും കണ്ട് മടങ്ങാമെന്ന് ചിന്തിച്ച്
വായ ഉപ്പും വെള്ളവും ഉപയോഗിച്ച് കഴുകുക,വായ ഉപ്പും വെള്ളവും ഉപയോഗിച്ച് കഴുകുക
നടൻ സൂര്യക്ക് കോവിഡ് സ്ഥിതീകരിച്ചു; നടിപ്പിന് നായകന്റെ ട്വീറ്റ് നിമിഷങ്ങൾക്കകം വൈറൽ,നടൻ സൂര്യക്ക് കോവിഡ് സ്ഥിതീകരിച്ചു; നടിപ്പിന് നായകന്റെ ട്വീറ്റ് നിമിഷങ്ങൾക്കകം വൈറൽ
ദിലീപ് ഒന്നാം പ്രതി; അന്തിമതീരുമാനം ഇന്ന്,ദിലീപ് ഒന്നാം പ്രതി; അന്തിമതീരുമാനം ഇന്ന്
"പൗരത്വ ബില്ലിനോട് പ്രതിഷേധം, ദേശീയ പുരസ്കാരദാന ചടങ്ങ് ബഹിഷ്കരിക്കും എന്ന് സുഡാനി ഫ്രം നൈജീരിയ ടീം","പൗരത്വ ബില്ലിനോട് പ്രതിഷേധം, ദേശീയ പുരസ്കാരദാന ചടങ്ങ് ബഹിഷ്കരിക്കും എന്ന് സുഡാനി ഫ്രം നൈജീരിയ ടീം"
ഷാജോണിനോടുള്ള ചോദ്യം : പ്രണയ വിവാഹമായിരുന്നോ?,ഷാജോണിനോടുള്ള ചോദ്യം : പ്രണയ വിവാഹമായിരുന്നോ?
ലളിതം സുന്ദരം എന്ന സിനിമയിലും രഘുനാഥ് പലേരി അടുത്തിടെ അഭിനയിക്കുകയുണ്ടായി,ലളിതം സുന്ദരം എന്ന സിനിമയിലും രഘുനാഥ് പലേരി അടുത്തിടെ അഭിനയിക്കുകയുണ്ടായി
കോവിഡ് നശീകരണത്തിലെ പടയാളികളെ നെഞ്ചോടുചേർത്ത് രവീന്ദ്രൻ തൃക്കരിപ്പൂർ,കോവിഡ് നശീകരണത്തിലെ പടയാളികളെ നെഞ്ചോടുചേർത്ത് രവീന്ദ്രൻ തൃക്കരിപ്പൂർ
കുടിയന്മാർക്കൊരു ആശ്വാസവാർത്ത ! ഒടുവിൽ പേര് കിട്ടി; ഇനി ആപ്പ് ഡൌൺലോഡ് ചെയ്താൽ മതി,കുടിയന്മാർക്കൊരു ആശ്വാസവാർത്ത ! ഒടുവിൽ പേര് കിട്ടി; ഇനി ആപ്പ് ഡൌൺലോഡ് ചെയ്താൽ മതി
ദുഷ്ട ശക്തികളുടെയും അന്തിക്രിസ്തുവിന്റെയും പ്രതിരോധ പ്രാർത്ഥന,ദുഷ്ട ശക്തികളുടെയും അന്തിക്രിസ്തുവിന്റെയും പ്രതിരോധ പ്രാർത്ഥന
നോവകൈൻ ഉപയോഗിച്ചുള്ള ഇലക്ട്രോ ഫോർസിസ് - ഉപയോഗത്തിനുള്ള സൂചനകൾ,നോവകൈൻ ഉപയോഗിച്ചുള്ള ഇലക്ട്രോ ഫോർസിസ് - ഉപയോഗത്തിനുള്ള സൂചനകൾ
"കേരള കോൺഗ്രസ് ജോസ് വിഭാഗത്തെ യുഡിഎഫിൽ നിന്ന് പുറത്താക്കിയിട്ടില്ല, മാറ്റി നിർത്തുക മാത്രമാണ് ചെയ്തതെന്ന് രമേശ് ചെന്നിത്തല","കേരള കോൺഗ്രസ് ജോസ് വിഭാഗത്തെ യുഡിഎഫിൽ നിന്ന് പുറത്താക്കിയിട്ടില്ല, മാറ്റി നിർത്തുക മാത്രമാണ് ചെയ്തതെന്ന് രമേശ് ചെന്നിത്തല"
ബംഗളൂരു സോളാർ കേസിൽ ഉമ്മൻചാണ്ടി കുറ്റവിമുക്തൻ,ബംഗളൂരു സോളാർ കേസിൽ ഉമ്മൻചാണ്ടി കുറ്റവിമുക്തൻ
ഏഷ്യ കപ്പിൽ ശ്രീലങ്കക്കെതിരെ ഇന്ത്യക്ക് വിജയം,ഏഷ്യ കപ്പിൽ ശ്രീലങ്കക്കെതിരെ ഇന്ത്യക്ക് വിജയം
ശബരി പാത:  ദക്ഷിണ റെയിൽവേയുമായി ഇന്ന് മുഖ്യമന്ത്രിയുടെ ചർച്ച,ശബരി പാത:  ദക്ഷിണ റെയിൽവേയുമായി ഇന്ന് മുഖ്യമന്ത്രിയുടെ ചർച്ച
നെടുമങ്ങാട് അനധികൃത മദ്യകച്ചവടം നടത്തിയ പ്രതി പിടിയിൽ,നെടുമങ്ങാട് അനധികൃത മദ്യകച്ചവടം നടത്തിയ പ്രതി പിടിയിൽ
കളർ ഫോട്ടോസ്റ്റാറ്റ് മെഷീൻ ഉപയോഗിച്ച് കള്ളനോട്ടടി; തമിഴ്നാട് സ്വദേശി കൊണ്ടോട്ടിയിൽ അറസ്റ്റിലായി,കളർ ഫോട്ടോസ്റ്റാറ്റ് മെഷീൻ ഉപയോഗിച്ച് കള്ളനോട്ടടി; തമിഴ്നാട് സ്വദേശി കൊണ്ടോട്ടിയിൽ അറസ്റ്റിലായി
ആധാറിൽ സുപ്രീം കോടതി; മമത ബാനർജിയ്ക്ക് തിരിച്ചടി; കേന്ദ്രനിയമം അനുസരിക്കണം,ആധാറിൽ സുപ്രീം കോടതി; മമത ബാനർജിയ്ക്ക് തിരിച്ചടി; കേന്ദ്രനിയമം അനുസരിക്കണം
ജില്ലയിലെ ആദ്യത്തെ ഭൗമവിവര നഗരസഭയായി നെടുമങ്ങാട്,ജില്ലയിലെ ആദ്യത്തെ ഭൗമവിവര നഗരസഭയായി നെടുമങ്ങാട്
ജനനതീയതി വിവാദം ഒഴിവാക്കേണ്ടതായിരുന്നുവെന്ന് കരസേനാ മേധാവി,ജനനതീയതി വിവാദം ഒഴിവാക്കേണ്ടതായിരുന്നുവെന്ന് കരസേനാ മേധാവി
എതിർ താരത്തെ പിടിച്ചു തള്ളിയതിന് എംബാപ്പെക്ക് വിലക്ക്; മൂന്ന് മത്സരങ്ങൾ നഷ്ടമാകും,എതിർ താരത്തെ പിടിച്ചു തള്ളിയതിന് എംബാപ്പെക്ക് വിലക്ക്; മൂന്ന് മത്സരങ്ങൾ നഷ്ടമാകും
ബിബിൻ വധം: സാബിനൂളിൻെറ വീട്ടിൽനിന്ന് വാളുകൾ കണ്ടെടുത്തു,ബിബിൻ വധം: സാബിനൂളിൻെറ വീട്ടിൽനിന്ന് വാളുകൾ കണ്ടെടുത്തു
"എന്ന് , ലക്ഷ്മി പ്രിയ ഒപ്പ്","എന്ന് , ലക്ഷ്മി പ്രിയ ഒപ്പ്"
ട്രാഫിക് നിയമലംഘനം; ഈ തിയതിക്കകം പിഴ ഒടുക്കണം,ട്രാഫിക് നിയമലംഘനം; ഈ തിയതിക്കകം പിഴ ഒടുക്കണം
സിൻഡിക്കേറ്റ് ഭരണവും കൊള്ളയടിക്കലും നിലനിൽക്കുന്നടുത്തോളം കാലം ബംഗാളിൽ വികസനം സാധ്യമല്ലെന്ന് പ്രധാനമന്ത്രി,സിൻഡിക്കേറ്റ് ഭരണവും കൊള്ളയടിക്കലും നിലനിൽക്കുന്നടുത്തോളം കാലം ബംഗാളിൽ വികസനം സാധ്യമല്ലെന്ന് പ്രധാനമന്ത്രി
കൊഴുപ്പകറ്റി ശരീരസൗന്ദര്യം നിലനിർത്താൻ ചിയ ഡീറ്റോക്സ് ഡ്രിങ്ക്,കൊഴുപ്പകറ്റി ശരീരസൗന്ദര്യം നിലനിർത്താൻ ചിയ ഡീറ്റോക്സ് ഡ്രിങ്ക്
വിരലിൽ മഷിയടയാളം പുരട്ടി വോട്ടുചെയ്യുന്നതായി ഒപ്പിട്ടുനൽകിയാണ് വോട്ടിങ് മെഷീനടുത്ത് വോട്ടർ എത്തുന്നത്,വിരലിൽ മഷിയടയാളം പുരട്ടി വോട്ടുചെയ്യുന്നതായി ഒപ്പിട്ടുനൽകിയാണ് വോട്ടിങ് മെഷീനടുത്ത് വോട്ടർ എത്തുന്നത്
വീരമൃത്യു വരിച്ച ജവാൻ്റെ ഭാര്യയും സൈന്യത്തിലേയ്ക്ക്,വീരമൃത്യു വരിച്ച ജവാൻ്റെ ഭാര്യയും സൈന്യത്തിലേയ്ക്ക്
ദക്ഷിണേഷ്യയിലേക്ക് വാതിൽ തുറന്ന് ചൈന; നേപ്പാൾ അതിർത്തിയിലേക്കുളള നാലുവരി പാത ഗതാഗതത്തിന് തുറന്ന് കൊടുത്തു,ദക്ഷിണേഷ്യയിലേക്ക് വാതിൽ തുറന്ന് ചൈന; നേപ്പാൾ അതിർത്തിയിലേക്കുളള നാലുവരി പാത ഗതാഗതത്തിന് തുറന്ന് കൊടുത്തു
അമിതാഭ് ബച്ചന്റെ ബംഗ്ലാവ് കാണിക്കാമെന്ന് വാഗ്ദാനം ചെയ്ത് ഗൈഡ് വിദേശ വനിതയെ ബലാത്സംഗം ചെയ്തു,അമിതാഭ് ബച്ചന്റെ ബംഗ്ലാവ് കാണിക്കാമെന്ന് വാഗ്ദാനം ചെയ്ത് ഗൈഡ് വിദേശ വനിതയെ ബലാത്സംഗം ചെയ്തു
സൗദിയിൽ കോവിഡ് രോഗികളുടെ എണ്ണം ഇരുന്നൂറിന് താഴെയത്തി,സൗദിയിൽ കോവിഡ് രോഗികളുടെ എണ്ണം ഇരുന്നൂറിന് താഴെയത്തി
വിജിത് ഉഴമലയ്ക്കൽ എഴുതിയ ഫേസ്ബുക് പോസ്റ്റിൽ നിന്നും ശേഖരിച്ചത്,വിജിത് ഉഴമലയ്ക്കൽ എഴുതിയ ഫേസ്ബുക് പോസ്റ്റിൽ നിന്നും ശേഖരിച്ചത്
ആ രണ്ടു വേർപിരിയലുകളും നൽകിയത് ചെറിയ ആഘാതങ്ങളല്ല; ശാന്തി കൃഷ്ണ,ആ രണ്ടു വേർപിരിയലുകളും നൽകിയത് ചെറിയ ആഘാതങ്ങളല്ല; ശാന്തി കൃഷ്ണ
കൊച്ചിയിലെ റിസോർട്ടിൽ മകനൊപ്പം അവധി ആഘോഷിച്ച് നടി നവ്യ നായർ,കൊച്ചിയിലെ റിസോർട്ടിൽ മകനൊപ്പം അവധി ആഘോഷിച്ച് നടി നവ്യ നായർ
"വിദ്യാർഥിനിയുടെ സുരക്ഷ മുൻനിർത്തി, ആൾക്കൂട്ടത്തിനിടയിൽ നിന്നു രക്ഷിച്ചെടുക്കാൻ കൂടിയാണ് പൊലീസ് ശ്രമിച്ചതെന്ന് സിറ്റി പൊലീസ് കമ്മി","വിദ്യാർഥിനിയുടെ സുരക്ഷ മുൻനിർത്തി, ആൾക്കൂട്ടത്തിനിടയിൽ നിന്നു രക്ഷിച്ചെടുക്കാൻ കൂടിയാണ് പൊലീസ് ശ്രമിച്ചതെന്ന് സിറ്റി പൊലീസ് കമ്മി"
വിജിലൻസും സിബിഐ പ്രത്യേക കോടതിയും സ്വീകരിച്ച അതേ നിലപാടാണ് കേരള ഹൈക്കോടതിയും ചൂണ്ടിക്കാട്ടിയിരിക്കുന്നത്,വിജിലൻസും സിബിഐ പ്രത്യേക കോടതിയും സ്വീകരിച്ച അതേ നിലപാടാണ് കേരള ഹൈക്കോടതിയും ചൂണ്ടിക്കാട്ടിയിരിക്കുന്നത്
ആലത്തൂരിൽ ബിജുവിനെ തോൽപ്പിക്കാൻ രമ്യയ്ക്ക് സാധിക്കില്ലെന്ന് സർവേ,ആലത്തൂരിൽ ബിജുവിനെ തോൽപ്പിക്കാൻ രമ്യയ്ക്ക് സാധിക്കില്ലെന്ന് സർവേ
കുരുക്ക് മുറുകുന്നു? കൊടകര കുഴൽപ്പണ കേസിൽ ബിജെപി തൃശൂർ ജില്ലാ പ്രസിഡന്റിനെ ചോദ്യം ചെയ്യും,കുരുക്ക് മുറുകുന്നു? കൊടകര കുഴൽപ്പണ കേസിൽ ബിജെപി തൃശൂർ ജില്ലാ പ്രസിഡന്റിനെ ചോദ്യം ചെയ്യും
'സുന്ദരി' പരാമർശം: ബിജെപി നേതാവിന് മറുപടിയുമായി പ്രിയങ്ക,'സുന്ദരി' പരാമർശം: ബിജെപി നേതാവിന് മറുപടിയുമായി പ്രിയങ്ക
നടിയെ അക്രമിച്ച കേസ്: വിചാരണ പൂർത്തിയാക്കാൻ കൂടുതൽ സമയം തേടിയിരിക്കുന്നു,നടിയെ അക്രമിച്ച കേസ്: വിചാരണ പൂർത്തിയാക്കാൻ കൂടുതൽ സമയം തേടിയിരിക്കുന്നു
പന്ത്രണ്ടാമത്തെ സ്റ്റേഷൻ: യേശു ക്രൂശിൽ മരിച്ചുവീഴുന്നു,പന്ത്രണ്ടാമത്തെ സ്റ്റേഷൻ: യേശു ക്രൂശിൽ മരിച്ചുവീഴുന്നു
പ്രവാസി മലയാളികളെ കണ്ണീരിലാഴ്ത്തി  അയർലണ്ട് മലയാളി സണ്ണി എബ്രാഹം ഇളംകുളത്ത് നിര്യാതനായി,പ്രവാസി മലയാളികളെ കണ്ണീരിലാഴ്ത്തി  അയർലണ്ട് മലയാളി സണ്ണി എബ്രാഹം ഇളംകുളത്ത് നിര്യാതനായി
ആദ്യം മത്സരം ജയിച്ചതിന്റെ ആത്മവിശ്വാസവുമായാണ് ടീം ഇന്ത്യ ഇറങ്ങുന്നത്,ആദ്യം മത്സരം ജയിച്ചതിന്റെ ആത്മവിശ്വാസവുമായാണ് ടീം ഇന്ത്യ ഇറങ്ങുന്നത്
അസാധു നോട്ട് നിക്ഷേപം: അമിത് ഷാ ഡയറക്ടറായുള്ള ബാങ്കിന് ഒന്നാം സ്ഥാനം,അസാധു നോട്ട് നിക്ഷേപം: അമിത് ഷാ ഡയറക്ടറായുള്ള ബാങ്കിന് ഒന്നാം സ്ഥാനം
വന്യമൃഗ അക്രമ മരണങ്ങൾക്ക് വനം വകുപ്പിനെതിരെകൊലക്കുറ്റം ചുമത്തണം: ഇൻഫാം,വന്യമൃഗ അക്രമ മരണങ്ങൾക്ക് വനം വകുപ്പിനെതിരെകൊലക്കുറ്റം ചുമത്തണം: ഇൻഫാം
"ഏതെങ്കിലും ഫലവും സരസഫലങ്ങൾ - കൂടുതൽ, മെച്ചപ്പെട്ട;","ഏതെങ്കിലും ഫലവും സരസഫലങ്ങൾ - കൂടുതൽ, മെച്ചപ്പെട്ട;"
തികഞ്ഞ ആത്മവിശ്വാസമുണ്ടെന്നും ഇത്തരം ആരോപണങ്ങൾ കേരളത്തിൽ വിലപ്പോവില്ലെന്നും,തികഞ്ഞ ആത്മവിശ്വാസമുണ്ടെന്നും ഇത്തരം ആരോപണങ്ങൾ കേരളത്തിൽ വിലപ്പോവില്ലെന്നും
പ്രവാസികളെ നാട്ടിലെത്തിക്കാൻ നടപടി സ്വീകരിക്കണം - റുവൈസ് കെഎംസിസി,പ്രവാസികളെ നാട്ടിലെത്തിക്കാൻ നടപടി സ്വീകരിക്കണം - റുവൈസ് കെഎംസിസി
മുഖ്യമന്ത്രിയും സ്ഥാനമേറ്റ മറ്റ് മന്ത്രിമാരും സത്യപ്രതിജ്ഞാ വേദിയിൽ,മുഖ്യമന്ത്രിയും സ്ഥാനമേറ്റ മറ്റ് മന്ത്രിമാരും സത്യപ്രതിജ്ഞാ വേദിയിൽ
ഇന്ത്യയുടെ അഭിമാനം; അഭിനന്ദൻ വർദ്ധമാന് ഗ്രൂപ്പ് ക്യാപ്റ്റനായി സ്ഥാനക്കയറ്റം,ഇന്ത്യയുടെ അഭിമാനം; അഭിനന്ദൻ വർദ്ധമാന് ഗ്രൂപ്പ് ക്യാപ്റ്റനായി സ്ഥാനക്കയറ്റം
ആശുപത്രിക്കായി ഏറ്റെടുത്ത സ്ഥലം മാലിന്യം കുഴിച്ചിടാനുള്ള ഇടമാക്കി ദേവസ്വം,ആശുപത്രിക്കായി ഏറ്റെടുത്ത സ്ഥലം മാലിന്യം കുഴിച്ചിടാനുള്ള ഇടമാക്കി ദേവസ്വം
പുരോഗമനമുഖം മൂടിയണിയാൻ വേണ്ടിയുള്ള മോദിയുടെ കള്ളവും പൊളിയുന്നു: വിവാഹിതരായ സ്ത്രീകൾ പാസ്പോർട്ടിൽ പേരുമാറ്റണം എന്നൊരു നിയമം മുൻപും ഉണ്ടായിരുന്നില്ല,പുരോഗമനമുഖം മൂടിയണിയാൻ വേണ്ടിയുള്ള മോദിയുടെ കള്ളവും പൊളിയുന്നു: വിവാഹിതരായ സ്ത്രീകൾ പാസ്പോർട്ടിൽ പേരുമാറ്റണം എന്നൊരു നിയമം മുൻപും ഉണ്ടായിരുന്നില്ല
വിസ മാറാതെ തന്നെ ജോലി മാറാം; കൊറോണയിൽ വിറങ്ങലിച്ചിരിക്കുന്ന വിദേശികൾക്ക് കൂടുതൽ ഇളവുകളുമായി യുഎഇ,വിസ മാറാതെ തന്നെ ജോലി മാറാം; കൊറോണയിൽ വിറങ്ങലിച്ചിരിക്കുന്ന വിദേശികൾക്ക് കൂടുതൽ ഇളവുകളുമായി യുഎഇ
ഐഫോൺ ഫാക്ടറി തകർത്തത് 'വെറുതെയല്ല'; കൂലി കൊടുത്തില്ലെന്ന് സമ്മതിച്ച് കമ്പനി; മുതിർന്ന ഉദ്യോഗസ്ഥരെ തെറിപ്പിച്ചു,ഐഫോൺ ഫാക്ടറി തകർത്തത് 'വെറുതെയല്ല'; കൂലി കൊടുത്തില്ലെന്ന് സമ്മതിച്ച് കമ്പനി; മുതിർന്ന ഉദ്യോഗസ്ഥരെ തെറിപ്പിച്ചു
