Input Sentences,Output Sentences,Grammatical Error
"-वेद धूलिया, प्रकाश धूलिया, उप संभागीय विपणन अधिकारी","-वेद प्रकाश धूलिया, उप संभागीय विपणन अधिकारी",1
कृषि क्षेत्र पर भी पूरा ध्यान,कृषि क्षेत्र पर भी पूरा ध्यान,0
शायद आपने यही पूछ्ा है कि ऐसे में क्या किया जाये?,शायद आपने यही पूछा है कि ऐसे में क्या किया जाये?,1
छात्र संघ में तमभेद नहीं,छात्र संघ में मतभेद नहीं,1
बंद होती है सख्ती तो महिलाएं उड़ाने लगती हैं सोशल की धज्जियां,बंद होती है सख्ती तो महिलाएं उड़ाने लगती हैं सोशल डिस्टेंसिंग की धज्जियां,1
हिंदी न्यूज़ उत्तर प्रदेश गंगापार चेन खींचकर ट्रेन रोकने वाले दो को पकड़ा,हिंदी न्यूज़ उत्तर प्रदेश गंगापार चेन खींचकर ट्रेन रोकने वाले दो को पकड़ा,0
रि-अपीयर का रिजल्ट घोषित न करने पर एनएसयूआई मुखर,रि-अपीयर का रिजल्ट घोषित न करने पर एनएसयूआई मुखर,0
"- भोपाल से रिपोर्ट मिलने का इंतजार, संदिग्ध मॉनीटरिग में","- भोपाल से रिपोर्ट मिलने का इंतजार, संदिग्ध मॉनीटरिंग में",1
बैंक कभी भी नहीं मांगता यह जानकीारी,बैंक कभी भी नहीं मांगता यह जानकारी,1
रिषभ पंत ने छोड़ा शॉन मार्श का कैच,रिषभ पंत ने छोड़ा शॉन मार्श का कैच,0
इन चीजोंध को अधिक मात्रा में खाएं:,इन चीजों को अधिक मात्रा में खाएं:,1
-२०७ से आगेनहीं बढ़ी ट्रिपर की संख्या,-२०७ से आगे नहीं बढ़ी ट्रिपर की संख्या,1
प्रसिद्ध रेस्तरां नाम और उनकी कहानियां,प्रसिद्ध रेस्तरां नाम और उनकी कहानियां,0
रंगों में पाये  जाने वाले रसायनों से हो सकता है कैंसर,रंगों में पाये जाने वाले रसायनों से हो सकता है कैंसर,1
"पढें, सेना के बेकाबू ट्रक ने ली चार लोगों की जान","पढें, सेना के बेकाबू ट्रक ने ली चार लोगों की जान",0
"अनहद नाद : उनकी बगिया में फूल, हमारा भी प्रतिकूल","अनहद नाद : उनकी बगिया में फूल, हमारा मौसम भी प्रतिकूल",1
रिहाई मंच ने आज लखनऊ के तरकारी मंडी चौक में चलाया हस्ताक्षर अभियान,रिहाई मंच ने आज लखनऊ के तरकारी मंडी चौक में चलाया हस्ताक्षर अभियान,0
डायरिया में बच्चों के लिए जीवनरक्षक है ओआरएस,डायरिया में बच्चों के लिए जीवनरक्षक है ओआरएस,0
- नाक में पपड़ी जमना,- नाक में पपड़ी जमना,0
"करोोना की चपेट में आईं भोजपुरी एक्ट्रेस आम्रपाली दुबे, खुद को किया होम क्वारंटीन","कोरोना की चपेट में आईं भोजपुरी एक्ट्रेस आम्रपाली दुबे, खुद को किया होम क्वारंटीन",1
टिकरिया गांव देखे विकास कार्य,टिकरिया गांव में देखे विकास कार्य,1
पंजाब पुलिस ने सुमित कुमार को मोहाली मोहाली से किया गिरफ्तार,पंजाब पुलिस ने सुमित कुमार को मोहाली से किया गिरफ्तार,1
झारखंड से निकलकर दूसरे राज्यों में भी फैला धर्मकोड का आ ंदोलन,झारखंड से निकलकर दूसरे राज्यों में भी फैला धर्मकोड का आंदोलन,1
हिंदुस्तान दैनिक ने केजरीवाल को मिले बहुमत पर लिखी- केजरीवाल ने फिर झाड़ू फिराई।,हिंदुस्तान दैनिक ने केजरीवाल को मिले बहुमत पर हेडलाइन लिखी- केजरीवाल ने फिर झाड़ू फिराई।,1
शांगरीबराग में कब लगेगा डंगा,शांगरीबाग में कब लगेगा डंगा,1
हिंदी न्यूज़ उत्तराखंड कोटद्वार शोभा यात्राो के साथ गणेश महोत्सव का शुभारंभ,हिंदी न्यूज़ उत्तराखंड कोटद्वार शोभा यात्रा के साथ गणेश महोत्सव का शुभारंभ,1
आज रद रहेगा पेसेंजर बदं,आज रद रहेगा पेसेंजर बंद,1
आग पर काबू पाने के सिखाय तरीके,आग पर काबू पाने के सिखाये तरीके,1
लखनऊ : पोस्टमार्टम रिपोर्ट से खुलेगा बंद मकान में युवक मौत की का राज,लखनऊ : पोस्टमार्टम रिपोर्ट से खुलेगा बंद मकान में युवक की मौत का राज,1
पर बढ़ी रसोई गैस की डिमांड,होली पर बढ़ी रसोई गैस की डिमांड,1
लंदन हम लावर का नाम ख़ालिद मसूद,लंदन हमलावर का नाम ख़ालिद मसूद,1
कांग्रेस उपा्धयक्ष राहुल गांधी ने आज हनुमानगढ़ी मंदिर में पूजा अर्चना की।,कांग्रेस उपाध्यक्ष राहुल गांधी ने आज हनुमानगढ़ी मंदिर में पूजा अर्चना की।,1
ओलंपिक के बाद चमचमाती जगह ऐसे जाती है वीरान खंडहर,ओलंपिक के बाद चमचमाती जगह ऐसे बन जाती है वीरान खंडहर,1
जागरण संवाददाता रामगढ़ गोला थाना पुलिस ने अवैध हथियार की करने के एक गिरो,जागरण संवाददाता रामगढ़ गोला थाना पुलिस ने अवैध हथियार की खरीद-बिक्री करने के एक गिरो,1
प्रयागराज में गंगा का पानी साफ,प्रयागराज में गंगा का पानी साफ,0
क्या कहते हैं पीड़िता के रिश्तेदार गांव वाले,क्या कहते हैं पीड़िता के रिश्तेदार और गांव वाले,1
इस साल शिक्षकों के घर भेजी जा रह ी हैं मूल्यांकन की कॉपियां,इस साल शिक्षकों के घर भेजी जा रही हैं मूल्यांकन की कॉपियां,1
एनडीटीवी के के मालिकों यहां छापे की खबरें जी न्यूज जोरशोर से दिखा रहा,एनडीटीवी के मालिकों के यहां छापे की खबरें जी न्यूज जोरशोर से दिखा रहा,1
इस शारीरिक दुर्बलत दूर में है सहायक “नाभी”,इस शारीरिक दुर्बलत दूर में है सहायक “नाभी”,0
हिंदी न्यूज़ उत्तरांड रुद्रपुर बरा में नगर कीर्तन का हुआ भव्य स्वागत,हिंदी न्यूज़ उत्तराखंड रुद्रपुर बरा में नगर कीर्तन का हुआ भव्य स्वागत,1
बारे में दो मोबाइल नंबरों की निगरानी सामने आये तथ्यों के आधार पर,बारे में दो मोबाइल नंबरों की निगरानी से सामने आये तथ्यों के आधार पर,1
मुख्यमंत्री भाजपा पर उनकी सरकार को अस्थिर करने का आरोप लगा रहे हैं,मुख्यमंत्री भाजपा पर उनकी सरकार को अस्थिर करने का आरोप लगा रहे हैं,0
"शिला देवी दरबार में भक्तों की उमड़ रही भीड़, श्रद्धा की राह बनी मुश्किल","शिला देवी दरबार में भक्तों की उमड़ रही भीड़, श्रद्धा की राह बनी मुश्किल",0
पुलिस अधिकारियों से मिलकर व्यवसायियों ने मांगी अधिकारियों सुरक्षा,पुलिस अधिकारियों से मिलकर व्यवसायियों ने मांगी सुरक्षा,1
किसी भी तरफ का कोई विवाद न इसलिए सीमावर्ती क्षेत्र के सभी पशुपालकों,किसी भी तरफ का कोई विवाद न हो इसलिए सीमावर्ती क्षेत्र के सभी पशुपालकों,1
जीत एक और बार हार का स्वाद चखते रहे हैं।,जीत और एक बार हार का स्वाद चखते रहे हैं।,1
क्या शादी के डेढ़ महीने बाद गर्भवती है नेहा कक्कड़ ? तसवीर करती है इशारा,क्या शादी के डेढ़ महीने बाद गर्भवती है नेहा कक्कड़ ? तस्वीर करती है इशारा,1
"कुलपति ने आगे बढ़ाईप्रक्रिया, शिक्षकों ने सौंपे चार नाम","कुलपति ने आगे बढ़ाई प्रक्रिया, शिक्षकों ने सौंपे चार नाम",1
नई जनसंख्या नीतिः वसीम रिजवी ने मुसलमानों पर दिया फिर विवादित बयान,नई जनसंख्या नीतिः वसीम रिजवी ने मुसलमानों पर दिया फिर विवादित बयान,0
अनंत सिंह पर सबसे ज्यादा केस,अनंत सिंह पर सबसे ज्यादा केस,0
देश में आयरिश मॉस कैसे विकसित करें?,देश में आयरिश मॉस कैसे विकसित करें?,0
न्यूज़ हिंदी उत्तर प्रदेश मऊ दो सरकारी समेत प्राइवेट अस्पतालों में हुआ टीकाकरण,हिंदी न्यूज़ उत्तर प्रदेश मऊ दो सरकारी समेत प्राइवेट अस्पतालों में हुआ टीकाकरण,1
आईसीयू की स्थापना हुई पर नहीं चालू किया जा सका,आईसीयू की स्थापना हुई पर चालू नहीं किया जा सका,1
दिल के कोने में छुपे अहसासों की हानी,दिल के कोने में छुपे अहसासों की कहानी,1
डबललेन की चपेटमें आएगा नसवाल का ट्रांसफार्मर,डबललेन की चपेट में आएगा नसवाल का ट्रांसफार्मर,1
दो दिन पहले लालू ने साधा था केंद्र और मोदी पर निशाना,दो दिन पहले लालू ने साधा था केंद्र और मोदी पर निशाना,0
"दोपहिया वाहन चोरों का दबोचा, गैंग दबोचा, छह गिरफ्तार","दोपहिया वाहन चोरों का गैंग दबोचा, छह गिरफ्तार",1
जेब में पर्स नहीं रखते अखिलेश याव,जेब में पर्स नहीं रखते अखिलेश यादव,1
इन कामों मिल को सकती है प्राथमिकता,इन कामों को मिल सकती है प्राथमिकता,1
तेल के बालों के लिए शैंपू,तेल के बालों के लिए शैंपू,0
जागरण संवाददाता आसनसोल आस्था के संस्थापक स्वर्गीय घासीराम अग्रवाल की नौवीं पुण्यतिथि सोमवार,जागरण संवाददाता आसनसोल आस्था के संस्थापक स्वर्गीय घासीराम अग्रवाल की नौवीं पुण्यतिथि सोमवार,0
कोबरापोस्ट : पैसे ेलकर बीजेपी के सपोर्ट के लिए तैयार संभावना सेठ,कोबरापोस्ट : पैसे लेकर बीजेपी के सपोर्ट के लिए तैयार संभावना सेठ,1
"अब आप भी दिल खोलकर करें शॉपिंग, बिलल भरेगा ये शख्स!","अब आप भी दिल खोलकर करें शॉपिंग, बिल भरेगा ये शख्स!",1
"ममता की मोदी को चुनौती, 'हिम्मत है तो मुझे गिरफ्तार करो'","ममता की मोदी को चुनौती, 'हिम्मत है तो मुझे गिरफ्तार करो'",0
ग्राम सेवा शिविर से बदलेगी शाहनगर की तस्वीर : कले्टर,ग्राम सेवा शिविर से बदलेगी शाहनगर की तस्वीर : कलेक्टर,1
शहरीकरण से आदिवासियों की मंझी परगना और प्रधानी व्यवस्था हो ज ायेगी खत्म,शहरीकरण से आदिवासियों की मंझी परगना और प्रधानी व्यवस्था हो जायेगी खत्म,1
मप्र कांग्रेस कमेटी में सचिव सचिव रह चुका है,मप्र कांग्रेस कमेटी में सचिव रह चुका है,1
"बंगाल से हुआ विरोध, कहा- दो हुआ खुराफाती दिमाग एंजियों का गलत इस्तेमाल कर रहे","बंगाल से हुआ विरोध, कहा- दो खुराफाती दिमाग एंजियों का गलत इस्तेमाल कर रहे",1
"एनसीपी के टिकट से लड़ चुकी है चुनाव, अब कर सकती है बीजेपी ज्वाइन","एनसीपी के टिकट से लड़ चुकी है चुनाव, अब कर सकती है बीजेपी ज्वाइन",0
और मुस्कराने प रभी है मजबूर आदमी,और मुस्कराने पर भी है मजबूर आदमी,1
अरुणाचल पर्देश भारत का एक अभिन्न और अविभाज्य हिस्सा,अरुणाचल प्रदेश भारत का एक अभिन्न और अविभाज्य हिस्सा,1
दोनों लड़कियों की कहानी सुनपुलिस के उड़े होश,दोनों लड़कियों की कहानी सुन पुलिस के उड़े होश,1
डोरंडा में पुलि सदिखा रही सख्ती,डोरंडा में पुलिस दिखा रही सख्ती,1
"साइना नेहवाल की बायोपिक से श्रद्धा बाहर, अब इस हीरोइन को मिल गया रोल","साइना नेहवाल की बायोपिक से श्रद्धा बाहर, अब इस हीरोइन को मिल गया रोल",0
समुदाय को जागरूक करने में यूनिसेफ का सहयोग महत्वपूर्ण,समुदाय को जागरूक करने में यूनिसेफ का सहयोग महत्वपूर्ण,0
अपने जज्बे से बीमारी को जीता,अपने जज्बे से बीमारी को जीता,0
कौन है बंगा के कोयला घोटाले की मैडम नरूला?,कौन है बंगाल के कोयला घोटाले की मैडम नरूला?,1
'बोस की मौत दुर्घटना में नहीं हईु','बोस की मौत दुर्घटना में नहीं हुई',1
इवांका नहीं समझती मीडिया को,इवांका नहीं समझती मीडिया को दुश्मन,1
बजरंग दल कार्यकर्ताओं ने डीएम सौंपा ज्ञापन,बजरंग दल कार्यकर्ताओं ने डीएम को सौंपा ज्ञापन,1
-बिठूर में दो और कल्याणपुर में एक लूट की वारदात हुई,-बिठूर में दो और कल्याणपुर में एक लूट की वारदात हुई,0
नेशनल बर्न सेंटर के डॉ केसवानी ने त्चादान के बारे में कई महत्वपूर्ण जानकारियाँ दी।,नेशनल बर्न सेंटर के डॉ केसवानी ने त्वचादान के बारे में कई महत्वपूर्ण जानकारियाँ दी।,1
ओडीओपी भंडार और प्रर्शनी गृह बनाए जाएंगे,ओडीओपी भंडार और प्रदर्शनी गृह बनाए जाएंगे,1
"-लिफ्ट का ेंसर फेल होने की आशंका, पुलिस जांच में जुटी","-लिफ्ट का सेंसर फेल होने की आशंका, पुलिस जांच में जुटी",1
क्या कहना है भारत में टिकटॉक प्रमुख का,क्या कहना है भारत में टिकटॉक प्रमुख का,0
पदमावती पर भाजयुमो ने विरोध जताया,पदमावती पर भाजयुमो ने जताया विरोध,1
अभियान बाजारों में चला सफाई अभियान,बाजारों में चला सफाई अभियान,1
जानिए कहां है ये प्वाइट्स प्वाइट्स,जानिए कहां है ये प्वाइट्स,1
आदिवासी युवाओं ने किया भारत-पाक सीमा का भ्रमण,आदिवासी युवाओं ने किया भारत-पाक सीमा का भ्रमण,0
सुन्नी मतें गीत-संगीत से दिया महिला सशक्तिकरण का संदेश,सुन्नी में गीत-संगीत से दिया महिला सशक्तिकरण का संदेश,1
क्या वह कानूनी या पैरिएगल अध्ययन या अन्य किसी क्षेत्र में शिक्षा है?,क्या वह कानूनी या पैरिएगल अध्ययन या किसी अन्य क्षेत्र में शिक्षा है?,1
रजबपुर थाना क्षेत्र के गांव अतरासी कलां निवासी अमीनुद्दीन और नसीम पक्ष,रजबपुर थाना क्षेत्र के गांव अतरासी कलां निवासी अमीनुद्दीन और नसीम पक्ष,0
कायाकल्प योजना व उपलब्ध संसाधनों की कर सकती है समीक्षा,"अनुदान, कायाकल्प योजना व उपलब्ध संसाधनों की कर सकती है समीक्षा",1
"फिर बंद हुआ मसूरी-देहरादून मार्ग, जाम","फिर बंद हुआ मसूरी-देहरादून मार्ग, लगा जाम",1
हिंदी न्यूज़ बिहार मधुबनी निचले इलाके में नाव का सहाूरा,हिंदी न्यूज़ बिहार मधुबनी निचले इलाके में नाव का सहारा,1
देश में सबसे अधिक काम गया दिहाड़ी मजदूरों ा,देश में सबसे अधिक काम गया दिहाड़ी मजदूरों का,1
रमाानुजन के शोध प्रबन्ध का सार,रामानुजन के शोध प्रबन्ध का सार,1
देश के लिए गोल्ड जीतना सपना,देश के लिए गोल्ड जीतना सपना,0
"किसी फिल्म की कहानी जैसी हैं ये कहानी, जानिए पूरा ाममला","किसी फिल्म की कहानी जैसी हैं ये कहानी, जानिए पूरा मामला",1
पुलिस ने सोमवार को बताया कि घटना के बाद से आरोपी फरार है।,पुलिस ने सोमवार को बताया कि घटना के बाद से आरोपी फरार है।,0
दिल्ली पुलिस के सिपाही ने खुदकुशी,दिल्ली पुलिस के सिपाही ने खुदकुशी की,1
में अनुबंध स्पष्ट नहीं है स्थिति,अनुबंध में स्पष्ट नहीं है स्थिति,1
"आम चुनाव स्थगित करने पर चर्चा कर सकती हैं जिया, हसीना","आम चुनाव स्थगित करने पर चर्चा कर सकती हैं जिया, हसीना",0
मसूरी में बारि के बाद भूस्खलन,मसूरी में बारिश के बाद भूस्खलन,1
कैंपेन के के पोस्टर लिए हुईं न्यूड,कैंपेन के पोस्टर के लिए हुईं न्यूड,1
हंिदी न्यूज़ बिहार लखीसराय साविकपुर पैक्स वोटरलिस्ट में बड़े पैमाने पर गड़बड़ी,हिंदी न्यूज़ बिहार लखीसराय साविकपुर पैक्स वोटरलिस्ट में बड़े पैमाने पर गड़बड़ी,1
पर्यावरण को लेकर लोगों में ाकरूकता बढ़ी,पर्यावरण को लेकर लोगों में जाकरूकता बढ़ी,1
नौकरी के लिए निकाला था ऑनलाइन विज्ञापन,नौकरी के लिए निकाला था ऑनलाइन विज्ञापन,0
हर हाल में रेल सेव को शुरू करना चाहता है रेलवे,हर हाल में रेल सेवा को शुरू करना चाहता है रेलवे,1
कुमंविनि कर्मचारी संगठन की प्रबंधन से वार्ता आज,कुमंविनि कर्मचारी संगठन की प्रबंधन से वार्ता आज,0
"लोग वरना क्यों ये कहेंगे कि, मैं विद्वान हूँ।","लोग वरना क्यों कहेंगे ये कि, मैं विद्वान हूँ।",1
"आज जारी होंगे ग्रोथ रेट के आंकड़े, कोरोना का दिखेगा प्रभाव","आज जारी होंगे जीडीपी ग्रोथ रेट के आंकड़े, कोरोना का दिखेगा प्रभाव",1
शपथ लेने जा रही महिला प्रधान को हिारसत में लिया,शपथ लेने जा रही महिला प्रधान को हिरासत में लिया,1
भड़वान पंचायत ेमं मनरेगा काम के दौरान पेश आया हादसा,भड़वान पंचायत में मनरेगा काम के दौरान पेश आया हादसा,1
वेडिंग प्लानर बन गई है अभिनेत्री तापसी पन्नू,वेडिंग प्लानर बन गई है अभिनेत्री तापसी पन्नू,0
"इरादों को अपनी,मंज़िल तक पहुँचाने","इरादों को अपनी,मंज़िल तक पहुँचाने",0
आप कर सकते हैं आवेदन या नहीं? यहां देखें शैक्षणिक योग्यता,आप कर सकते हैं आवेदन या नहीं? यहां देखें शैक्षणिक योग्यता,0
बुलाने बैठक के ये हैं राजनीतिक मायने,बैठक बुलाने के ये हैं राजनीतिक मायने,1
नदी म ें स्विमिंग कर रही युवती का पानी में इंतजार कर रहा था खौफनाक 'राक्षस'!,नदी में स्विमिंग कर रही युवती का पानी में इंतजार कर रहा था खौफनाक 'राक्षस'!,1
मोक्षमार्ग की : प्राप्ति के लिए क्षमा का मार्ग आवश्यक है : आचार्यश्री निर्भय सागर,मोक्षमार्ग की प्राप्ति के लिए क्षमा का मार्ग आवश्यक है : आचार्यश्री निर्भय सागर,1
किसान समस्याओं को लेकर इंसाफ को सेना का प्रदर्शन,किसान समस्याओं को लेकर इंसाफ सेना का प्रदर्शन,1
परिवार से घटना के बारे में जानकारी पुलिस के अफसर।,परिवार से घटना के बारे में जानकारी लेते पुलिस के अफसर।,1
"डांस नहीं किया, पा्रटी के चुनाव चिह्न पतंग का इशारा किया","डांस नहीं किया, पार्टी के चुनाव चिह्न पतंग का इशारा किया",1
अवैध खनन : जुर्माना न जमा करने करने वाले ठेकेदार पर केस,अवैध खनन : जुर्माना न जमा करने वाले ठेकेदार पर केस,1
"बाइक सवारों ने युवक छीना से मोबाइल, एक आरोपित गिरफ्तार","बाइक सवारों ने युवक से छीना मोबाइल, एक आरोपित गिरफ्तार",1
किसान ीक आत्महत्या को विधानसभा में उठाएगी  कांग्रेस: अजय कुमार लल्लू,किसान की आत्महत्या को विधानसभा में उठाएगी  कांग्रेस: अजय कुमार लल्लू,1
सगड़क पर खुले बिजली के पैनल बॉक्स में आग लग गई,सड़क पर खुले बिजली के पैनल बॉक्स में आग लग गई,1
गुर्जर आंदोलन ी: सीकर में पुलिस और प्रदर्शनकारियों के बीच झड़प,गुर्जर आंदोलन : सीकर में पुलिस और प्रदर्शनकारियों के बीच झड़प,1
"रूस ने अमेरिका दी चेतावनी, वेनेजुएला के मामले में दखल अब और नहीं","रूस ने अमेरिका को दी चेतावनी, वेनेजुएला के मामले में दखल अब और नहीं",1
खत् महोगी बिजली की आंख-मिचौली,खत्म होगी बिजली की आंख-मिचौली,1
दंगे तो जिंदगी का हिस्सा!,दंगे तो जिंदगी का हिस्सा!,0
तालाब में तैरता मिला दो दिन से गायब किसान का शव,तालाब में तैरता मिला दो दिन से गायब किसान का शव,0
ने केकेआर विकेटकीपर बल्लेबाज दिनेश कार्तिक,केकेआर ने विकेटकीपर बल्लेबाज दिनेश कार्तिक,1
पीडि़ पक्ष का है यह आरोप,पीडि़त पक्ष का है यह आरोप,1
लगातार बारिश से खेतों में ही झड़ गए दाने,लगातार बारिश से खेतों में ही झड़ गए दाने,0
मामले की जानकारी लेत पुलिस - फोटो : अमर उजाला,मामले की जानकारी लेती पुलिस - फोटो : अमर उजाला,1
"तरनतारन के भिखीविंड में मेहनताना मांगने पर मजदूर की टांग तोड़ी, सड़क किनारे फेंका","तरनतारन के भिखीविंड में मेहनताना मांगने पर मजदूर की टांग तोड़ी, सड़क किनारे फेंका",0
इवांका ने की पीएम मोदी कीत तारीफ,इवांका ने की पीएम मोदी की तारीफ,1
नोटबंदी फैसले के एक साल पूर्ण होने पर भाजपा ने की सभा,नोटबंदी के फैसले के एक साल पूर्ण होने पर भाजपा ने की सभा,1
दरद्नाक हालत में हुई थी मौत,दर्दनाक हालत में हुई थी मौत,1
जब रावण की चली है।,जब रावण औ'कंस की चली है।,1
देश में बढ़ता जा रहा है कोरोना का कहर,देश में बढ़ता जा रहा है कोरोना का कहर,0
एनडीए की संकल्प रैली ऐतिहासिक होगी: िधायक,एनडीए की संकल्प रैली ऐतिहासिक होगी: विधायक,1
मां के रिटायरमंट के पैसे से की सिक्योरिटी सर्विस की शुरूआत,मां के रिटायरमेंट के पैसे से की सिक्योरिटी सर्विस की शुरूआत,1
इसे भी पढ़ें : अब कॉल ड्राप होने पर दूरसंचार कंपनियां करेंगी भुगतान,इसे भी पढ़ें : अब कॉल ड्राप होने पर दूरसंचार कंपनियां करेंगी भुगतान,0
देवबंद के प्रेमी चार समेत लोगों पर रुड़की में मुकदमा दर्ज,देवबंद के प्रेमी समेत चार लोगों पर रुड़की में मुकदमा दर्ज,1
हिंदी न्यूज़ उत्तराखंड पिथौरागढ़ नगर में नशे के खिलाफ चलाया जाएगा अभियान,हिंदी न्यूज़ उत्तराखंड पिथौरागढ़ नगर में नशे के खिलाफ चलाया जाएगा अभियान,0
कीचड़ में मस्ती करता दिखा हाथी,कीचड़ में मस्ती करता दिखा हाथी,0
"पिता ने कहा, बेटी की मौत की जांच जल्द पूरी हो","पिता ने कहा, बेटी की मौत की जांच जल्द पूरी हो",0
"देर से पहुंची पुलिस, बोर्ड ने खदेड़ा","देर से पहुंची पुलिस, बोर्ड ने खदेड़ा",0
फर्जी टेंडर का ठेकेदार भी से तय,फर्जी टेंडर का ठेकेदार भी पहले से तय,1
हिंदी न्यूज़ बिहार मुजफ्फरपुर बंदरा में बाढ़ राहत के लिए उगाही की शिकायत,हिंदी न्यूज़ बिहार मुजफ्फरपुर बंदरा में बाढ़ राहत के लिए उगाही की शिकायत,0
इंडिविजुअल इवेंट में भारत के दूसरे गोल्ड मेडलिस्ट,इंडिविजुअल इवेंट में भारत के दूसरे गोल्ड मेडलिस्ट,0
एसएमएस के जरिए भी जानकारी ले सकते हैं,एसएमएस के जरिए भी जानकारी ले सकते हैं,0
आदेश के बावजूद नहीं हाई लगी सिक्योरिटी नंबर प्लेट,आदेश के बावजूद नहीं लगी हाई सिक्योरिटी नंबर प्लेट,1
यूरिया नीति के खिलाफ उर्वरक विक्रेताओं का आज बंद,यूरिया नीति के खिलाफ उर्वरक विक्रेताओं का आज बंद,0
परिषदीय विद्यालयों में शिक्षामित्र और अनुदेशकों के मानदेय का भुगतान अब अनुदेशकों पीएमएफएस के जरिए होगा।,परिषदीय विद्यालयों में शिक्षामित्र और अनुदेशकों के मानदेय का भुगतान अब पीएमएफएस के जरिए होगा।,1
सीए मसे मिलने पहुंचे आर्मी जवान को धक्के देकर खदेड़ा,सीएम से मिलने पहुंचे आर्मी जवान को धक्के देकर खदेड़ा,1
"गोरखपुर में मस्जिद पर लगाया पाकिस्तान का झंडा, तनाव","गोरखपुर में मस्जिद पर लगाया पाकिस्तान का झंडा, तनाव",0
मोदी के कटआउट जैसी पांच फुट सात इं चकी किताब की धूम,मोदी के कटआउट जैसी पांच फुट सात इंच की किताब की धूम,1
पुलिस ने दोनों को भेजा जेल,पुलिस ने दोनों को भेजा जेल,0
जम्मू-कश्मीर: त्राल में सुरक्षाबलों और आतंकियों के बीच मुठभेड़ जारी,जम्मू-कश्मीर: त्राल में सुरक्षाबलों और आतंकियों के बीच मुठभेड़ जारी,0
सिविल-मैकेनिकल आदि कोर ब्रांचेज के छात्रों को दिक्कत,सिविल-मैकेनिकल आदि कोर ब्रांचेज के छात्रों को दिक्कत,0
"न्याय मिले, कैसे पुलिस केस ही नहीं दर्ज करती","न्याय कैसे मिले, पुलिस केस ही नहीं दर्ज करती",1
किशोरी के भगानेक ा मामला,किशोरी के भगाने का मामला,1
शतकवीर पुजारा के बारे में साथी खिलाड़ी विजय ने दिया ये बयान,शतकवीर पुजारा के बारे में साथी खिलाड़ी विजय ने दिया ये बयान,0
'आप' विधायकों का सदन से वाकआउट - फोटो : अमर उजाला,'आप' विधायकों का सदन से वाकआउट - फोटो : अमर उजाला,0
"धमकी, अपराध को अंजमा देने का प्रयास आदि भी जु्र्म में शामिल","धमकी, अपराध को अंजाम देने का प्रयास आदि भी जु्र्म में शामिल",1
"़ना मानक के ममता हॉस्पिटल में की जा रहक थी सर्जरी, होगा सील","़ना मानक के ममता हॉस्पिटल में की जा रहक थी सर्जरी, होगा सील",0
साजिशन आप का रेट रा गया है ज्यादा,साजिशन आप का रेट रखा गया है ज्यादा,1
ईरान में इजरायल खिलाफ के आक्रोश,ईरान में इजरायल के खिलाफ आक्रोश,1
उपायुक्त ने उपायुक्त सभी वरीय अधिकारियों को सौंपी जिम्मेदारी,उपायुक्त ने सभी वरीय अधिकारियों को सौंपी जिम्मेदारी,1
