Input Sentences,Output Sentences,Grammatical Error
கொரோனா அச்சம் வேணட்ாம்: ஊக்கம் தரும் உளவியலாளர்கள் கருத்து,கொரோனா அச்சம் வேண்டாம்: ஊக்கம் தரும் உளவியலாளர்கள் கருத்து,1
பருப்பு மற்றும் உருளைக்கிழங்கு கொண்டு சூப் - செய்முறை,பருப்பு மற்றும் உருளைக்கிழங்கு கொண்டு சூப் - செய்முறை,0
ஆஸ்திரேலியா கோரிக்கையாளர்கள் சென்ற இலங்கையின் தஞ்சக் கோரிக்கையாளர்கள் திருப்பி அனுப்பப்படுகின்றனர்,ஆஸ்திரேலியா சென்ற இலங்கையின் தஞ்சக் கோரிக்கையாளர்கள் திருப்பி அனுப்பப்படுகின்றனர்,1
அறிவிப்பு உதாரணம் கடிதம் மூலம் ராஜினாமா,அறிவிப்பு கடிதம் உதாரணம் மூலம் ராஜினாமா,1
எதிர்பார்த்ததை விட மிகப்பெரிய வரவேற்பு கிடைத்திருக்கிறது - கோடியில் ஒருவன் தயாரிப்பாளர் நம்பிக்கை!,எதிர்பார்த்ததை விட மிகப்பெரிய வரவேற்பு கிடைத்திருக்கிறது - கோடியில் ஒருவன் தயாரிப்பாளர் நம்பிக்கை!,0
முறையான பயிற்சி தர 'கேங்மேன்'கள் கோரிக்கை,முறையான பயிற்சி தர 'கேங்மேன்'கள் கோரிக்கை,0
வவுனியாவில் நாள் காத்துநிற்கும் கணக்கில் யாழ் பயணிகள்,வவுனியாவில் நாள் கணக்கில் காத்துநிற்கும் யாழ் பயணிகள்,1
நிறுவனம் தொடர்ந்து புதிய வடிவமைப்பு உருவாக்குகிறது மற்றும் செயல்படுத்துகிறது;,நிறுவனம் தொடர்ந்து புதிய வடிவமைப்பு யோசனைகளை உருவாக்குகிறது மற்றும் செயல்படுத்துகிறது;,1
வீரருக்கு கரோனா : சென்னை - டெல்லி ஐபிஎல்் போட்டி சந்தேகம்!,வீரருக்கு கரோனா : சென்னை - டெல்லி ஐபிஎல் போட்டி சந்தேகம்!,1
உயி்காக்கும் வீரியமிக்க மருந்துகள் அனைத்து மருத்துவக் கல்லூரிகளுக்கும் அனுப்பப்பட்டுள்ளன,உயிர்காக்கும் வீரியமிக்க மருந்துகள் அனைத்து மருத்துவக் கல்லூரிகளுக்கும் அனுப்பப்பட்டுள்ளன,1
தமிழகத்தில் உள்ளாட்சி பதவிகள் கூவிக் கூவி ஆணையம் எச்சரிக்கை,தமிழகத்தில் உள்ளாட்சி பதவிகள் கூவிக் கூவி விற்பனை! ஆணையம் எச்சரிக்கை,1
பரீட்சை அனுமதி அட்டையை சுவாவமித் தட்டில் வைத்து வணங்கிய மாணவிக்கு நேர்ந்த கதி,பரீட்சை அனுமதி அட்டையை சுவாமித் தட்டில் வைத்து வணங்கிய மாணவிக்கு நேர்ந்த கதி,1
பக்கத்தில் போட்டோவை எப்போது மாட்டுவோமென,பக்கத்தில் நமது போட்டோவை எப்போது மாட்டுவோமென,1
இவர் ஆசிரியராக இருந்து வெளியிட்ட,இவர் ஆசிரியராக இருந்து வெளியிட்ட இதழ்கள்,1
இது தொடர்பாக மேலதிகமான உலகச் செய்திகளை தெரிந்து கொள்,இது தொடர்பாக மேலதிகமான உலகச் செய்திகளை தெரிந்து கொள்,0
மார்க்கெட்டிங் பொருட்கள் வடிவமைப்பதில் நீங்கள் அனுபவம் உள்ளதா?,மார்க்கெட்டிங் பொருட்கள் வடிவமைப்பதில் நீங்கள் அனுபவம் உள்ளதா?,0
"இந்நிலையில் பாமக நிறுவனர் ராமதாஸ் வாழ்த்து வெளியிட்டுள்ள டிவிட்டர் வாழ்த்து செய்தியில்,","இந்நிலையில் பாமக நிறுவனர் ராமதாஸ் வெளியிட்டுள்ள டிவிட்டர் வாழ்த்து செய்தியில்,",1
கொரோனா அச்சம்: வைரஸால் அமெரிக்காவில் சிறை கைதிகள் விடுதலை மற்றும் பிற செய்திகள்,கொரோனா வைரஸால் அச்சம்: அமெரிக்காவில் சிறை கைதிகள் விடுதலை மற்றும் பிற செய்திகள்,1
ஜெர்மனியில்   எதிமர்க்கட்சிகள் ஆதரவுடன் ஏஞ்சலா மெர்க்கல் மீண்டும் ஆட்சி அமைக்கிறார்,ஜெர்மனியில்   எதிர்க்கட்சிகள் ஆதரவுடன் ஏஞ்சலா மெர்க்கல் மீண்டும் ஆட்சி அமைக்கிறார்,1
கொரோனாவை எதிர்த்து போராடுபவர்களை பாராட்டும் விதத்திலும் அது தொடர்பில்,கொரோனாவை எதிர்த்து போராடுபவர்களை பாராட்டும் விதத்திலும் அது தொடர்பில்,0
விக்கினேஸ்வரனின் பெயருக்கு களங்கம் ஏற்படும் விதத்தில் இந்திய ஊடகம்,விக்கினேஸ்வரனின் பெயருக்கு களங்கம் ஏற்படும் விதத்தில் இந்திய ஊடகம்,0
உங்கள் அனுபவத்தைப் பற்றி பொதுவான பேட்டி கேள்விகள்,உங்கள் அனுபவத்தைப் பற்றி பொதுவான பேட்டி கேள்விகள்,0
மிகு அவ குகைமுக் கோணமுச் சாணாக்கிப்,அவ மிகு குகைமுக் கோணமுச் சாணாக்கிப்,1
இந்திய டெஸ்ட் உடன்ன சங்கா ஓய்வு,இந்திய டெஸ்ட் உடன் சங்கா ஓய்வு,1
ராணுவத்தில் சேர பயிற்சி பெற்றவர் பலி  உடலை வாங்க மறுத்துப ோராட்டம்,ராணுவத்தில் சேர பயிற்சி பெற்றவர் பலி  உடலை வாங்க மறுத்து போராட்டம்,1
வாங்குவோர் தாம் கொள்ள விரும்பும் பொருட்களைப் பெற்றுக் கொள்ள விற்போருக்கு உரிய முறையில்,வாங்குவோர் தாம் விரும்பும் பொருட்களைப் பெற்றுக் கொள்ள விற்போருக்கு உரிய முறையில்,1
டிக்கெட்டுக்களை திருடிய பிரித்தானியப் பிரஜைக்கு விளக்கமறியல்,டிக்கெட்டுக்களை திருடிய பிரித்தானியப் பிரஜைக்கு விளக்கமறியல்,0
"உங்கள் வாடிக்கையாளர்கள் நேர்மறை சொற்களின் வாயிலாக சிறந்த வாகனமாக இருக்கிறார்கள், ஆனால் உங்களைப் பற்றி நீங்கள் எப்படிப் பேசலாம்?","உங்கள் வாடிக்கையாளர்கள் நேர்மறை சொற்களின் வாயிலாக சிறந்த வாகனமாக இருக்கிறார்கள், ஆனால் உங்களைப் பற்றி நீங்கள் எப்படிப் பேசலாம்?",0
"கேரள மாநிலத்தின் அபூர்வமான இந்தக் கோயிலைத் தரிசிக்க, பக்தர்கள் தினமும் ஏராளமான பக்தர்கள் திரண்டு வருகின்றனர், ஆலயத்துக்கு!","கேரள மாநிலத்தின் அபூர்வமான இந்தக் கோயிலைத் தரிசிக்க, தினமும் ஏராளமான பக்தர்கள் திரண்டு வருகின்றனர், ஆலயத்துக்கு!",1
குயிரா ஓகா - வீடு,குயிரா ஓகா - பறவைகள் வீடு,1
வளங்கள் இருப்பதாலேயே அழிக்கப்பட்ட வைரம் பாய்ந்த நாடு சியரா லியோன்!,வளங்கள் இருப்பதாலேயே அழிக்கப்பட்ட வைரம் பாய்ந்த நாடு சியரா லியோன்!,0
விரிவான கருப்பையில்இருந்து குடல்களில் வலுவான அழுத்தம்;,விரிவான கருப்பையில் இருந்து குடல்களில் வலுவான அழுத்தம்;,1
ஜூன் மாதத்தில் ஜோஷ் ஹார்ட்நெட் மற்றும் தாம்சன் எக்டர்டன்,ஜூன் மாதத்தில் ஜோஷ் ஹார்ட்நெட் மற்றும் தாம்சன் எக்டர்டன்,0
இந்தோனேசியாவில் சக்தி வாய்ந்த நிலநடுக்கம்: சுனாமி எச்சரிக்கை,இந்தோனேசியாவில் சக்தி வாய்ந்த நிலநடுக்கம்: சுனாமி எச்சரிக்கை விடுப்பு,1
கடன் அதிகம் வாங்குகிறோமே என்ற கவலை ஒரு பக்கம் வந்தாலும் மற்றொரு,கடன் அதிகம் வாங்குகிறோமே என்ற கவலை ஒரு பக்கம் வந்தாலும் மற்றொரு,0
மக்களின் தமிழ் வலி இப்போது புரிகிறது!,தமிழ் மக்களின் வலி இப்போது புரிகிறது!,1
கணவர் இறந்த துக்கத்தில உயிரிழந்த மனைவி,கணவர் இறந்த துக்கத்தில் உயிரிழந்த மனைவி,1
"டேங்கர் லாரி மோதியிதில் தொழிலாளி, முதியவர் பலி","டேங்கர் லாரி மோதியதில் தொழிலாளி, முதியவர் பலி",1
இதேநாளில் நடந்த ிபற முக்கிய நிகழ்வுகள் வருமாறு:-,இதேநாளில் நடந்த பிற முக்கிய நிகழ்வுகள் வருமாறு:-,1
பாஜக அரசுன்னு ஒரு வார்த்தை சொல்லியிருக்கலாமே: கமலைக கிண்டல் செய்யும் நெட்டிசன்கள்!,பாஜக அரசுன்னு ஒரு வார்த்தை சொல்லியிருக்கலாமே: கமலை கிண்டல் செய்யும் நெட்டிசன்கள்!,1
"மூடப்படுவதால், இந்த விநியோகங்கள் அனைத்தும் கொலன்னாவ மற்றும் முத்துராஜவெல","மூடப்படுவதால், இந்த விநியோகங்கள் அனைத்தும் கொலன்னாவ மற்றும் முத்துராஜவெல",0
மாநகர யாழ் மேயர் மணிவண்ணனை நீதிமன்றில் முற்படுத்துவதற்காக ரிஐடியால் யாழ்ப்பாணம் கொண்டு செல்லப்பட்டார்!,யாழ் மாநகர மேயர் மணிவண்ணனை நீதிமன்றில் முற்படுத்துவதற்காக ரிஐடியால் யாழ்ப்பாணம் கொண்டு செல்லப்பட்டார்!,1
பொருள்கள் வைத்த இடத்தை மறந்து ோபவது,பொருள்கள் வைத்த இடத்தை மறந்து போவது,1
"""ஐபிஎல்-க்கு பிறகு அணி இருக்கிறது"" - தோல்விக்கு பிறகு உண்மையை உடைத்த பும்ரா!","""ஐபிஎல்-க்கு பிறகு அணி சோர்வாக இருக்கிறது"" - தோல்விக்கு பிறகு உண்மையை உடைத்த பும்ரா!",1
ஆண்களுக்கு நிகர் இந்த அனார்கலி !,ஆண்களுக்கு நிகர் இந்த அனார்கலி !,0
பொதுமக்கள் அனைவரும் குறிப்பிடப்பட்ட கிராம உத்தியோகத்தர் பிரிவுகளில் உள்ள மத்திய நிலையங்களுக்கு சென்று தமக்கான தடுப்பூசிகளை தயக்கமின்றி பெற்றுக்கொள்ளமுடியும்,பொதுமக்கள் அனைவரும் குறிப்பிடப்பட்ட கிராம உத்தியோகத்தர் பிரிவுகளில் உள்ள மத்திய நிலையங்களுக்கு சென்று தமக்கான தடுப்பூசிகளை தயக்கமின்றி பெற்றுக்கொள்ளமுடியும்,0
கற்பிட்டிக்கு வே்ளட் விஷன் லங்கா உதவி,கற்பிட்டிக்கு வேள்ட் விஷன் லங்கா உதவி,1
"ரொபினல்சன் உலங்குவானூர்தியும், ஓமானில் நிற்காத கப்பலும் - கலாநிதி சேரமான்","ரொபின்சன் உலங்குவானூர்தியும், ஓமானில் நிற்காத கப்பலும் - கலாநிதி சேரமான்",1
மாஸ்க் அணியாதவர்களுக்கு மும்பை மாநகராட்சி நூதன நூதன தண்டனை!,மாஸ்க் அணியாதவர்களுக்கு மும்பை மாநகராட்சி நூதன தண்டனை!,1
"யார் இவர்கள், எதற்கு பாராட்டு? இந்தப்","யார் இவர்கள், எதற்கு இந்தப் பாராட்டு?",1
விஜய்யின் சூப்பர் ஹிட் பட இயக்குனரின் அடுத்த படத்தில் கௌதம் கார்த்திக்: புதிய தகவல்,விஜய்யின் சூப்பர் ஹிட் பட இயக்குனரின் அடுத்த படத்தில் கௌதம் கார்த்திக்: புதிய தகவல்,0
செம்மணி வளையல் - குப்ரின் அலெக்சாந்தர்,செம்மணி வளையல் - அலெக்சாந்தர் குப்ரின்,1
"அக்கடிதத்தில் மேலும் குறிப்பிடப்பட் டடுள்ளதாவது, சகல இனங்கள் மற்றும் சகல மதங்களுக்கிடையில்","அக்கடிதத்தில் மேலும் குறிப்பிடப்பட் டுள்ளதாவது, சகல இனங்கள் மற்றும் சகல மதங்களுக்கிடையில்",1
கார்ல் மார்க்ஸ்: ஏன் நாம் அவருக்கு நன்றி கூற வேண்டும்?,கார்ல் மார்க்ஸ்: ஏன் நாம் அவருக்கு நன்றி கூற வேண்டும்?,0
ராமஜெயம் கொலை வழக்கில் திடீர் திருப்பம் - அதிமுக பெண் கவுன்சிலர் சிக்கினார்,ராமஜெயம் கொலை வழக்கில் திடீர் திருப்பம் - அதிமுக பெண் கவுன்சிலர் சிக்கினார்,0
இந்த ஊராட்சியில் அமைந்துள்ள ிற்றூர்களின் பட்டியல்:,இந்த ஊராட்சியில் அமைந்துள்ள சிற்றூர்களின் பட்டியல்:,1
இயேசுவின்ம ரணம் ஒரு புதிய வாழ்வின் தொடக்கம்,இயேசுவின் மரணம் ஒரு புதிய வாழ்வின் தொடக்கம்,1
நெட்வரொ்க் உங்கள் அடுத்த வாழ்க்கை முன்னேற்றம் நோக்கி உங்கள் வழி,நெட்வொர்க் உங்கள் அடுத்த வாழ்க்கை முன்னேற்றம் நோக்கி உங்கள் வழி,1
"ஜாதகத்தில் உள்ள தோஷங்களுக்கான பரிகாரத்தை ஜோதிடரிடம் இருந்து கேட்டுத் தெரிந்துகொள்கிற மாதிரி, நம் பொருளாதாரத்தைக் குறைவில்லாமல் நிறைவேற்றகி் கொள்வதற்கு,","ஜாதகத்தில் உள்ள தோஷங்களுக்கான பரிகாரத்தை ஜோதிடரிடம் இருந்து கேட்டுத் தெரிந்துகொள்கிற மாதிரி, நம் பொருளாதாரத்தைக் குறைவில்லாமல் நிறைவேற்றிக் கொள்வதற்கு,",1
"சிதம்பரத்தில் சுவர் விளம்பரங்கள் அழிப்பு,  தேர்தல் துறை அதிரடி நடவடிக்கை","சிதம்பரத்தில் சுவர் விளம்பரங்கள் அழிப்பு,  தேர்தல் துறை அதிரடி நடவடிக்கை",0
ப்ளான்களை பேசிக் சூப்பர் ப்ளான்களாக்கிய ஏர்டெல்!,பேசிக் ப்ளான்களை சூப்பர் ப்ளான்களாக்கிய ஏர்டெல்!,1
கேள்வி: இவை திட்டமிடப்பட்ட முறையில் நடைபெற்றனவா? அல்லது கண்மூடித்தனமாக முறையில் நடைபெற்றனவா?,கேள்வி: இவை திட்டமிடப்பட்ட முறையில் நடைபெற்றனவா? அல்லது கண்மூடித்தனமாக முறையில் நடைபெற்றனவா?,0
"தொழிலாளர்களுக்கு விவசாயிகள், சலுகையுள்ள பட்ஜெட்: முத்ரா கடன் திட்டத்துக்கு பெண்கள் வரவேற்பு","விவசாயிகள், தொழிலாளர்களுக்கு சலுகையுள்ள பட்ஜெட்: முத்ரா கடன் திட்டத்துக்கு பெண்கள் வரவேற்பு",1
"நீதிபதி இளஞ்செழியன் மீதான தாக்குதலை கண்டித்து நாளை வடக்கு, கிழக்கில் கவனயீர்ப்பு போராட்டங்களை நடத்த அழைப்பு!","நீதிபதி இளஞ்செழியன் மீதான தாக்குதலை கண்டித்து நாளை வடக்கு, கிழக்கில் கவனயீர்ப்பு போராட்டங்களை நடத்த அழைப்பு!",0
"அமெரிக்காவில் வேலை பார்த்துக் கொண்டிருந்த காரணததால், அத்தனை","அமெரிக்காவில் வேலை பார்த்துக் கொண்டிருந்த காரணத்தால், அத்தனை",1
நாட்டின் வன வளத்தை பாதுகாப்பதற்கு அரசாங்கம் பல்வேறு நடவடிக்கைகளை எடுத்திருப்பதாக ஜனாதிபதி தெரிவிப்பு,நாட்டின் வன வளத்தை பாதுகாப்பதற்கு அரசாங்கம் பல்வேறு நடவடிக்கைகளை எடுத்திருப்பதாக ஜனாதிபதி தெரிவிப்பு,0
"காலங்கள் மாறிவிட்டாலும் காலத்தால் அழிக்க முடியாத காராக விளங்கும் இந்த காருக்கு, இப்போதும் செம டிமாண்ட்!","காலங்கள் மாறிவிட்டாலும் காலத்தால் அழிக்க முடியாத காராக விளங்கும் இந்த காருக்கு, இப்போதும் செம டிமாண்ட்!",0
கங்கா மோகினி ஆட்டம் ஆடுற மாதிரி ஒரு சீன் வைக்கக் கூடாதா டைர்டர்,கங்கா மோகினி ஆட்டம் ஆடுற மாதிரி ஒரு சீன் வைக்கக் கூடாதா டைரக்டர்,1
சூரியனைந ெருங்கி மாயமான ஐசான்; சிதறியதில் சிறு துண்டு தப்பியதாக தகவல்,சூரியனை நெருங்கி மாயமான ஐசான்; சிதறியதில் சிறு துண்டு தப்பியதாக தகவல்,1
"பொங்கலும் நிவேதனம் செய்து, வழிபட்டால், வீட்டில் மங்கலம்","பொங்கலும் நிவேதனம் செய்து, வழிபட்டால், வீட்டில் மங்கலம்",0
ராஜிதவை சிைறக்கு மாற்றும் நடவடிக்கை நிறுத்தம்!,ராஜிதவை சிறைக்கு மாற்றும் நடவடிக்கை நிறுத்தம்!,1
விசேட தேவையுடையோரின் புனர்வாழ்வுக்கு நிதி வழங்க சுகாதார அமைச்சு இணக்கம்!,விசேட தேவையுடையோரின் புனர்வாழ்வுக்கு நிதி வழங்க சுகாதார அமைச்சு இணக்கம்!,0
பண்டிகை திருமணம் போன்ற நிகழ்ச்சிகளில் புதிய ஆடைகள் பொருட்களை,பண்டிகை திருவிழா திருமணம் போன்ற நிகழ்ச்சிகளில் புதிய ஆடைகள் பொருட்களை,1
காபி பயனுள்ள மற்றும் தீங்கு பண்புகள்,காபி பயனுள்ள மற்றும் தீங்கு பண்புகள்,0
குறைந்தவ ிலையில் குடிநீர் வழங்க ஏற்பாடு,குறைந்த விலையில் குடிநீர் வழங்க ஏற்பாடு,1
கடலில் விளையும் உப்புக்கும் மலையில் ிளையும் நார்த்தைக்கும் என்ன உறவு? ஒரே ஜாடிக்குள் எப்படி ஊறுகாயாகின்றன?,கடலில் விளையும் உப்புக்கும் மலையில் விளையும் நார்த்தைக்கும் என்ன உறவு? ஒரே ஜாடிக்குள் எப்படி ஊறுகாயாகின்றன?,1
சுமந்திரன் மற்றும் சிறிதரன் கியோர் விஜயம்,சுமந்திரன் மற்றும் சிறிதரன் ஆகியோர் விஜயம்,1
பிரதமர் தலைமையில் நிக்கரவட்டியவில் என்டர்பிரைஸ் ஸ்ரீலங்கா  விசேட கருமபீடம் ன்று திறப்பு,பிரதமர் தலைமையில் நிக்கரவட்டியவில் என்டர்பிரைஸ் ஸ்ரீலங்கா  விசேட கருமபீடம் இன்று திறப்பு,1
ஒரு பரிந்துரை கடிதம் மற்றும் ஒரு குறிப்பு கடிதம் இடையே வயேறுபாடு,ஒரு பரிந்துரை கடிதம் மற்றும் ஒரு குறிப்பு கடிதம் இடையே வேறுபாடு,1
டகன் நெருக்கடி: இழுத்து மூடப்படும் ஏர்செல் நிறுவனம்??,கடன் நெருக்கடி: இழுத்து மூடப்படும் ஏர்செல் நிறுவனம்??,1
"காதலியை, கண்டக்டருடன் சேர்ந்து கற்பழித்து கொன்ற டிரைவர்","காதலியை, கண்டக்டருடன் சேர்ந்து கற்பழித்து கொன்ற டிரைவர்",0
"கூடவே, குழந்தையின் மனநிலையைப் பற்றி யோசிக்காமல், தன் வார்த்தைகளால்","கூடவே, குழந்தையின் மனநிலையைப் பற்றி யோசிக்காமல், தன் வார்த்தைகளால்",0
நியூசிலாந்து - இலங்கை: தப்பிக்குமா,நியூசிலாந்து - இலங்கை: தப்பிக்குமா இலங்கை?,1
“இந்த வழக்கு உங்களுக்ககுச் சவால் நிறைந்ததாக இருந்ததா?”,“இந்த வழக்கு உங்களுக்குச் சவால் நிறைந்ததாக இருந்ததா?”,1
வல்லூர் மின் மின் நிலையம் உற்பத்தி நிறுத்தம்,வல்லூர் மின் நிலையம் மின் உற்பத்தி நிறுத்தம்,1
சோகத்தில் அதிதி - தொடரும் கஷ்டம்!,சோகத்தில் அதிதி குடும்பம்: - தொடரும் கஷ்டம்!,1
நவீன மேம்பட்ட பற்றி அறிவது;,நவீன மேம்பட்ட தொழில்நுட்பங்களைப் பற்றி அறிவது;,1
விடுதலைச் சிறுத்தைகள் கட்சியின் பொதுச்செயலர் ரவிக்குமார்,விடுதலைச் சிறுத்தைகள் கட்சியின் பொதுச்செயலர் ரவிக்குமார்,0
செப்டம்பர் மாதத்திற்குள் நாட்டை முழுமையாகத ிறக்க வாய்ப்பு  -இராணுவ தளபதி,செப்டம்பர் மாதத்திற்குள் நாட்டை முழுமையாக திறக்க வாய்ப்பு  -இராணுவ தளபதி,1
யாழ்ப்பாண பல்கலைக் கழக மாணவர் ்ஒன்றியத்தினால் ஏற்பாடு செய்யப்பட்ட மாவீரர் தின நினைவேந்தல் நிகழ்வு,யாழ்ப்பாண பல்கலைக் கழக மாணவர் ஒன்றியத்தினால் ஏற்பாடு செய்யப்பட்ட மாவீரர் தின நினைவேந்தல் நிகழ்வு,1
"சம்பா, கார் பட்டங்களுக்கு ஏற்ற கரு்ததக்கார்!","சம்பா, கார் பட்டங்களுக்கு ஏற்ற கருத்தக்கார்!",1
பாலிவுட் நடிகை பாலிவுட் ஜாக்குலின் பெர்னாண்டஸ்க்கு எதிராக கிரிமினல் வழக்கு,பாலிவுட் நடிகை ஜாக்குலின் பெர்னாண்டஸ்க்கு எதிராக கிரிமினல் வழக்கு,1
நமது சிறைச்சாலைகள் மனிதர்களுக்காக மனிதர்களால் நடத்தப்படும் அமைப்புகளாக ப்போது மாறும்?,நமது சிறைச்சாலைகள் மனிதர்களுக்காக மனிதர்களால் நடத்தப்படும் அமைப்புகளாக எப்போது மாறும்?,1
நாளை சென்னை மேற்கு மாம் பலத்தில் ஸ்ரீமஹாபெரியவா மார்கழி உற்சவம்,நாளை சென்னை மேற்கு மாம்பலத்தில் ஸ்ரீமஹாபெரியவா மார்கழி உற்சவம்,1
"புதிய  வெப் ப்ரவுஸர் ,கூகுள் க்ரோம்காண சரியான போட்டி வந்தாச்சு","புதிய  வெப் ப்ரவுஸர் ,கூகுள் க்ரோம்காண சரியான போட்டி வந்தாச்சு",0
"கால்நடை சிகிச்சை வளாகம் கால்நடை மருத்துவ கல்லுாரி மற்றும் ஆராய்ச்சி நிலையம்,","கால்நடை சிகிச்சை வளாகம் கால்நடை மருத்துவ கல்லுாரி மற்றும் ஆராய்ச்சி நிலையம்,",0
"கோழி, காளான்கள் மற்றும் சீஸ் கொண்டு செய்முறையை கேக் - செய்முறை","கோழி, காளான்கள் மற்றும் சீஸ் கொண்டு செய்முறையை கேக் - செய்முறை",0
யாருக்கு கடன் தள்ளுபடி செய்தீர்கள்? பிரியங்கா :,யாருக்கு கடன் தள்ளுபடி செய்தீர்கள்? : பிரியங்கா,1
ஆளுநர் அதிரடி - அதிர்ச்சியில் எடப்பாடி?,ஆளுநர் அதிரடி அறிவிப்பு - அதிர்ச்சியில் எடப்பாடி?,1
வில்சன் கொலை ழக்கில் குற்றவாளிகளுக்கு தண்டனை கிடைக்க அரசு தீவிர நடவடிக்கை எடுக்க வேண்டும்,வில்சன் கொலை வழக்கில் குற்றவாளிகளுக்கு தண்டனை கிடைக்க அரசு தீவிர நடவடிக்கை எடுக்க வேண்டும்,1
இந்தியாவை எதிர்த்து அனைத்தும் சீனாவிடம்ச சென்றுவிட்டது!,இந்தியாவை எதிர்த்து அனைத்தும் சீனாவிடம் சென்றுவிட்டது!,1
ங்கர் படத்தில் நடிக்க  மறுப்பு  தெரிவித்த  வடிவேலு!,ஷங்கர் படத்தில் நடிக்க  மறுப்பு  தெரிவித்த  வடிவேலு!,1
இப்படியெல்லாம் ஜனக ஹிருதயத்தை இதோ பாருங்கள்:,இப்படியெல்லாம் ஊஞ்சலாடும் ஜனக ஹிருதயத்தை இதோ பாருங்கள்:,1
இந்த பீடத்திற்கான கோவில்களாகக் கருதப்படும் இடங்கள்:,இந்த பீடத்திற்கான கோவில்களாகக் கருதப்படும் இடங்கள்:,0
"''சென்னை மாகாணத்திலேயே நமக்கு எதிரான தீவிரவாதிகள், பயங்கரவாதிகள் உண்டுக என்றால், அது நெல்லை ஜில்லாவில் இயங் கியவர்கள்தான் துரை அவர்களே!''","''சென்னை மாகாணத்திலேயே நமக்கு எதிரான தீவிரவாதிகள், பயங்கரவாதிகள் உண்டு என்றால், அது நெல்லை ஜில்லாவில் இயங் கியவர்கள்தான் துரை அவர்களே!''",1
கள்ளக்குறிச்சி அரசு மருத்துவ கல் லூரிக்கு அடிக்கல் நாட்டினார் முதல்வர்,கள்ளக்குறிச்சி அரசு மருத்துவ கல்லூரிக்கு அடிக்கல் நாட்டினார் முதல்வர்,1
அமைச்சரவையில் இடமளிக்காதது இஸ்லாமியர்களுக்கு இழைக்கும் துரோகம் - திருமாவளவன் குற்றச்சாட்டு,அமைச்சரவையில் இடமளிக்காதது இஸ்லாமியர்களுக்கு இழைக்கும் துரோகம் - திருமாவளவன் குற்றச்சாட்டு,0
"அவள் கால் வந்த நம்பரைப் பார்த்துச் சொல்ல, செல்வமுருகன் தன்","அவள் கால் வந்த நம்பரைப் பார்த்துச் சொல்ல, செல்வமுருகன் தன்",0
"மன்னார், மாந்தை சந்தியில் திருக்கேதீஸ்வர ஆலயத்தின்","மன்னார், மாந்தை சந்தியில் திருக்கேதீஸ்வர ஆலயத்தின்",0
லிஸ்டில் மூலம் பொருட்களை வாங்கி கேஷ் பேக் பெற்றிடுங்கள்,இந்த லிஸ்டில் மூலம் பொருட்களை வாங்கி கேஷ் பேக் பெற்றிடுங்கள்,1
இந்த வழி தடத்தில் இயங்கும் பிற ரயில்இகள்,இந்த வழி தடத்தில் இயங்கும் பிற ரயில்கள்,1
இரத்த சர்க்கரை குறைபாடுடன் தொடர்புடைய டிஸ்க்குகளின் ஏழை ஊட்டச்சத்து;,இரத்த சர்க்கரை குறைபாடுடன் தொடர்புடைய டிஸ்க்குகளின் ஏழை ஊட்டச்சத்து;,0
? ஜெயலலிதாவின் சிகிச்சைக்கு ஆன செலவ யார் கொடுப்பார்கள்?,? ஜெயலலிதாவின் சிகிச்சைக்கு ஆன செலவை யார் கொடுப்பார்கள்?,1
சற்றுமுன்னர் செய்தி: கிடைத்த நாடு முழுமையாக முடக்கப்படாது,சற்றுமுன்னர் கிடைத்த செய்தி: நாடு முழுமையாக முடக்கப்படாது,1
கேள்வி: ஏன் அவர் இதனைச் செய்யவில்லை?,கேள்வி: ஏன் அவர் இதனைச் செய்யவில்லை?,0
சமீபத்தில் பிரதமர் மோடி தலைமையி்லான ஆலோசனைக் கூட்டத்திற்குப் பிறகு,சமீபத்தில் பிரதமர் மோடி தலைமையிலான ஆலோசனைக் கூட்டத்திற்குப் பிறகு,1
ஜெரால்ட் என்ற பெயரில் உளள கட்டுரைகள்,ஜெரால்ட் என்ற பெயரில் உள்ள கட்டுரைகள்,1
மில்க் பவுடர் - முக்ககால் கப்,மில்க் பவுடர் - முக்கால் கப்,1
"பெண்களுக்கு மாரடைப்பு வருவதற்கான அறிகுறியும், அதனை தடுக்கும் முறையும்!","பெண்களுக்கு மாரடைப்பு வருவதற்கான அறிகுறியும், அதனை தடுக்கும் முறையும்!",0
சுதந்திரக் கட்சியை மீட்கும் நடவடிக்கைகள்  ஆரம்பமாம்,சுதந்திரக் கட்சியை மீட்கும் நடவடிக்கைகள்  ஆரம்பமாம்,0
கோர்ட் உத்தரவிட்டும் ழப்பீடு தராததால் பரிதாபம்ஜப்தி நடவடிக்கையால் திணறும் தாலுகா அலுவலகம்,கோர்ட் உத்தரவிட்டும் இழப்பீடு தராததால் பரிதாபம்ஜப்தி நடவடிக்கையால் திணறும் தாலுகா அலுவலகம்,1
மந்தமான சுரப்பிகளின் ஒழுங்கீனம் வளர்ச்சியின் நோயியலுக்குரியது:,மந்தமான சுரப்பிகளின் வளர்ச்சியின் ஒழுங்கீனம் நோயியலுக்குரியது:,1
ஊசியிலிருந்த தாவரங்கிளல் இருந்து ஹெட்ஜ் வாழ்க்கை,ஊசியிலிருந்த தாவரங்களில் இருந்து ஹெட்ஜ் வாழ்க்கை,1
