Input Sentences,Output Sentences,Grammatical Error
చివరి ఓవర్ వరకూ కర్ీజులో నిలిచిన కేఎల్ రాహుల్,చివరి ఓవర్ వరకూ క్రీజులో నిలిచిన కేఎల్ రాహుల్,1
ఆకస్మిక దాడులు చేసి నాణాలను స్వాధీనం చేసుక ున్న పోలీసులు,ఆకస్మిక దాడులు చేసి నాణాలను స్వాధీనం చేసుకున్న పోలీసులు,1
అలా స్నేహం ఏర్పడి మారింది ప్రేమగా,అలా స్నేహం ఏర్పడి ప్రేమగా మారింది,1
"రైతులతో చర్చలు విఫలం, గురువారం తదుపరి తదుపరి సమావేశం","రైతులతో చర్చలు విఫలం, గురువారం తదుపరి సమావేశం",1
ఫిక్సింగ్ క్రంిది పరికరాలను ఒకటి నిర్వహిస్తారు:,ఫిక్సింగ్ క్రింది పరికరాలను ఒకటి నిర్వహిస్తారు:,1
'తీన్మార్' కార్యక్రమం ద్తవారా బిత్తిరి సత్తి పాప్యులర్,'తీన్మార్' కార్యక్రమం ద్వారా బిత్తిరి సత్తి పాప్యులర్,1
రెండు గంటలు భారతీయుల పెరిగిన స్క్రీన్ టైమ్,రెండు గంటలు పెరిగిన భారతీయుల స్క్రీన్ టైమ్,1
"డిప్యూటీ పోలీసు కమిషనర్, తహసిల్దార్ ఇంటికి","డిప్యూటీ పోలీసు కమిషనర్, తహసిల్దార్ ఇంటికి",0
క్యాంపు కార్యాలయం నుంచి సొంత ఇంటికి మారిన కిరణ్,క్యాంపు కార్యాలయం నుంచి సొంత ఇంటికి మారిన కిరణ్,0
నదిలో నీటినివదిలి నమస్కరిస్తున్న భక్తులు,నదిలో నీటిని వదిలి నమస్కరిస్తున్న భక్తులు,1
పోరంలోవలో భూ వినియోగం కింది విధంగా ఉంది:,పోరంలోవలో భూ వినియోగం కింది విధంగా ఉంది:,0
ఆకు మోసెస్: సమూహం యొక్క ఒక క్రమబద్ధమైన వర్ణన,ఆకు మోసెస్: సమూహం యొక్క ఒక క్రమబద్ధమైన వర్ణన,0
ఎంపీ ధర్మపురి తో అరవింద్ క్వశ్చన్ అవర్,ఎంపీ ధర్మపురి అరవింద్ తో క్వశ్చన్ అవర్,1
ఐలయ్యను విమర్శిస్తూ పుస్తకం రాసిన ఎంవీఆర్ శాస్త్రి,ఐలయ్యను విమర్శిస్తూ పుస్తకం రాసిన ఎంవీఆర్ శాస్త్రి,0
సైకిల్ తొక్కే తమ్ముళ్ళేరీ బాబూ ?,సైకిల్ తొక్కే తమ్ముళ్ళేరీ బాబూ ?,0
"బెంగాల్ ఘన విజయం, ప్ర ొకబడ్డీ","బెంగాల్ ఘన విజయం, ప్రొ కబడ్డీ",1
జగన్ కు తాడేపల్లి రాజప్రసాదంలో కూర్చొని ఏం అర్థం చేయాలో అర్థం కాకే ఇదంతా : అచ్చెన్నాయుడు,జగన్ కు తాడేపల్లి రాజప్రసాదంలో కూర్చొని ఏం చేయాలో అర్థం కాకే ఇదంతా : అచ్చెన్నాయుడు,1
"ఏమి  జరిగి పోయింది, ఆమె గ్యారేజీకి ఆమె మార్గం చేసిన మరియు","ఏమి జరిగి పోయింది, ఆమె గ్యారేజీకి ఆమె మార్గం చేసిన మరియు",1
వేదం అణువణువున నాదం సాగర,వేదం అణువణువున నాదం                                  సాగర సంగమం,1
అయోధ్య రామమందిర భూమ పూజకు తేదీ ఖరారు,అయోధ్య రామమందిర భూమి పూజకు తేదీ ఖరారు,1
విశాల్ వల్ల ినర్మాతలు ఇబ్బంది పడే అవకాశం ఉంది,విశాల్ వల్ల నిర్మాతలు ఇబ్బంది పడే అవకాశం ఉంది,1
ల్పులు బిగియించె చినిగిపోయిన గుడ్డలు నన్నుజూచి; కా,ల్పులు బిగియించె నా చినిగిపోయిన గుడ్డలు నన్నుజూచి; కా,1
ఉమ్మడి వరంగల్ జిల్లాను వదలని వర్షం,ఉమ్మడి వరంగల్ జిల్లాను వదలని వర్షం,0
గత కొన్ని గంటలుగా జరిగిన కొన్ని అసాధారణ ఘటనలు ఇవే:,గత కొన్ని గంటలుగా జరిగిన అసాధారణ ఘటనలు ఇవే:,1
కల్లబొల్లి మాటలు ప్రజలు ప్రజలు నమ్మే రోజులు పోయాయి,కల్లబొల్లి మాటలు ప్రజలు నమ్మే రోజులు పోయాయి,1
గీతం ఆసుపత్రి అందరికంటే ముందు కరోనా సేవలు అందించింది,గీతం ఆసుపత్రి అందరికంటే ముందు కరోనా సేవలు అందించింది,0
స్వామి లీల చాటడానికి ఒక నమిషి కావాలనుకున్నాడేమో?,స్వామి లీల చాటడానికి ఒక మనిషి కావాలనుకున్నాడేమో?,1
తండ్రి దర్శకత్వం వహించిన సినిమాకు తనయుడు రాజమౌళి వాయిస్,తండ్రి దర్శకత్వం వహించిన సినిమాకు తనయుడు రాజమౌళి వాయిస్,0
రింజిత్ పా దర్శకత్వంలో తెరకెక్కుతున్న రజినీ మూవీ,పా రింజిత్ దర్శకత్వంలో తెరకెక్కుతున్న రజినీ మూవీ,1
తేజస్ ను స్వదేశీ టెక్నాలజీతో తయారు చేసిన హెచ్ఏఎల్,తేజస్ ను స్వదేశీ టెక్నాలజీతో తయారు చేసిన హెచ్ఏఎల్,0
"పెట్రోల్ , డీజిల్ ధరల పెంపుతో అమాయకమరైన ప్రజల రక్తం తాగుతున్న కేంద్ర ,రాష్ట్ర ప్రభుత్వాల తీరుకు నిరసనగా","పెట్రోల్ , డీజిల్ ధరల పెంపుతో అమాయకమైన ప్రజల రక్తం తాగుతున్న కేంద్ర ,రాష్ట్ర ప్రభుత్వాల తీరుకు నిరసనగా",1
మహారాష్ట్రలో ఏర్పాటుపై చర్చలు జరుపుతున్నాం,మహారాష్ట్రలో ప్రభుత్వ ఏర్పాటుపై చర్చలు జరుపుతున్నాం,1
నాసిరకంపు వస్తమ్రలినమ్ము దొలంగగ జేయ బూనినన్,నాసిరకంపు వస్తమ్రలినమ్ము దొలంగగ జేయ బూనినన్,0
శనివారం ఈ దేవురళ్లను పూజిస్తే అష్టైశ్వర్యాలు మీ సొంతం!,శనివారం ఈ దేవుళ్లను పూజిస్తే అష్టైశ్వర్యాలు మీ సొంతం!,1
జమిలీ ఎన్నికలకు సిద్ధంగా ఉండాలి : టీడీపీ అధినేత చంద్రబాబు,జమిలీ ఎన్నికలకు సిద్ధంగా ఉండాలి : టీడీపీ అధినేత చంద్రబాబు,0
 ఘనంగా ఎమ్మెల్సీ కవిత జన్మదిన వేడుకలు,ఘనంగా ఎమ్మెల్సీ కవిత జన్మదిన వేడుకలు,1
ఫోటో స్టొరీ: డిజైనర్ వేర్న లో మెరిసిన సోనమ్,ఫోటో స్టొరీ: డిజైనర్ వేర్ లో మెరిసిన సోనమ్,1
సంప్రదాయాలను ఉత్తమ సంప్రదాయాలను నిలబెట్టిన జగన్మోహన్ రెడ్డి,ఉత్తమ సంప్రదాయాలను నిలబెట్టిన జగన్మోహన్ రెడ్డి,1
ఎల్లో మీడియా పడరాని పాట్లు విజయసాయిరెడ్డి పడుతోంది:,ఎల్లో మీడియా పడరాని పాట్లు పడుతోంది: విజయసాయిరెడ్డి,1
మంత్రులను ంఎపిక చేసుకొనే స్వేచ్ఛ లేదు,మంత్రులను ఎంపిక చేసుకొనే స్వేచ్ఛ లేదు,1
నిర్మాణ పనులు పరిశీలించిన గడ్కరీ,నిర్మాణ పనులు పరిశీలించిన నితిన్ గడ్కరీ,1
అల్లు అర్జున్ రోజు పుట్టిన సందర్భంగా కొత్త లుక్,అల్లు అర్జున్ పుట్టిన రోజు సందర్భంగా కొత్త లుక్,1
రీల్ అయిన రియల్ అయ ినా నో పాలిటిక్స్,రీల్ అయిన రియల్ అయినా నో పాలిటిక్స్,1
బాలినేని వ్యాఖ్యలు: ఒంగోలులో టీడీపీకి స్కెచ్ వేశాడా?,బాలినేని వ్యాఖ్యలు: ఒంగోలులో టీడీపీకి స్కెచ్ వేశాడా?,0
రూల్స్ బ్రేక్ చేసిన వారికిచలాన్లు,రూల్స్ బ్రేక్ చేసిన వారికి చలాన్లు,1
ఎడిటర్స్ గిల్డ్ కు సంపూర్ణ మద్దతు ప్రకటించిన లోకేశ్,ఎడిటర్స్ గిల్డ్ కు సంపూర్ణ మద్దతు ప్రకటించిన లోకేశ్,0
చిరంజీవి బ్లడ్ బ్యాంకులో చేసిన చిరు,చిరంజీవి బ్లడ్ బ్యాంకులో రక్తదానం చేసిన చిరు,1
ఐదు వారాల ముందే ఎన్ినికల నిర్వహణ,ఐదు వారాల ముందే ఎన్నికల నిర్వహణ,1
గడుస్తున్న ఉపాధి కార్డులు అందించని వైనం,-ఏళ్ళు గడుస్తున్న ఉపాధి కార్డులు అందించని వైనం,1
కె-పాప్ బృందం కారా సభ్యురాలు గూ హారా చాలా ప్రముఖ వ్యక్తి,కె-పాప్ బృందం కారా సభ్యురాలు గూ హారా చాలా ప్రముఖ వ్యక్తి,0
సమస్య ఎక్కడ ఉంటే అక్కడికి వెళ్లే హక్కు నాకు ఉంది,సమస్య ఎక్కడ ఉంటే అక్కడికి వెళ్లే హక్కు నాకు ఉంది,0
రెడ్ లైట్ ఏరియానూ తాకిన 'పెద్ద నోట్ల రద్దు' ఇబి్బంది!,రెడ్ లైట్ ఏరియానూ తాకిన 'పెద్ద నోట్ల రద్దు' ఇబ్బంది!,1
హిందుజా సోదరులను నిర్దోషులుగా ప్రకటించిన నిర్దోషులుగా తీర్పును సవాల్ చేసిన సీబీఐ,హిందుజా సోదరులను నిర్దోషులుగా ప్రకటించిన తీర్పును సవాల్ చేసిన సీబీఐ,1
"రోజ్ వాటర్,  గ్లిసరిన్ ఐస్ క్యూబ్స్","రోజ్ వాటర్ , గ్లిసరిన్ ఐస్ క్యూబ్స్",1
టీ బిల్లు సీమాంధ్రుకు మరశణాసనం !,టీ బిల్లు సీమాంధ్రుకు మరణశాసనం !,1
ఖైదీ రికార్డులు ఒక్క రోజులో లేచిపోతాయా? లేచిపోతాయా?,ఖైదీ రికార్డులు ఒక్క రోజులో లేచిపోతాయా?,1
మీ ఇంట్లో ఆడపిల్లలకు ఇలా జరిగితే ీ స్పందన ఇలాగే ఉంటుందా ?,మీ ఇంట్లో ఆడపిల్లలకు ఇలా జరిగితే మీ స్పందన ఇలాగే ఉంటుందా ?,1
అమెజాన్ సేల్ బెస్ట్ ఫోన్ స్మార్ట్ డీల్స్,అమెజాన్ సేల్ బెస్ట్ స్మార్ట్ ఫోన్ డీల్స్,1
చెక్ అవుట్ తరలింపు అంటే ఏమిటి?,చెక్ అవుట్ తరలింపు అంటే ఏమిటి?,0
టీడీపీ హయాంలో కట్టించిన ఇళ్లను పేదలకు ఎందుకుఇ వ్వరు?,టీడీపీ హయాంలో కట్టించిన ఇళ్లను పేదలకు ఎందుకు ఇవ్వరు?,1
ఆ ముగ్గురు్ ఎమ్మెల్యేలకు బాబు హెచ్చరిక,ఆ ముగ్గురు ఎమ్మెల్యేలకు బాబు హెచ్చరిక,1
శశికళ కోసం పోయెస్ గార్డెన్ లో నిర్మితముతున్న భారీ భవంతి,శశికళ కోసం పోయెస్ గార్డెన్ లో నిర్మితమవుతున్న భారీ భవంతి,1
ఘన వ్యర్ధ నిర్వహణకు ఒక పరియచం,ఘన వ్యర్ధ నిర్వహణకు ఒక పరిచయం,1
పేదరికం దారిద్య్రం పై శిక్షణ పొందిన విద్యార్థినుల,"పేదరికం, దారిద్య్రం పై శిక్షణ పొందిన విద్యార్థినుల",1
వేగంగా మల్లన్నసాగర్ ఇళ్ల నిర్వాసితుల నిర్మాణాలు,వేగంగా మల్లన్నసాగర్ నిర్వాసితుల ఇళ్ల నిర్మాణాలు,1
సమావేశంలో మాట్లాడుతున్న టీకే శ్రీదేవి,సమావేశంలో మాట్లాడుతున్న కలెక్టర్ టీకే శ్రీదేవి,1
ఈ ఈ మొబైల్ సంస్థల గురుంచి ఒక్కసారి తెలుసుకునే ప్రయత్నం చేద్దాం,ఈ మొబైల్ సంస్థల గురుంచి ఒక్కసారి తెలుసుకునే ప్రయత్నం చేద్దాం,1
ఆ తప్పు మళ్ళీ చేయోద్దంటున్న ఎన్టీఆర్,ఆ తప్పు మళ్ళీ చేయోద్దంటున్న ఎన్టీఆర్,0
ఫ్రీలాన్స్ కోసం మరిన్ని పోన్ను వనరులు,ఫ్రీలాన్స్ కోసం మరిన్ని పన్ను వనరులు,1
కాలితో తన్నాడని బ్లేడుతో గొంతుకోసిన దొంగ,కాలితో తన్నాడని బ్లేడుతో గొంతుకోసిన దొంగ,0
మారుతి సుజుకి ఇగ్నిస్ ఫస్ట్ రివ్యూ లుక్,మారుతి సుజుకి ఇగ్నిస్ ఫస్ట్ లుక్ రివ్యూ,1
స్టాప్ కు ప్రైజింగ్ సర్ గిఫ్ట్ ఇచ్చిన దిల్ రాజు,స్టాప్ కు సర్ ప్రైజింగ్ గిఫ్ట్ ఇచ్చిన దిల్ రాజు,1
కర్నూలు జిల్లాలో రోడ్డు ప్రమాదాలు : ఐదుగురి మృతి,కర్నూలు జిల్లాలో రోడ్డు ప్రమాదాలు : ఐదుగురి మృతి,0
మ్యాంగో రైస్ రెసిపీ! మ్యాంగో రైస్ ను ఎలా తయారుచేయాలి! మావోింకాయ చిత్రాన్న రెసిపీ! మామిడికాయ పులిహోర రెసిపీ,మ్యాంగో రైస్ రెసిపీ! మ్యాంగో రైస్ ను ఎలా తయారుచేయాలి! మావింకాయ చిత్రాన్న రెసిపీ! మామిడికాయ పులిహోర రెసిపీ,1
రెండో రోజు : హరిత శోభితం శోభితం,రెండో రోజు : హరిత శోభితం,1
నా వ్యాపారంలో సేల్స్ టాక్స్తో వయ్వహరించాలా?,నా వ్యాపారంలో సేల్స్ టాక్స్తో వ్యవహరించాలా?,1
ఎలా  : ఇంట్లో నరకం ఉడకించాలి  రెండవ రెసిపీ,ఎలా  : ఇంట్లో నరకం ఉడికించాలి  రెండవ రెసిపీ,1
సమ్మెపై విద్యుత్ ఉద్యోగులతో కొనసాగుతున్న చర్చలు,సమ్మెపై విద్యుత్ ఉద్యోగులతో కొనసాగుతున్న చర్చలు,0
"చంద్రబాబు గారూ! పట్టాల మీద కెక్కించింది పరిపాలనను కాదు, మీ అబ్బాయిని!: అంబటి రాంబాబు","చంద్రబాబు గారూ! పట్టాల మీద కెక్కించింది పరిపాలనను కాదు, మీ అబ్బాయిని!: అంబటి రాంబాబు",0
మహిళల ఆత్మ గౌరవానికి బతుకమ్మ ప్రతీక : కలెక్టర్ హరీష్,మహిళల ఆత్మ గౌరవానికి ప్రతీక బతుకమ్మ : కలెక్టర్ హరీష్,1
"ఏ ""కెమేరాలో రహస్యమూ లేదుకదా బాస్!""","""కెమేరాలో ఏ రహస్యమూ లేదుకదా బాస్!""",1
ల్యాండ్ పూలింగ్ కు కల్పిస్తాం: చట్టబద్ధత మంత్రి దేవినేని,ల్యాండ్ పూలింగ్ కు చట్టబద్ధత కల్పిస్తాం: మంత్రి దేవినేని,1
విద్యార్థులు తరగతి సామూహిక మరియు సృజనాత్మక సంభావ్య స్వీయ క్రియాశీలతను;,విద్యార్థులు తరగతి సామూహిక మరియు సృజనాత్మక సంభావ్య లో స్వీయ క్రియాశీలతను;,1
"మిశ్రాకు చిక్కిన ఆమ్లా, డుప్లెసిస్ద్వయం","మిశ్రాకు చిక్కిన ఆమ్లా, డుప్లెసిస్ ద్వయం",1
మాట్టాడుతున్న వివేకా ఎర్ర అనుచరుడు గంగిరెడ్డి,మాట్టాడుతున్న వివేకా అనుచరుడు ఎర్ర గంగిరెడ్డి,1
ఒక రియల్ ఫుడ్ ఎంట్రప్రెన్యూర్ నుండి సలహా,ఒక రియల్ ఫుడ్ ఎంట్రప్రెన్యూర్ నుండి సలహా,0
"సోనియా పంపిస్తే వచ్చాను, మాటే నా ఫైనల్:","సోనియా పంపిస్తే వచ్చాను, నా మాటే ఫైనల్:",1
ఆయన అదే నుంచి నేర్చుకున్నానన్న బాబీ సింహా,ఆయన నుంచి అదే నేర్చుకున్నానన్న బాబీ సింహా,1
బాబా అత్యంత ప్రీతికరమైన వాటిల్లో ఇది కఒ్కటి,బాబా అత్యంత ప్రీతికరమైన వాటిల్లో ఇది ఒక్కటి,1
ది మరింత విధి యొక్క పరిచారిక గౌరవార్ధం,ది మరింత విధి యొక్క పరిచారిక గౌరవార్ధం,0
లేత చర్మం మరలియు శ్లేష్మ పొర;,లేత చర్మం మరియు శ్లేష్మ పొర;,1
నాటడం యొక్క ప్రక్రియ మరియు తరువాతి సంరక్షణ,నాటడం యొక్క ప్రక్రియ మరియు తరువాతి సంరక్షణ,0
కాంటూరుకు మూడవ కుదింపు పై కేంద్రానికి పంపాం,మూడవ కాంటూరుకు కుదింపు పై కేంద్రానికి పంపాం,1
గొల్లపల్లిలో భూ వినియోగం కంది విధంగా ఉంది:,గొల్లపల్లిలో భూ వినియోగం కింది విధంగా ఉంది:,1
నా లవర్ గౌతమ్ ను ప్రేమికుల రోజున మీ ముందుంచుతా: రాశి ఖన్నా,నా లవర్ గౌతమ్ ను ప్రేమికుల రోజున మీ ముందుంచుతా: రాశి ఖన్నా,0
వ్యాక్సిన్ తీసుకున్న తర్వాత కరోనా ఖతమైపోతుందా ? స్వేచ్చగా తిరిగేయవచ్చా ? తెలుసుకోవాల్సిన విషయాలు,వ్యాక్సిన్ తీసుకున్న తర్వాత కరోనా ఖతమైపోతుందా ? స్వేచ్చగా తిరిగేయవచ్చా ? తెలుసుకోవాల్సిన విషయాలు,0
తాడేపల్లిలో డిప్యూటీ సీఎం మీడియా సమావేశం,తాడేపల్లిలో డిప్యూటీ సీఎం మీడియా సమావేశం,0
టూర్మాలిన్ వర్జిన్ కోసం ఒక అని చెప్పడం సాధ్యమేనా?,టూర్మాలిన్ వర్జిన్ కోసం ఒక రాయి అని చెప్పడం సాధ్యమేనా?,1
తొలగించబడింది సులభంగా పరిష్కరించబడింది మరియు ఇంటిలో తొలగించబడింది వృక్షాలకు;,సులభంగా పరిష్కరించబడింది మరియు ఇంటిలో తొలగించబడింది వృక్షాలకు;,1
గుడిపల్లిలో భూ  వినియోగం కింది విధంగా ఉంది:,గుడిపల్లిలో భూ వినియోగం కింది విధంగా ఉంది:,1
అమెరికాలో కాల్పులు: తెలుగు యువకుడి మృతి,అమెరికాలో కాల్పులు: తెలుగు యువకుడి మృతి,0
శరత్ సరూంపూడి - స్వీయ కవిత,శరత్ సూరంపూడి - స్వీయ కవిత,1
దూర నుంచి ప్రాంతాల బాలికల రాకపోకలు,దూర ప్రాంతాల నుంచి బాలికల రాకపోకలు,1
"అప్పుడిు బాలకృష్ణ కోసం వచ్చింది, ఇప్పుడు చిరంజీవి కోసం వచ్చేనా?","అప్పుడు బాలకృష్ణ కోసం వచ్చింది, ఇప్పుడు చిరంజీవి కోసం వచ్చేనా?",1
జగన్ కు ఆప్షన్లు పెంచుతున్న పెంచుతున్న పీకే,జగన్ కు ఆప్షన్లు పెంచుతున్న పీకే,1
"నింపడం నింపడం మూడు లేదా నాలుగు గుడ్లు,","నింపడం మూడు లేదా నాలుగు గుడ్లు,",1
నలుగురి ప్రాణాలు తీసిన మ్యాన్,నలుగురి ప్రాణాలు తీసిన మ్యాన్ హోల్,1
తమ తమ అధి నాయకుల సూచనల మేరకు,తమ తమ పార్టీ అధి నాయకుల సూచనల మేరకు,1
తాజాగా ఈ భామ పోస్ట్ చేసిన హాట్ ఫోటోలు కుర్రకారును నిద్రపోనివ్వడం లేదు,తాజాగా ఈ భామ పోస్ట్ చేసిన హాట్ ఫోటోలు కుర్రకారును నిద్రపోనివ్వడం లేదు,0
వైద్యురాలిని సైబర్ మోసంచేసిన వ్యక్తి అరెస్ట్,వైద్యురాలిని సైబర్ మోసం చేసిన వ్యక్తి అరెస్ట్,1
మీకు డెంగ్యూ సవ్తే ఏమి చేయాలి?,మీకు డెంగ్యూ వస్తే ఏమి చేయాలి?,1
రోడ్డు ప్రమాదాల కార్యాచరణ: నివారణకు గడ్కరీ,రోడ్డు ప్రమాదాల  నివారణకు కార్యాచరణ: గడ్కరీ,1
రెండు గంటలు శ్రమించి మృతదేహాల వెలికితతీ,రెండు గంటలు శ్రమించి మృతదేహాల వెలికితీత,1
సీమాంధ్ర కట్టుబడి ఉన్నామంటూ దిగ్విజయ్ లేఖ,సీమాంధ్ర ప్రయోజనాలకు కట్టుబడి ఉన్నామంటూ దిగ్విజయ్ లేఖ,1
రాజస్థాన్ లని అజ్మీర్ లో ఘటన,రాజస్థాన్ లోని అజ్మీర్ లో ఘటన,1
ంసందర్శకునిలా ప్రవేశించి సింహంతో చెలగాటమాడేందుకు ప్రయత్నం,సందర్శకునిలా ప్రవేశించి సింహంతో చెలగాటమాడేందుకు ప్రయత్నం,1
తీసుకెళ్లి నన్ను పొమ్మని దేవుడిని వేడుకున్నా: నటి సంజన!,నన్ను తీసుకెళ్లి పొమ్మని దేవుడిని వేడుకున్నా: నటి సంజన!,1
చెప్పినంత సులువను కాదు: అన్నా హజారే,చెప్పినంత సులువు కాదు: అన్నా హజారే,1
కుద్దడివలసలో భూ వినియోగం విధంగా కింది ఉంది:,కుద్దడివలసలో భూ వినియోగం కింది విధంగా ఉంది:,1
అశ్విని కృత్తిక మృగశిర పునర్వసు ఆాశ్లేష మఖ ఉత్తర చిత్తా విశాఖ జ్యేష్ఠ మూల ఉత్తరాషాఢ ధనిష్ఠ పూర్వాభాద్ర రేవతి,అశ్విని కృత్తిక మృగశిర పునర్వసు ఆశ్లేష మఖ ఉత్తర చిత్తా విశాఖ జ్యేష్ఠ మూల ఉత్తరాషాఢ ధనిష్ఠ పూర్వాభాద్ర రేవతి,1
మూత వేసిన బావుల నీరుగ్రామంలో లేదు,మూత వేసిన బావుల నీరుగ్రామంలో లేదు,0
కేజీ టూ వరకు పీజీ ఒకే ప్రాంగణం,కేజీ టూ పీజీ వరకు ఒకే ప్రాంగణం,1
పవన్ కళ్యాణ్ ఎన్నికల ఇక పోరాటానికే,పవన్ కళ్యాణ్ ఇక ఎన్నికల పోరాటానికే,1
టీకా విషయంలోనూ చిరకాల మిత్రుడికే ఓటేసిన పాకిస్థాన్!,టీకా విషయంలోనూ చిరకాల మిత్రుడికే ఓటేసిన పాకిస్థాన్!,0
ఔరాస్పల్లిలో భూ వినియోగం కింది విధంగా ఉంది:,ఔరాస్పల్లిలో భూ వినియోగం కింది విధంగా ఉంది:,0
-పిడుగురాళ్ల కు చెందిన చిన్నా అనే వ్యక్తి ని హత్య చేసినతోడేటి నాగరాజు,-పిడుగురాళ్ల కు చెందిన చిన్నా అనే వ్యక్తి ని హత్య చేసిన తోడేటి నాగరాజు,1
మెగా ఫ్యాన్స్ ఎవరి వైపు?,మరి మెగా ఫ్యాన్స్ ఎవరి వైపు?,1
చెక్ రిపబ్లిక్ లో వ్యాపార అనుమతి,చెక్ రిపబ్లిక్ లో ఒక వ్యాపార అనుమతి,1
ఆఫ్రికన్ స్లీపింగ్ సిక్ నెస్ సిక్ లక్షణాలు:,ఆఫ్రికన్ స్లీపింగ్ సిక్ నెస్ లక్షణాలు:,1
పరిస్థితి చేయి దాటకముందే అడ్డుకోండి: పౌరసత్వ బిల్లుపై ప్రపంచానికథి ఇమ్రాన్ పిలుపు,పరిస్థితి చేయి దాటకముందే అడ్డుకోండి: పౌరసత్వ బిల్లుపై ప్రపంచానికి ఇమ్రాన్ పిలుపు,1
క్రమం తప్పకుండా మన మన ఇంట్లో శుభ్రం చేసుకోవలసిన కొన్ని ప్రదేశాలు!,క్రమం తప్పకుండా మన ఇంట్లో శుభ్రం చేసుకోవలసిన కొన్ని ప్రదేశాలు!,1
నాని తీసే షార్టు ఫిలింలో రాజ్ తరుణ్,నాని తీసే షార్టు ఫిలింలో రాజ్ తరుణ్,0
అమెరికా రాజకీయాల్లో హాట్ టాపిక్ గా భారత సంతతి అమెరికా కమలా,అమెరికా రాజకీయాల్లో హాట్ టాపిక్ గా  భారత సంతతి కమలా,1
మొన్నటికి మొన్న దర్శకుడు శ్రీను వైట్ల ఫై తన భార్య రూప వైట్ల తనను గృహ హింస పెట్టాడని,మొన్నటికి మొన్న దర్శకుడు శ్రీను వైట్ల ఫై తన భార్య రూప వైట్ల తనను గృహ హింస పెట్టాడని,0
గతంలో విజయవాడకు షిప్ మెంట్లు వచ్చాయని ఆరోపణ ఆరోపణ,గతంలో విజయవాడకు షిప్ మెంట్లు వచ్చాయని ఆరోపణ,1
“ఆ పని చేయించింది అమిత్ శక్లానే!”,“ఆ పని చేయించింది అమిత్ శుక్లానే!”,1
ముసలావిడ : ఇంకారాలేదా విజయవాడ బాబు?,ముసలావిడ : విజయవాడ ఇంకారాలేదా బాబు?,1
పార్టీకి పేరు కూడా పెట్టకుండానే విరాళాలు దాచుకుంటే నేరం అవుతుంది,పార్టీకి పేరు కూడా పెట్టకుండానే విరాళాలు దాచుకుంటే నేరం అవుతుంది,0
సలకలకొండ లో భూ వినియోగం కింది విధంగా ఉంది:,సలకలకొండలో భూ వినియోగం కింది విధంగా ఉంది:,1
"కాంగ్రెస్ లోకి బళ్లారి ఎంపీ శ్రీరాములు అల్లుడు, కాంగ్రెస్ బీజేపీ ఎమ్మెల్యే, అదే జరిగితే క్లీన్, క్యూ?","కాంగ్రెస్ లోకి బళ్లారి ఎంపీ శ్రీరాములు అల్లుడు, బీజేపీ ఎమ్మెల్యే, అదే జరిగితే క్లీన్, క్యూ?",1
శాఖ మంత్రికి కరోనా పాజిటివ్,వ్యవసాయ శాఖ మంత్రికి కరోనా పాజిటివ్,1
"రెండు నుండి మూడు రక్త బిందువులలో, సుమారు ఒక బిలియన్ ఎర్ర రక్త కణాలు ఉంటాయి","రెండు నుండి మూడు రక్త బిందువులలో, సుమారు ఒక బిలియన్ ఎర్ర రక్త కణాలు ఉంటాయి",0
బెజవాడ అభిమాన సంద్రంల ోమహేశ్ బాబు ఉక్కిరిబిక్కిరి!,బెజవాడ అభిమాన సంద్రంలో మహేశ్ బాబు ఉక్కిరిబిక్కిరి!,1
నాలుగు మ్యాచుల్లో రెండింటిలో ఓడిన రోహిత్ ేన,నాలుగు మ్యాచుల్లో రెండింటిలో ఓడిన రోహిత్ సేన,1
 చెదురుమదురు సంఘటనలు మినహా ఓటింగ్ ప్రశాంతం:,చెదురుమదురు సంఘటనలు మినహా ఓటింగ్ ప్రశాంతం:,1
మొక్లు నాటిన గెల్లు శ్రీనివాస్ యాదవ్,మొక్కలు నాటిన గెల్లు శ్రీనివాస్ యాదవ్,1
తిరుపతిలో చెవిరెడ్డి పెత్తనం ఏంటన్న అసంతృప్తి:,తిరుపతిలో చెవిరెడ్డి పెత్తనం ఏంటన్న అసంతృప్తి:,0
పారాసిటమోాల్ బ్యాచ్ లో జగన్ కూడ,పారాసిటమాల్ బ్యాచ్ లో జగన్ కూడ,1
సాఫ్ట్ వేర్ శిక్షణ కేంద్రంగా అమరావతి,సాఫ్ట్ వేర్ శిక్షణ కేంద్రంగా అమరావతి,0
టీటీడీ నిర్ణయాలకు తూట్లు పొడుస్తున్న సొం్త పార్టీ నేతలు ?,టీటీడీ నిర్ణయాలకు తూట్లు పొడుస్తున్న సొంత పార్టీ నేతలు ?,1
అమెరికా చరిత్రలోనే అత్యంత రహితమైన బాధ్యతా అధ్యక్షుడు,అమెరికా చరిత్రలోనే అత్యంత బాధ్యతా రహితమైన అధ్యక్షుడు,1
జింబాబ్వే కరణ్ పర్యటనకు కరణ్ శర్మ దూరం,జింబాబ్వే పర్యటనకు కరణ్ శర్మ దూరం,1
వాషింగ్ పరిపూర్ణ చర్మం సాధించడానికి సహాయపడుతుంది,వాషింగ్ వోట్మీల్ పరిపూర్ణ చర్మం సాధించడానికి సహాయపడుతుంది,1
